Noise Level,Repetition,Time,abs_alpha_bruit,abs_beta_bruit,abs_alpha_corrige,abs_beta_corrige
0.02,7,0.000225706,0.719583,0.280417,0.21687,0.78313
0.02,7,0.000225941,0.715954,0.284046,0.248418,0.751582
0.02,7,0.000226176,0.726043,0.273957,0.290611,0.709389
0.02,7,0.000226411,0.7341,0.2659,0.319083,0.680917
0.02,7,0.000226646,0.728431,0.271569,0.333137,0.666863
0.02,7,0.000226881,0.72664,0.27336,0.367877,0.632123
0.02,7,0.000227115,0.711081,0.288919,0.382789,0.617211
0.02,7,0.00022735,0.699706,0.300294,0.416001,0.583999
0.02,7,0.000227585,0.69321,0.30679,0.456358,0.543642
0.02,7,0.00022782,0.69686,0.30314,0.50208,0.49792
0.02,7,0.000228055,0.662249,0.337751,0.493328,0.506672
0.02,7,0.00022829,0.647895,0.352105,0.546352,0.453648
0.02,7,0.000228525,0.630625,0.369375,0.578801,0.421199
0.02,7,0.000228759,0.637017,0.362983,0.63074,0.36926
0.02,7,0.000228994,0.58195,0.41805,0.599373,0.400627
0.02,7,0.000229229,0.559093,0.440907,0.660128,0.339872
0.02,7,0.000229464,0.552024,0.447976,0.703872,0.296128
0.02,7,0.000229699,0.538028,0.461972,0.724675,0.275325
0.02,7,0.000229934,0.492366,0.507634,0.725498,0.274502
0.02,7,0.000230169,0.495474,0.504526,0.796819,0.203181
0.02,7,0.000230403,0.437557,0.562443,0.77245,0.22755
0.02,7,0.000230638,0.395031,0.604969,0.80888,0.19112
0.02,7,0.000230873,0.375028,0.624972,0.846868,0.153132
0.02,7,0.000231108,0.361297,0.638703,0.872011,0.127989
0.02,7,0.000231343,0.345914,0.654086,0.891473,0.108527
0.02,7,0.000231578,0.335528,0.664472,0.912129,0.0878714
0.02,7,0.000231813,0.317822,0.682178,0.923585,0.0764146
0.02,7,0.000232048,0.3009,0.6991,0.941827,0.0581728
0.02,7,0.000232282,0.257932,0.742068,0.942085,0.0579148
0.02,7,0.000232517,0.246208,0.753792,0.967877,0.0321233
0.02,7,0.000232752,0.224264,0.775736,0.973264,0.026736
0.02,7,0.000232987,0.196791,0.803209,0.978598,0.0214018
0.02,7,0.000233222,0.1771,0.8229,0.987756,0.012244
0.02,7,0.000233457,0.177044,0.822956,0.996192,0.00380825
0.02,7,0.000233692,0.158325,0.841675,0.995553,0.00444717
0.02,7,0.000233926,0.153297,0.846703,0.997897,0.00210291
0.02,7,0.000234161,0.149174,0.850826,0.996403,0.00359705
0.02,7,0.000234396,0.146927,0.853073,0.993029,0.00697107
0.02,8,0,1,0,1,0
0.02,8,2.34866e-07,0.997599,0.00240082,0.998665,0.00133454
0.02,8,4.69732e-07,0.995027,0.00497347,0.998399,0.00160111
0.02,8,7.04598e-07,0.989743,0.010257,0.993525,0.00647477
0.02,8,9.39464e-07,0.974973,0.0250269,0.980975,0.0190253
0.02,8,1.17433e-06,0.961476,0.0385239,0.977348,0.0226523
0.02,8,1.4092e-06,0.960559,0.0394413,0.978773,0.0212269
0.02,8,1.64406e-06,0.947958,0.0520416,0.958375,0.0416255
0.02,8,1.87893e-06,0.930623,0.0693767,0.942081,0.0579187
0.02,8,2.11379e-06,0.907462,0.0925376,0.92329,0.0767101
0.02,8,2.34866e-06,0.888977,0.111023,0.912797,0.0872033
0.02,8,2.58353e-06,0.871687,0.128313,0.896183,0.103817
0.02,8,2.81839e-06,0.847172,0.152828,0.870646,0.129354
0.02,8,3.05326e-06,0.818841,0.181159,0.84667,0.15333
0.02,8,3.28812e-06,0.79005,0.20995,0.82446,0.17554
0.02,8,3.52299e-06,0.769671,0.230329,0.808993,0.191007
0.02,8,3.75786e-06,0.757968,0.242032,0.792294,0.207706
0.02,8,3.99272e-06,0.725821,0.274179,0.747043,0.252957
0.02,8,4.22759e-06,0.688355,0.311645,0.71547,0.28453
0.02,8,4.46245e-06,0.660528,0.339472,0.697588,0.302412
0.02,8,4.69732e-06,0.609636,0.390364,0.646453,0.353547
0.02,8,4.93218e-06,0.56965,0.43035,0.628562,0.371438
0.02,8,5.16705e-06,0.518601,0.481399,0.58814,0.41186
0.02,8,5.40192e-06,0.500298,0.499702,0.590123,0.409877
0.02,8,5.63678e-06,0.442722,0.557278,0.519848,0.480152
0.02,8,5.87165e-06,0.432465,0.567535,0.535852,0.464148
0.02,8,6.10651e-06,0.401321,0.598679,0.483332,0.516668
0.02,8,6.34138e-06,0.38147,0.61853,0.463658,0.536342
0.02,8,6.57625e-06,0.328153,0.671847,0.39698,0.60302
0.02,8,6.81111e-06,0.317526,0.682474,0.409357,0.590643
0.02,8,7.04598e-06,0.298891,0.701109,0.369353,0.630647
0.02,8,7.28084e-06,0.269361,0.730639,0.32749,0.67251
0.02,8,7.51571e-06,0.216769,0.783231,0.273378,0.726622
0.02,8,7.75058e-06,0.199948,0.800052,0.281635,0.718365
0.02,8,7.98544e-06,0.163891,0.836109,0.23237,0.76763
0.02,8,8.22031e-06,0.167362,0.832638,0.24935,0.75065
0.02,8,8.45517e-06,0.149587,0.850413,0.198587,0.801413
0.02,8,8.69004e-06,0.132345,0.867655,0.174353,0.825647
0.02,8,8.92491e-06,0.113705,0.886295,0.148911,0.851089
0.02,8,9.15977e-06,0.0984291,0.901571,0.12963,0.87037
0.02,8,9.39464e-06,0.0690806,0.930919,0.0920333,0.907967
0.02,8,9.6295e-06,0.0469328,0.953067,0.0778072,0.922193
0.02,8,9.86437e-06,0.0414528,0.958547,0.0790333,0.920967
0.02,8,1.00992e-05,0.04197,0.95803,0.0689235,0.931077
0.02,8,1.03341e-05,0.0238224,0.976178,0.0322776,0.967722
0.02,8,1.0569e-05,0.0176821,0.982318,0.0307417,0.969258
0.02,8,1.08038e-05,0.0149622,0.985038,0.0225262,0.977474
0.02,8,1.10387e-05,0.00984735,0.990153,0.0101,0.9899
0.02,8,1.12736e-05,0.00745035,0.99255,0.00523302,0.994767
0.02,8,1.15084e-05,0.0113481,0.988652,0.00456741,0.995433
0.02,8,1.17433e-05,0.0175056,0.982494,0.0016536,0.998346
0.02,8,1.19782e-05,0.0274864,0.972514,0.000777161,0.999223
0.02,8,1.2213e-05,0.0336486,0.966351,0.00102305,0.998977
0.02,8,1.24479e-05,0.0509207,0.949079,0.00752497,0.992475
0.02,8,1.26828e-05,0.0749216,0.925078,0.0151312,0.984869
0.02,8,1.29176e-05,0.0859477,0.914052,0.0154809,0.984519
0.02,8,1.31525e-05,0.0988913,0.901109,0.0244615,0.975538
0.02,8,1.33874e-05,0.121916,0.878084,0.0402457,0.959754
0.02,8,1.36222e-05,0.129929,0.870071,0.0432522,0.956748
0.02,8,1.38571e-05,0.162482,0.837518,0.0737456,0.926254
0.02,8,1.4092e-05,0.163627,0.836373,0.0678501,0.93215
0.02,8,1.43268e-05,0.183534,0.816466,0.0988096,0.90119
0.02,8,1.45617e-05,0.203346,0.796654,0.116243,0.883757
0.02,8,1.47966e-05,0.239179,0.760821,0.151255,0.848745
0.02,8,1.50314e-05,0.26047,0.73953,0.16025,0.83975
0.02,8,1.52663e-05,0.276982,0.723018,0.179602,0.820398
0.02,8,1.55012e-05,0.306886,0.693114,0.214543,0.785457
0.02,8,1.5736e-05,0.300392,0.699608,0.2084,0.7916
0.02,8,1.59709e-05,0.318165,0.681835,0.256897,0.743103
0.02,8,1.62058e-05,0.358295,0.641705,0.307013,0.692987
0.02,8,1.64406e-05,0.371149,0.628851,0.309851,0.690149
0.02,8,1.66755e-05,0.377156,0.622844,0.332194,0.667806
0.02,8,1.69103e-05,0.39286,0.60714,0.372634,0.627366
0.02,8,1.71452e-05,0.41329,0.58671,0.406859,0.593141
0.02,8,1.73801e-05,0.449274,0.550726,0.453195,0.546805
0.02,8,1.76149e-05,0.484543,0.515457,0.482642,0.517358
0.02,8,1.78498e-05,0.518354,0.481646,0.510563,0.489437
0.02,8,1.80847e-05,0.542231,0.457769,0.534657,0.465343
0.02,8,1.83195e-05,0.563243,0.436757,0.562651,0.437349
0.02,8,1.85544e-05,0.591084,0.408916,0.600022,0.399978
0.02,8,1.87893e-05,0.621111,0.378889,0.633072,0.366928
0.02,8,1.90241e-05,0.626404,0.373596,0.641051,0.358949
0.02,8,1.9259e-05,0.665982,0.334018,0.702861,0.297139
0.02,8,1.94939e-05,0.662095,0.337905,0.688822,0.311178
0.02,8,1.97287e-05,0.691992,0.308008,0.749632,0.250368
0.02,8,1.99636e-05,0.696672,0.303328,0.754038,0.245962
0.02,8,2.01985e-05,0.716355,0.283645,0.794303,0.205697
0.02,8,2.04333e-05,0.740287,0.259713,0.823751,0.176249
0.02,8,2.06682e-05,0.742848,0.257152,0.828424,0.171576
0.02,8,2.09031e-05,0.748826,0.251174,0.854459,0.145541
0.02,8,2.11379e-05,0.777463,0.222537,0.893685,0.106315
0.02,8,2.13728e-05,0.803361,0.196639,0.91172,0.0882795
0.02,8,2.16077e-05,0.816079,0.183921,0.921659,0.078341
0.02,8,2.18425e-05,0.826632,0.173368,0.937565,0.0624347
0.02,8,2.20774e-05,0.822855,0.177145,0.943977,0.0560226
0.02,8,2.23123e-05,0.831103,0.168897,0.963969,0.0360312
0.02,8,2.25471e-05,0.841618,0.158382,0.976484,0.0235159
0.02,8,2.2782e-05,0.851662,0.148338,0.984591,0.0154086
0.02,8,2.30169e-05,0.864112,0.135888,0.991735,0.00826464
0.02,8,2.32517e-05,0.85748,0.14252,0.992548,0.00745151
0.02,8,2.34866e-05,0.87575,0.12425,0.999406,0.000593849
0.02,8,2.37215e-05,0.866867,0.133133,0.997421,0.00257898
0.02,8,2.39563e-05,0.864814,0.135186,0.99793,0.00207026
0.02,8,2.41912e-05,0.864823,0.135177,0.995924,0.00407642
0.02,8,2.44261e-05,0.851815,0.148185,0.988434,0.0115664
0.02,8,2.46609e-05,0.854667,0.145333,0.987576,0.0124237
0.02,8,2.48958e-05,0.842044,0.157956,0.973491,0.0265086
0.02,8,2.51307e-05,0.833011,0.166989,0.96449,0.0355102
0.02,8,2.53655e-05,0.799065,0.200935,0.938658,0.0613425
0.02,8,2.56004e-05,0.806277,0.193723,0.949779,0.0502208
0.02,8,2.58353e-05,0.807096,0.192904,0.931102,0.0688978
0.02,8,2.60701e-05,0.780072,0.219928,0.895302,0.104698
0.02,8,2.6305e-05,0.749997,0.250003,0.874251,0.125749
0.02,8,2.65399e-05,0.747698,0.252302,0.876314,0.123686
0.02,8,2.67747e-05,0.744213,0.255787,0.853956,0.146044
0.02,8,2.70096e-05,0.72979,0.27021,0.823871,0.176129
0.02,8,2.72445e-05,0.716815,0.283185,0.801507,0.198493
0.02,8,2.74793e-05,0.716703,0.283297,0.787707,0.212293
0.02,8,2.77142e-05,0.723594,0.276406,0.769659,0.230341
0.02,8,2.7949e-05,0.693864,0.306136,0.706112,0.293888
0.02,8,2.81839e-05,0.661178,0.338822,0.676178,0.323822
0.02,8,2.84188e-05,0.637795,0.362205,0.656267,0.343733
0.02,8,2.86536e-05,0.631187,0.368813,0.64202,0.35798
0.02,8,2.88885e-05,0.619638,0.380362,0.605984,0.394016
0.02,8,2.91234e-05,0.609088,0.390912,0.578086,0.421914
0.02,8,2.93582e-05,0.590038,0.409962,0.537652,0.462348
0.02,8,2.95931e-05,0.530614,0.469386,0.467929,0.532071
0.02,8,2.9828e-05,0.501935,0.498065,0.465433,0.534567
0.02,8,3.00628e-05,0.474223,0.525777,0.435092,0.564908
0.02,8,3.02977e-05,0.433392,0.566608,0.391563,0.608437
0.02,8,3.05326e-05,0.416154,0.583846,0.386383,0.613617
0.02,8,3.07674e-05,0.400997,0.599003,0.355805,0.644195
0.02,8,3.10023e-05,0.375036,0.624964,0.316659,0.683341
0.02,8,3.12372e-05,0.380329,0.619671,0.317355,0.682645
0.02,8,3.1472e-05,0.378038,0.621962,0.281648,0.718352
0.02,8,3.17069e-05,0.345935,0.654065,0.227546,0.772454
0.02,8,3.19418e-05,0.299348,0.700652,0.186195,0.813805
0.02,8,3.21766e-05,0.290738,0.709262,0.193628,0.806372
0.02,8,3.24115e-05,0.296963,0.703037,0.182016,0.817984
0.02,8,3.26464e-05,0.273661,0.726339,0.134962,0.865038
0.02,8,3.28812e-05,0.270227,0.729773,0.127472,0.872528
0.02,8,3.31161e-05,0.24436,0.75564,0.0919235,0.908077
0.02,8,3.3351e-05,0.238937,0.761063,0.0866026,0.913397
0.02,8,3.35858e-05,0.21062,0.78938,0.0559017,0.944098
0.02,8,3.38207e-05,0.21462,0.78538,0.0577245,0.942275
0.02,8,3.40556e-05,0.204437,0.795563,0.0377098,0.96229
0.02,8,3.42904e-05,0.20796,0.79204,0.0329206,0.967079
0.02,8,3.45253e-05,0.193728,0.806272,0.0163537,0.983646
0.02,8,3.47602e-05,0.196665,0.803335,0.0132631,0.986737
0.02,8,3.4995e-05,0.187708,0.812292,0.00447349,0.995527
0.02,8,3.52299e-05,0.205264,0.794736,0.0055931,0.994407
0.02,8,3.54648e-05,0.20919,0.79081,0.00117872,0.998821
0.02,8,3.56996e-05,0.196051,0.803949,0.000782703,0.999217
0.02,8,3.59345e-05,0.195409,0.804591,0.00496073,0.995039
0.02,8,3.61694e-05,0.183414,0.816586,0.00715154,0.992848
0.02,8,3.64042e-05,0.182444,0.817556,0.01611,0.98389
0.02,8,3.66391e-05,0.197502,0.802498,0.0301635,0.969837
0.02,8,3.6874e-05,0.193061,0.806939,0.0326185,0.967381
0.02,8,3.71088e-05,0.207986,0.792014,0.0551093,0.944891
0.02,8,3.73437e-05,0.214421,0.785579,0.0647402,0.93526
0.02,8,3.75786e-05,0.211656,0.788344,0.0745697,0.92543
0.02,8,3.78134e-05,0.23441,0.76559,0.109482,0.890518
0.02,8,3.80483e-05,0.253549,0.746451,0.125412,0.874588
0.02,8,3.82832e-05,0.276135,0.723865,0.149404,0.850596
0.02,8,3.8518e-05,0.27854,0.72146,0.154988,0.845012
0.02,8,3.87529e-05,0.310653,0.689347,0.204348,0.795652
0.02,8,3.89877e-05,0.333833,0.666167,0.222662,0.777338
0.02,8,3.92226e-05,0.331205,0.668795,0.225486,0.774514
0.02,8,3.94575e-05,0.330267,0.669733,0.255454,0.744546
0.02,8,3.96923e-05,0.329463,0.670537,0.284108,0.715892
0.02,8,3.99272e-05,0.355129,0.644871,0.340143,0.659857
0.02,8,4.01621e-05,0.363149,0.636851,0.353742,0.646258
0.02,8,4.03969e-05,0.376018,0.623982,0.388351,0.611649
0.02,8,4.06318e-05,0.368192,0.631808,0.39574,0.60426
0.02,8,4.08667e-05,0.365479,0.634521,0.430623,0.569377
0.02,8,4.11015e-05,0.40112,0.59888,0.497706,0.502294
0.02,8,4.13364e-05,0.418882,0.581118,0.510946,0.489054
0.02,8,4.15713e-05,0.421069,0.578931,0.526371,0.473629
0.02,8,4.18061e-05,0.438015,0.561985,0.570715,0.429285
0.02,8,4.2041e-05,0.448924,0.551076,0.595371,0.404629
0.02,8,4.22759e-05,0.488158,0.511842,0.650721,0.349279
0.02,8,4.25107e-05,0.521898,0.478102,0.675595,0.324405
0.02,8,4.27456e-05,0.547106,0.452894,0.698112,0.301888
0.02,8,4.29805e-05,0.552709,0.447291,0.711056,0.288944
0.02,8,4.32153e-05,0.586305,0.413695,0.76339,0.23661
0.02,8,4.34502e-05,0.600174,0.399826,0.772939,0.227061
0.02,8,4.36851e-05,0.64821,0.35179,0.827156,0.172844
0.02,8,4.39199e-05,0.667713,0.332287,0.830547,0.169453
0.02,8,4.41548e-05,0.661435,0.338565,0.834641,0.165359
0.02,8,4.43897e-05,0.668425,0.331575,0.865318,0.134682
0.02,8,4.46245e-05,0.663587,0.336413,0.880925,0.119075
0.02,8,4.48594e-05,0.674743,0.325257,0.910563,0.089437
0.02,8,4.50943e-05,0.681647,0.318353,0.924352,0.0756483
0.02,8,4.53291e-05,0.697847,0.302153,0.944491,0.0555091
0.02,8,4.5564e-05,0.708755,0.291245,0.955606,0.044394
0.02,8,4.57989e-05,0.70264,0.29736,0.960229,0.0397715
0.02,8,4.60337e-05,0.681729,0.318271,0.965683,0.0343168
0.02,8,4.62686e-05,0.667528,0.332472,0.978012,0.021988
0.02,8,4.65035e-05,0.680394,0.319606,0.992686,0.00731397
0.02,8,4.67383e-05,0.6851,0.3149,0.99591,0.00408984
0.02,8,4.69732e-05,0.674721,0.325279,0.997244,0.00275576
0.02,8,4.72081e-05,0.686378,0.313622,0.999725,0.000275472
0.02,8,4.74429e-05,0.688438,0.311562,0.997741,0.00225859
0.02,8,4.76778e-05,0.684864,0.315136,0.993426,0.00657391
0.02,8,4.79127e-05,0.664196,0.335804,0.984231,0.0157694
0.02,8,4.81475e-05,0.676949,0.323051,0.986529,0.0134713
0.02,8,4.83824e-05,0.691699,0.308301,0.979081,0.0209189
0.02,8,4.86173e-05,0.672803,0.327197,0.956369,0.0436313
0.02,8,4.88521e-05,0.694307,0.305693,0.961725,0.0382749
0.02,8,4.9087e-05,0.679448,0.320552,0.931041,0.0689586
0.02,8,4.93218e-05,0.668062,0.331938,0.918111,0.0818888
0.02,8,4.95567e-05,0.675577,0.324423,0.911633,0.0883665
0.02,8,4.97916e-05,0.679278,0.320722,0.888939,0.111061
0.02,8,5.00264e-05,0.667471,0.332529,0.856959,0.143041
0.02,8,5.02613e-05,0.64293,0.35707,0.823142,0.176858
0.02,8,5.04962e-05,0.665436,0.334564,0.836804,0.163196
0.02,8,5.0731e-05,0.640782,0.359218,0.773472,0.226528
0.02,8,5.09659e-05,0.625926,0.374074,0.758073,0.241927
0.02,8,5.12008e-05,0.625555,0.374445,0.741824,0.258176
0.02,8,5.14356e-05,0.614778,0.385222,0.704942,0.295058
0.02,8,5.16705e-05,0.626322,0.373678,0.696969,0.303031
0.02,8,5.19054e-05,0.634244,0.365756,0.664915,0.335085
0.02,8,5.21402e-05,0.615858,0.384142,0.609338,0.390662
0.02,8,5.23751e-05,0.604419,0.395581,0.588977,0.411023
0.02,8,5.261e-05,0.564763,0.435237,0.530883,0.469117
0.02,8,5.28448e-05,0.564723,0.435277,0.542912,0.457088
0.02,8,5.30797e-05,0.554559,0.445441,0.497798,0.502202
0.02,8,5.33146e-05,0.545941,0.454059,0.468992,0.531008
0.02,8,5.35494e-05,0.520043,0.479957,0.417748,0.582252
0.02,8,5.37843e-05,0.526562,0.473438,0.419253,0.580747
0.02,8,5.40192e-05,0.539303,0.460697,0.39607,0.60393
0.02,8,5.4254e-05,0.52433,0.47567,0.339531,0.660469
0.02,8,5.44889e-05,0.522865,0.477135,0.321591,0.678409
0.02,8,5.47238e-05,0.49971,0.50029,0.273612,0.726388
0.02,8,5.49586e-05,0.495328,0.504672,0.261152,0.738848
0.02,8,5.51935e-05,0.500235,0.499765,0.240828,0.759172
0.02,8,5.54284e-05,0.503899,0.496101,0.212563,0.787437
0.02,8,5.56632e-05,0.528549,0.471451,0.202993,0.797007
0.02,8,5.58981e-05,0.515834,0.484166,0.153359,0.846641
0.02,8,5.6133e-05,0.510466,0.489534,0.136325,0.863675
0.02,8,5.63678e-05,0.510725,0.489275,0.119886,0.880114
0.02,8,5.66027e-05,0.512928,0.487072,0.103227,0.896773
0.02,8,5.68376e-05,0.496271,0.503729,0.0751286,0.924871
0.02,8,5.70724e-05,0.482766,0.517234,0.0622704,0.93773
0.02,8,5.73073e-05,0.482733,0.517267,0.0519528,0.948047
0.02,8,5.75422e-05,0.460489,0.539511,0.0295225,0.970477
0.02,8,5.7777e-05,0.438661,0.561339,0.019236,0.980764
0.02,8,5.80119e-05,0.440722,0.559278,0.0164098,0.98359
0.02,8,5.82468e-05,0.460177,0.539823,0.012842,0.987158
0.02,8,5.84816e-05,0.47939,0.52061,0.00664576,0.993354
0.02,8,5.87165e-05,0.485263,0.514737,0.00151551,0.998484
0.02,8,5.89514e-05,0.487433,0.512567,0.000300292,0.9997
0.02,8,5.91862e-05,0.485621,0.514379,0.00109747,0.998903
0.02,8,5.94211e-05,0.497574,0.502426,0.00628402,0.993716
0.02,8,5.9656e-05,0.488292,0.511708,0.00801616,0.991984
0.02,8,5.98908e-05,0.497832,0.502168,0.0189122,0.981088
0.02,8,6.01257e-05,0.504879,0.495121,0.0268741,0.973126
0.02,8,6.03605e-05,0.52537,0.47463,0.0430716,0.956928
0.02,8,6.05954e-05,0.495381,0.504619,0.036194,0.963806
0.02,8,6.08303e-05,0.49738,0.50262,0.0629304,0.93707
0.02,8,6.10651e-05,0.484131,0.515869,0.0704914,0.929509
0.02,8,6.13e-05,0.452377,0.547623,0.0785615,0.921438
0.02,8,6.15349e-05,0.470303,0.529697,0.128058,0.871942
0.02,8,6.17697e-05,0.482956,0.517044,0.147162,0.852838
0.02,8,6.20046e-05,0.447009,0.552991,0.135932,0.864068
0.02,8,6.22395e-05,0.425356,0.574644,0.169696,0.830304
0.02,8,6.24743e-05,0.422566,0.577434,0.210046,0.789954
0.02,8,6.27092e-05,0.421002,0.578998,0.240006,0.759994
0.02,8,6.29441e-05,0.411344,0.588656,0.259572,0.740428
0.02,8,6.31789e-05,0.404365,0.595635,0.288832,0.711168
0.02,8,6.34138e-05,0.400399,0.599601,0.319996,0.680004
0.02,8,6.36487e-05,0.386532,0.613468,0.33777,0.66223
0.02,8,6.38835e-05,0.390097,0.609903,0.385929,0.614071
0.02,8,6.41184e-05,0.385234,0.614766,0.408811,0.591189
0.02,8,6.43533e-05,0.363286,0.636714,0.419923,0.580077
0.02,8,6.45881e-05,0.373413,0.626587,0.483405,0.516595
0.02,8,6.4823e-05,0.371805,0.628195,0.498471,0.501529
0.02,8,6.50579e-05,0.348764,0.651236,0.507311,0.492689
0.02,8,6.52927e-05,0.348108,0.651892,0.55907,0.44093
0.02,8,6.55276e-05,0.34869,0.65131,0.588611,0.411389
0.02,8,6.57625e-05,0.364888,0.635112,0.635298,0.364702
0.02,8,6.59973e-05,0.366774,0.633226,0.647393,0.352607
0.02,8,6.62322e-05,0.367108,0.632892,0.674374,0.325626
0.02,8,6.64671e-05,0.361516,0.638484,0.698234,0.301766
0.02,8,6.67019e-05,0.379903,0.620097,0.7464,0.2536
0.02,8,6.69368e-05,0.37459,0.62541,0.751908,0.248092
0.02,8,6.71717e-05,0.390999,0.609001,0.796547,0.203453
0.02,8,6.74065e-05,0.385607,0.614393,0.803644,0.196356
0.02,8,6.76414e-05,0.398155,0.601845,0.840074,0.159926
0.02,8,6.78763e-05,0.43647,0.56353,0.877817,0.122183
0.02,8,6.81111e-05,0.437403,0.562597,0.873366,0.126634
0.02,8,6.8346e-05,0.45867,0.54133,0.906925,0.0930751
0.02,8,6.85809e-05,0.449166,0.550834,0.90824,0.09176
0.02,8,6.88157e-05,0.450642,0.549358,0.931624,0.0683759
0.02,8,6.90506e-05,0.471044,0.528956,0.954832,0.0451681
0.02,8,6.92855e-05,0.485419,0.514581,0.965522,0.0344782
0.02,8,6.95203e-05,0.503097,0.496903,0.975515,0.0244852
0.02,8,6.97552e-05,0.518602,0.481398,0.983698,0.016302
0.02,8,6.99901e-05,0.522274,0.477726,0.988478,0.0115223
0.02,8,7.02249e-05,0.562983,0.437017,0.998323,0.00167748
0.02,8,7.04598e-05,0.587755,0.412245,0.998696,0.00130397
0.02,8,7.06947e-05,0.60911,0.39089,0.998934,0.00106594
0.02,8,7.09295e-05,0.614878,0.385122,0.99593,0.00407046
0.02,8,7.11644e-05,0.669504,0.330496,0.998184,0.0018161
0.02,8,7.13992e-05,0.691493,0.308507,0.988398,0.0116022
0.02,8,7.16341e-05,0.698795,0.301205,0.976357,0.0236432
0.02,8,7.1869e-05,0.696079,0.303921,0.962119,0.0378811
0.02,8,7.21038e-05,0.707929,0.292071,0.956709,0.0432911
0.02,8,7.23387e-05,0.724074,0.275926,0.94587,0.0541304
0.02,8,7.25736e-05,0.727161,0.272839,0.923936,0.0760644
0.02,8,7.28084e-05,0.723768,0.276232,0.902875,0.0971246
0.02,8,7.30433e-05,0.721583,0.278417,0.883736,0.116264
0.02,8,7.32782e-05,0.730729,0.269271,0.871668,0.128332
0.02,8,7.3513e-05,0.713596,0.286404,0.829239,0.170761
0.02,8,7.37479e-05,0.746645,0.253355,0.846758,0.153242
0.02,8,7.39828e-05,0.768179,0.231821,0.813952,0.186048
0.02,8,7.42176e-05,0.801843,0.198157,0.80153,0.19847
0.02,8,7.44525e-05,0.818596,0.181404,0.761237,0.238763
0.02,8,7.46874e-05,0.814437,0.185563,0.713011,0.286989
0.02,8,7.49222e-05,0.819247,0.180753,0.69562,0.30438
0.02,8,7.51571e-05,0.828382,0.171618,0.67135,0.32865
0.02,8,7.5392e-05,0.821957,0.178043,0.621163,0.378837
0.02,8,7.56268e-05,0.81616,0.18384,0.591843,0.408157
0.02,8,7.58617e-05,0.808424,0.191576,0.565011,0.434989
0.02,8,7.60966e-05,0.813635,0.186365,0.552899,0.447101
0.02,8,7.63314e-05,0.793526,0.206474,0.493225,0.506775
0.02,8,7.65663e-05,0.8033,0.1967,0.497025,0.502975
0.02,8,7.68012e-05,0.787495,0.212505,0.437492,0.562508
0.02,8,7.7036e-05,0.774343,0.225657,0.411717,0.588283
0.02,8,7.72709e-05,0.780737,0.219263,0.405565,0.594435
0.02,8,7.75058e-05,0.782901,0.217099,0.371466,0.628534
0.02,8,7.77406e-05,0.73797,0.26203,0.294132,0.705868
0.02,8,7.79755e-05,0.736375,0.263625,0.315692,0.684308
0.02,8,7.82104e-05,0.734428,0.265572,0.288838,0.711162
0.02,8,7.84452e-05,0.721712,0.278288,0.251889,0.748111
0.02,8,7.86801e-05,0.725316,0.274684,0.24146,0.75854
0.02,8,7.8915e-05,0.7012,0.2988,0.190746,0.809254
0.02,8,7.91498e-05,0.675027,0.324973,0.165358,0.834642
0.02,8,7.93847e-05,0.645518,0.354482,0.141319,0.858681
0.02,8,7.96196e-05,0.609009,0.390991,0.115419,0.884581
0.02,8,7.98544e-05,0.580662,0.419338,0.101206,0.898794
0.02,8,8.00893e-05,0.548829,0.451171,0.0815366,0.918463
0.02,8,8.03242e-05,0.543509,0.456491,0.0787422,0.921258
0.02,8,8.0559e-05,0.513522,0.486478,0.0518657,0.948134
0.02,8,8.07939e-05,0.505485,0.494515,0.0478058,0.952194
0.02,8,8.10288e-05,0.489556,0.510444,0.0322297,0.96777
0.02,8,8.12636e-05,0.452695,0.547305,0.0158444,0.984156
0.02,8,8.14985e-05,0.400177,0.599823,0.00670262,0.993297
0.02,8,8.17334e-05,0.37879,0.62121,0.00759354,0.992406
0.02,8,8.19682e-05,0.349902,0.650098,0.002688,0.997312
0.02,8,8.22031e-05,0.311961,0.688039,0.000632134,0.999368
0.02,8,8.24379e-05,0.290218,0.709782,0.00276285,0.997237
0.02,8,8.26728e-05,0.261732,0.738268,0.00464253,0.995357
0.02,8,8.29077e-05,0.241499,0.758501,0.0106466,0.989353
0.02,8,8.31425e-05,0.221092,0.778908,0.0169163,0.983084
0.02,8,8.33774e-05,0.188049,0.811951,0.0204231,0.979577
0.02,8,8.36123e-05,0.172207,0.827793,0.0372164,0.962784
0.02,8,8.38471e-05,0.152429,0.847571,0.0477023,0.952298
0.02,8,8.4082e-05,0.1536,0.8464,0.07518,0.92482
0.02,8,8.43169e-05,0.119232,0.880768,0.063304,0.936696
0.02,8,8.45517e-05,0.102952,0.897048,0.0904388,0.909561
0.02,8,8.47866e-05,0.105046,0.894954,0.12719,0.87281
0.02,8,8.50215e-05,0.0992197,0.90078,0.140189,0.859811
0.02,8,8.52563e-05,0.0877966,0.912203,0.153621,0.846379
0.02,8,8.54912e-05,0.0796463,0.920354,0.179726,0.820274
0.02,8,8.57261e-05,0.0678755,0.932125,0.193112,0.806888
0.02,8,8.59609e-05,0.0715847,0.928415,0.237864,0.762136
0.02,8,8.61958e-05,0.0726332,0.927367,0.257464,0.742536
0.02,8,8.64307e-05,0.0794594,0.920541,0.294861,0.705139
