Noise Level,Repetition,Time,abs_alpha_bruit,abs_beta_bruit,abs_alpha_corrige,abs_beta_corrige
0.02,1,0.000162292,0.362199,0.637801,0.983181,0.0168194
0.02,1,0.000162527,0.381385,0.618615,0.991709,0.00829112
0.02,1,0.000162762,0.395724,0.604276,0.995664,0.00433593
0.02,1,0.000162997,0.415482,0.584518,0.999067,0.000932628
0.02,1,0.000163232,0.444019,0.555981,0.999887,0.000112891
0.02,1,0.000163467,0.44721,0.55279,0.995466,0.00453396
0.02,1,0.000163702,0.486549,0.513451,0.996099,0.00390097
0.02,1,0.000163936,0.509563,0.490437,0.987985,0.0120153
0.02,1,0.000164171,0.553194,0.446806,0.985484,0.0145156
0.02,1,0.000164406,0.577081,0.422919,0.970766,0.0292336
0.02,1,0.000164641,0.606813,0.393187,0.961737,0.0382633
0.02,1,0.000164876,0.630323,0.369677,0.946791,0.0532091
0.02,1,0.000165111,0.641238,0.358762,0.925411,0.0745886
0.02,1,0.000165346,0.636542,0.363458,0.89944,0.10056
0.02,1,0.00016558,0.64897,0.35103,0.890647,0.109353
0.02,1,0.000165815,0.671665,0.328335,0.877632,0.122368
0.02,1,0.00016605,0.668608,0.331392,0.836292,0.163708
0.02,1,0.000166285,0.666779,0.333221,0.813691,0.186309
0.02,1,0.00016652,0.680533,0.319467,0.801981,0.198019
0.02,1,0.000166755,0.695017,0.304983,0.778242,0.221758
0.02,1,0.00016699,0.691752,0.308248,0.734282,0.265718
0.02,1,0.000167225,0.694305,0.305695,0.713883,0.286117
0.02,1,0.000167459,0.692743,0.307257,0.679636,0.320364
0.02,1,0.000167694,0.711009,0.288991,0.671143,0.328857
0.02,1,0.000167929,0.695012,0.304988,0.60629,0.39371
0.02,1,0.000168164,0.722337,0.277663,0.620847,0.379153
0.02,1,0.000168399,0.741297,0.258703,0.582682,0.417318
0.02,1,0.000168634,0.735654,0.264346,0.522957,0.477043
0.02,1,0.000168869,0.752712,0.247288,0.519719,0.480281
0.02,1,0.000169103,0.756246,0.243754,0.474879,0.525121
0.02,1,0.000169338,0.773735,0.226265,0.459194,0.540806
0.02,1,0.000169573,0.791543,0.208457,0.431128,0.568872
0.02,1,0.000169808,0.779941,0.220059,0.365294,0.634706
0.02,1,0.000170043,0.767518,0.232482,0.334578,0.665422
0.02,1,0.000170278,0.788221,0.211779,0.344069,0.655931
0.02,1,0.000170513,0.813707,0.186293,0.321569,0.678431
0.02,1,0.000170748,0.815113,0.184887,0.266303,0.733697
0.02,1,0.000170982,0.816665,0.183335,0.240914,0.759086
0.02,1,0.000171217,0.812953,0.187047,0.211189,0.788811
0.02,1,0.000171452,0.795867,0.204133,0.174937,0.825063
0.02,1,0.000171687,0.810669,0.189331,0.183497,0.816503
0.02,1,0.000171922,0.813599,0.186401,0.148716,0.851284
0.02,1,0.000172157,0.814268,0.185732,0.127712,0.872288
0.02,1,0.000172392,0.812156,0.187844,0.102143,0.897857
0.02,1,0.000172626,0.793017,0.206983,0.0725617,0.927438
0.02,1,0.000172861,0.793837,0.206163,0.0707072,0.929293
0.02,1,0.000173096,0.798269,0.201731,0.0574362,0.942564
0.02,1,0.000173331,0.801956,0.198044,0.0439926,0.956007
0.02,1,0.000173566,0.789662,0.210338,0.0268458,0.973154
0.02,1,0.000173801,0.77168,0.22832,0.0175338,0.982466
0.02,1,0.000174036,0.743414,0.256586,0.00891295,0.991087
0.02,1,0.000174271,0.712363,0.287637,0.00389696,0.996103
0.02,1,0.000174505,0.702555,0.297445,0.00333606,0.996664
0.02,1,0.00017474,0.687586,0.312414,0.000606069,0.999394
0.02,1,0.000174975,0.668664,0.331336,0.000221792,0.999778
0.02,1,0.00017521,0.606261,0.393739,0.000205125,0.999795
0.02,1,0.000175445,0.601932,0.398068,0.00682613,0.993174
0.02,1,0.00017568,0.565194,0.434806,0.00528581,0.994714
0.02,1,0.000175915,0.540835,0.459165,0.0135957,0.986404
0.02,1,0.000176149,0.52527,0.47473,0.0227821,0.977218
0.02,1,0.000176384,0.534221,0.465779,0.0421495,0.957851
0.02,1,0.000176619,0.530579,0.469421,0.0501496,0.94985
0.02,1,0.000176854,0.51113,0.48887,0.0571867,0.942813
0.02,1,0.000177089,0.493131,0.506869,0.07313,0.92687
0.02,1,0.000177324,0.468391,0.531609,0.0865998,0.9134
0.02,1,0.000177559,0.443952,0.556048,0.105279,0.894721
0.02,1,0.000177794,0.425156,0.574844,0.128889,0.871111
0.02,1,0.000178028,0.370184,0.629816,0.123951,0.876049
0.02,1,0.000178263,0.353674,0.646326,0.17446,0.82554
0.02,1,0.000178498,0.323772,0.676228,0.187937,0.812063
0.02,1,0.000178733,0.297578,0.702422,0.215106,0.784894
0.02,1,0.000178968,0.279965,0.720035,0.248658,0.751342
0.02,1,0.000179203,0.25457,0.74543,0.268618,0.731382
0.02,1,0.000179438,0.238354,0.761646,0.30393,0.69607
0.02,1,0.000179672,0.2147,0.7853,0.3246,0.6754
0.02,1,0.000179907,0.19015,0.80985,0.350713,0.649287
0.02,1,0.000180142,0.178595,0.821405,0.396107,0.603893
0.02,1,0.000180377,0.141301,0.858699,0.390695,0.609305
0.02,1,0.000180612,0.12999,0.87001,0.457072,0.542928
0.02,1,0.000180847,0.105591,0.894409,0.466887,0.533113
0.02,1,0.000181082,0.0991692,0.900831,0.52529,0.47471
0.02,1,0.000181317,0.0863648,0.913635,0.544251,0.455749
0.02,1,0.000181551,0.0846402,0.91536,0.592266,0.407734
0.02,1,0.000181786,0.0624484,0.937552,0.5827,0.4173
0.02,1,0.000182021,0.0572103,0.94279,0.641834,0.358166
0.02,1,0.000182256,0.0404822,0.959518,0.645269,0.354731
0.02,1,0.000182491,0.0316638,0.968336,0.685831,0.314169
0.02,1,0.000182726,0.0328669,0.967133,0.736153,0.263847
0.02,1,0.000182961,0.0285976,0.971402,0.748128,0.251872
0.02,1,0.000183195,0.0182742,0.981726,0.754298,0.245702
0.02,1,0.00018343,0.020603,0.979397,0.810198,0.189802
0.02,1,0.000183665,0.0187055,0.981294,0.817613,0.182387
0.02,1,0.0001839,0.0143965,0.985603,0.827068,0.172932
0.02,1,0.000184135,0.0316948,0.968305,0.895926,0.104074
0.02,1,0.00018437,0.0288826,0.971117,0.870146,0.129854
0.02,1,0.000184605,0.0406216,0.959378,0.911537,0.0884626
0.02,1,0.00018484,0.0535639,0.946436,0.926208,0.0737921
0.02,1,0.000185074,0.0693692,0.930631,0.942221,0.0577792
0.02,1,0.000185309,0.0869255,0.913075,0.955496,0.0445044
0.02,1,0.000185544,0.0995382,0.900462,0.962812,0.0371878
0.02,1,0.000185779,0.111539,0.888461,0.972674,0.0273259
0.02,1,0.000186014,0.13914,0.86086,0.987075,0.0129253
0.02,1,0.000186249,0.154048,0.845952,0.989148,0.0108521
0.02,1,0.000186484,0.177929,0.822071,0.995374,0.0046262
0.02,1,0.000186718,0.192278,0.807722,0.996625,0.00337549
0.02,1,0.000186953,0.23135,0.76865,0.999245,0.000755073
0.02,1,0.000187188,0.261763,0.738237,0.996122,0.00387804
0.02,1,0.000187423,0.307659,0.692341,0.994437,0.00556251
0.02,1,0.000187658,0.340174,0.659826,0.985338,0.0146621
0.02,1,0.000187893,0.357291,0.642709,0.971842,0.0281579
0.02,1,0.000188128,0.386711,0.613289,0.965288,0.0347119
0.02,1,0.000188362,0.393402,0.606598,0.942749,0.0572514
0.02,1,0.000188597,0.439811,0.560189,0.947036,0.0529636
0.02,1,0.000188832,0.463138,0.536862,0.919588,0.0804121
0.02,1,0.000189067,0.504258,0.495742,0.912096,0.0879044
0.02,1,0.000189302,0.502445,0.497555,0.86576,0.13424
0.02,1,0.000189537,0.526016,0.473984,0.861823,0.138177
0.02,1,0.000189772,0.544341,0.455659,0.835879,0.164121
0.02,1,0.000190007,0.586616,0.413384,0.830602,0.169398
0.02,1,0.000190241,0.620135,0.379865,0.799563,0.200437
0.02,1,0.000190476,0.648909,0.351091,0.770661,0.229339
0.02,1,0.000190711,0.682267,0.317733,0.748543,0.251457
0.02,1,0.000190946,0.710996,0.289004,0.716937,0.283063
0.02,1,0.000191181,0.753115,0.246885,0.703309,0.296691
0.02,1,0.000191416,0.759585,0.240415,0.636504,0.363496
0.02,1,0.000191651,0.782535,0.217465,0.625435,0.374565
0.02,1,0.000191885,0.824739,0.175261,0.620617,0.379383
0.02,1,0.00019212,0.848967,0.151033,0.569425,0.430575
0.02,1,0.000192355,0.869523,0.130477,0.535495,0.464505
0.02,1,0.00019259,0.891957,0.108043,0.509318,0.490682
0.02,1,0.000192825,0.904667,0.0953327,0.464443,0.535557
0.02,1,0.00019306,0.920046,0.0799543,0.439714,0.560286
0.02,1,0.000193295,0.939443,0.0605569,0.419953,0.580047
0.02,1,0.00019353,0.949187,0.0508131,0.37335,0.62665
0.02,1,0.000193764,0.9611,0.0388999,0.351047,0.648953
0.02,1,0.000193999,0.973318,0.0266816,0.32752,0.67248
0.02,1,0.000194234,0.978427,0.0215725,0.284246,0.715754
0.02,1,0.000194469,0.986504,0.0134961,0.271327,0.728673
0.02,1,0.000194704,0.99313,0.00687,0.250184,0.749816
0.02,1,0.000194939,0.993852,0.00614792,0.206679,0.793321
0.02,1,0.000195174,0.991857,0.00814328,0.180144,0.819856
0.02,1,0.000195408,0.986631,0.0133685,0.155397,0.844603
0.02,1,0.000195643,0.983221,0.0167794,0.144295,0.855705
0.02,1,0.000195878,0.95898,0.0410197,0.0886696,0.91133
0.02,1,0.000196113,0.942496,0.0575043,0.0928989,0.907101
0.02,1,0.000196348,0.938589,0.0614111,0.0938503,0.90615
0.02,1,0.000196583,0.920883,0.0791171,0.0640768,0.935923
0.02,1,0.000196818,0.914163,0.0858368,0.0607237,0.939276
0.02,1,0.000197053,0.888182,0.111818,0.0347748,0.965225
0.02,1,0.000197287,0.863937,0.136063,0.0266184,0.973382
0.02,1,0.000197522,0.835809,0.164191,0.0171794,0.982821
0.02,1,0.000197757,0.82605,0.17395,0.0163528,0.983647
0.02,1,0.000197992,0.784021,0.215979,0.00359892,0.996401
0.02,1,0.000198227,0.770076,0.229924,0.00523904,0.994761
0.02,1,0.000198462,0.735513,0.264487,0.00124816,0.998752
0.02,1,0.000198697,0.690599,0.309401,0.00164672,0.998353
0.02,1,0.000198931,0.689641,0.310359,0.0131448,0.986855
0.02,1,0.000199166,0.662123,0.337877,0.0124758,0.987524
0.02,1,0.000199401,0.618662,0.381338,0.0157136,0.984286
0.02,1,0.000199636,0.614385,0.385615,0.0380073,0.961993
0.02,1,0.000199871,0.565687,0.434313,0.0326104,0.96739
0.02,1,0.000200106,0.557165,0.442835,0.0626691,0.937331
0.02,1,0.000200341,0.545651,0.454349,0.0762466,0.923753
0.02,1,0.000200576,0.51622,0.48378,0.0828781,0.917122
0.02,1,0.00020081,0.450167,0.549833,0.0799096,0.92009
0.02,1,0.000201045,0.424621,0.575379,0.122948,0.877052
0.02,1,0.00020128,0.401441,0.598559,0.14618,0.85382
0.02,1,0.000201515,0.381032,0.618968,0.170812,0.829188
0.02,1,0.00020175,0.352636,0.647364,0.188578,0.811422
0.02,1,0.000201985,0.314144,0.685856,0.204209,0.795791
0.02,1,0.00020222,0.264404,0.735596,0.21843,0.78157
0.02,1,0.000202454,0.237724,0.762276,0.265848,0.734152
0.02,1,0.000202689,0.235083,0.764917,0.319218,0.680782
0.02,1,0.000202924,0.204213,0.795787,0.316115,0.683885
0.02,1,0.000203159,0.180241,0.819759,0.351389,0.648611
0.02,1,0.000203394,0.146918,0.853082,0.367758,0.632242
0.02,1,0.000203629,0.127755,0.872245,0.414567,0.585433
0.02,1,0.000203864,0.104322,0.895678,0.436459,0.563541
0.02,1,0.000204099,0.105792,0.894208,0.506049,0.493951
0.02,1,0.000204333,0.0941499,0.90585,0.515513,0.484487
0.02,1,0.000204568,0.0723033,0.927697,0.525444,0.474556
0.02,1,0.000204803,0.0616121,0.938388,0.573671,0.426329
0.02,1,0.000205038,0.0586224,0.941378,0.618595,0.381405
0.02,1,0.000205273,0.0497321,0.950268,0.633574,0.366426
0.02,1,0.000205508,0.0422637,0.957736,0.66492,0.33508
0.02,1,0.000205743,0.0367282,0.963272,0.696484,0.303516
0.02,1,0.000205977,0.0316667,0.968333,0.722208,0.277792
0.02,1,0.000206212,0.0246895,0.975311,0.740422,0.259578
0.02,1,0.000206447,0.0215888,0.978411,0.77018,0.22982
0.02,1,0.000206682,0.0239318,0.976068,0.804986,0.195014
0.02,1,0.000206917,0.0262741,0.973726,0.825816,0.174184
0.02,1,0.000207152,0.035209,0.964791,0.857163,0.142837
0.02,1,0.000207387,0.0512879,0.948712,0.882497,0.117503
0.02,1,0.000207622,0.0638901,0.93611,0.891748,0.108252
0.02,1,0.000207856,0.0680526,0.931947,0.897478,0.102522
0.02,1,0.000208091,0.0788796,0.92112,0.92151,0.0784902
0.02,1,0.000208326,0.0888194,0.911181,0.935588,0.0644121
0.02,1,0.000208561,0.100981,0.899019,0.951267,0.0487332
0.02,1,0.000208796,0.11674,0.88326,0.965481,0.0345188
0.02,1,0.000209031,0.127596,0.872404,0.97326,0.0267395
0.02,1,0.000209266,0.131473,0.868527,0.97843,0.0215701
0.02,1,0.0002095,0.158609,0.841391,0.992328,0.00767156
0.02,1,0.000209735,0.168488,0.831512,0.992584,0.00741572
0.02,1,0.00020997,0.189883,0.810117,0.997681,0.00231928
0.02,1,0.000210205,0.219176,0.780824,0.998472,0.00152804
0.02,1,0.00021044,0.248087,0.751913,0.996579,0.00342127
0.02,1,0.000210675,0.260381,0.739619,0.989333,0.0106665
0.02,1,0.00021091,0.261501,0.738499,0.979525,0.0204745
0.02,1,0.000211144,0.307852,0.692148,0.984927,0.0150729
0.02,1,0.000211379,0.353248,0.646752,0.975624,0.0243756
0.02,1,0.000211614,0.370742,0.629258,0.953845,0.0461547
0.02,1,0.000211849,0.396583,0.603417,0.943922,0.0560779
0.02,1,0.000212084,0.431017,0.568983,0.933496,0.0665038
0.02,1,0.000212319,0.472233,0.527767,0.920869,0.0791312
0.02,1,0.000212554,0.494574,0.505426,0.8917,0.1083
0.02,1,0.000212789,0.525255,0.474745,0.877311,0.122689
0.02,1,0.000213023,0.55968,0.44032,0.859308,0.140692
0.02,1,0.000213258,0.597252,0.402748,0.840139,0.159861
0.02,1,0.000213493,0.644989,0.355011,0.825194,0.174806
0.02,1,0.000213728,0.653505,0.346495,0.767995,0.232005
0.02,1,0.000213963,0.671132,0.328868,0.749719,0.250281
0.02,1,0.000214198,0.681446,0.318554,0.715709,0.284291
0.02,1,0.000214433,0.675199,0.324801,0.671123,0.328877
0.02,1,0.000214667,0.706689,0.293311,0.680312,0.319688
0.02,1,0.000214902,0.734436,0.265564,0.647557,0.352443
0.02,1,0.000215137,0.76398,0.23602,0.620544,0.379456
0.02,1,0.000215372,0.780715,0.219285,0.576232,0.423768
0.02,1,0.000215607,0.835094,0.164906,0.59404,0.40596
0.02,1,0.000215842,0.869815,0.130185,0.543163,0.456837
0.02,1,0.000216077,0.890993,0.109007,0.495545,0.504455
0.02,1,0.000216312,0.910754,0.089246,0.46464,0.53536
0.02,1,0.000216546,0.932827,0.0671734,0.441464,0.558536
0.02,1,0.000216781,0.947385,0.052615,0.400144,0.599856
0.02,1,0.000217016,0.96684,0.0331597,0.386843,0.613157
0.02,1,0.000217251,0.981462,0.0185375,0.355084,0.644916
0.02,1,0.000217486,0.98943,0.0105705,0.313659,0.686341
0.02,1,0.000217721,0.992809,0.00719144,0.271631,0.728369
0.02,1,0.000217956,0.997987,0.00201341,0.263465,0.736535
0.02,1,0.00021819,1,3.46263e-08,0.240333,0.759667
0.02,1,0.000218425,0.999936,6.36218e-05,0.222402,0.777598
0.02,1,0.00021866,0.997831,0.00216922,0.173205,0.826795
0.02,1,0.000218895,0.98973,0.0102698,0.138856,0.861144
0.02,1,0.00021913,0.986465,0.0135351,0.145197,0.854803
0.02,1,0.000219365,0.979755,0.0202446,0.116872,0.883128
0.02,1,0.0002196,0.977615,0.0223849,0.109156,0.890844
0.02,1,0.000219835,0.970857,0.0291435,0.0832959,0.916704
0.02,1,0.000220069,0.957761,0.0422385,0.0602263,0.939774
0.02,1,0.000220304,0.947431,0.0525693,0.0513089,0.948691
0.02,1,0.000220539,0.943454,0.0565456,0.0449344,0.955066
0.02,1,0.000220774,0.934514,0.0654861,0.0295803,0.97042
0.02,1,0.000221009,0.914853,0.0851472,0.0156008,0.984399
0.02,1,0.000221244,0.906274,0.0937256,0.0139078,0.986092
0.02,1,0.000221479,0.865457,0.134543,0.00192285,0.998077
0.02,1,0.000221713,0.853336,0.146664,0.00541324,0.994587
0.02,1,0.000221948,0.827518,0.172482,0.0029389,0.997061
0.02,1,0.000222183,0.796639,0.203361,0.00402494,0.995975
0.02,1,0.000222418,0.757959,0.242041,0.00659786,0.993402
0.02,1,0.000222653,0.716433,0.283567,0.0116367,0.988363
0.02,1,0.000222888,0.667325,0.332675,0.0173048,0.982695
0.02,1,0.000223123,0.616592,0.383408,0.0260235,0.973977
0.02,1,0.000223358,0.570754,0.429246,0.0386142,0.961386
0.02,1,0.000223592,0.550857,0.449143,0.0635551,0.936445
0.02,1,0.000223827,0.523548,0.476452,0.0754414,0.924559
0.02,1,0.000224062,0.468403,0.531597,0.077261,0.922739
0.02,1,0.000224297,0.444534,0.555466,0.113338,0.886662
0.02,1,0.000224532,0.399803,0.600197,0.119297,0.880703
0.02,1,0.000224767,0.37353,0.62647,0.15342,0.84658
0.02,1,0.000225002,0.347733,0.652267,0.17641,0.82359
0.02,1,0.000225236,0.308908,0.691092,0.189217,0.810783
0.02,1,0.000225471,0.259778,0.740222,0.203603,0.796397
0.02,1,0.000225706,0.244477,0.755523,0.260379,0.739621
0.02,1,0.000225941,0.235886,0.764114,0.295227,0.704773
0.02,1,0.000226176,0.212103,0.787897,0.307044,0.692956
0.02,1,0.000226411,0.190733,0.809267,0.337965,0.662035
0.02,1,0.000226646,0.16983,0.83017,0.367324,0.632676
0.02,1,0.000226881,0.127858,0.872142,0.366164,0.633836
0.02,1,0.000227115,0.116574,0.883426,0.437375,0.562625
0.02,1,0.00022735,0.109679,0.890321,0.47449,0.52551
0.02,1,0.000227585,0.100609,0.899391,0.501723,0.498277
0.02,1,0.00022782,0.0756614,0.924339,0.503574,0.496426
0.02,1,0.000228055,0.0570941,0.942906,0.541806,0.458194
0.02,1,0.00022829,0.0532849,0.946715,0.601406,0.398594
0.02,1,0.000228525,0.0285257,0.971474,0.577891,0.422109
0.02,1,0.000228759,0.0146524,0.985348,0.623393,0.376607
0.02,1,0.000228994,0.00668146,0.993319,0.662036,0.337964
0.02,1,0.000229229,0.00265531,0.997345,0.699968,0.300032
0.02,1,0.000229464,0.000915131,0.999085,0.736082,0.263918
0.02,1,0.000229699,0.00024297,0.999757,0.761263,0.238737
0.02,1,0.000229934,0.00206558,0.997934,0.785838,0.214162
0.02,1,0.000230169,0.00672962,0.99327,0.811032,0.188968
0.02,1,0.000230403,0.0122146,0.987785,0.828662,0.171338
0.02,1,0.000230638,0.0111126,0.988887,0.826587,0.173413
0.02,1,0.000230873,0.0212441,0.978756,0.880705,0.119295
0.02,1,0.000231108,0.0254364,0.974564,0.883237,0.116763
0.02,1,0.000231343,0.0392772,0.960723,0.916868,0.0831323
0.02,1,0.000231578,0.0532692,0.946731,0.930208,0.0697924
0.02,1,0.000231813,0.0628732,0.937127,0.93886,0.0611397
0.02,1,0.000232048,0.0855457,0.914454,0.961947,0.0380527
0.02,1,0.000232282,0.106293,0.893707,0.969966,0.0300344
0.02,1,0.000232517,0.144021,0.855979,0.985214,0.014786
0.02,1,0.000232752,0.17851,0.82149,0.989308,0.0106919
0.02,1,0.000232987,0.192984,0.807016,0.989161,0.0108395
0.02,1,0.000233222,0.196517,0.803483,0.99145,0.00854982
0.02,1,0.000233457,0.194703,0.805297,0.993449,0.00655073
0.02,1,0.000233692,0.220322,0.779678,0.998376,0.00162372
0.02,1,0.000233926,0.229959,0.770041,0.994742,0.00525751
0.02,1,0.000234161,0.262101,0.737899,0.995033,0.00496687
0.02,1,0.000234396,0.305644,0.694356,0.992474,0.00752588
0.02,2,0,1,0,1,0
0.02,2,2.34866e-07,0.999469,0.000531231,0.998953,0.00104706
0.02,2,4.69732e-07,0.995575,0.0044254,0.993091,0.00690893
0.02,2,7.04598e-07,0.98867,0.0113298,0.987663,0.0123368
0.02,2,9.39464e-07,0.983744,0.0162565,0.984747,0.0152534
0.02,2,1.17433e-06,0.966946,0.0330541,0.964741,0.0352586
0.02,2,1.4092e-06,0.948004,0.051996,0.955505,0.0444947
0.02,2,1.64406e-06,0.942109,0.0578905,0.956723,0.0432774
0.02,2,1.87893e-06,0.918061,0.0819392,0.926369,0.0736306
0.02,2,2.11379e-06,0.897617,0.102383,0.915634,0.0843656
0.02,2,2.34866e-06,0.877838,0.122162,0.899979,0.100021
0.02,2,2.58353e-06,0.849601,0.150399,0.873919,0.126081
0.02,2,2.81839e-06,0.829806,0.170194,0.862292,0.137708
0.02,2,3.05326e-06,0.810282,0.189718,0.841265,0.158735
0.02,2,3.28812e-06,0.786942,0.213058,0.814725,0.185275
0.02,2,3.52299e-06,0.747003,0.252997,0.774757,0.225243
0.02,2,3.75786e-06,0.696508,0.303492,0.740076,0.259924
0.02,2,3.99272e-06,0.677323,0.322677,0.743809,0.256191
0.02,2,4.22759e-06,0.647374,0.352626,0.705927,0.294073
0.02,2,4.46245e-06,0.616404,0.383596,0.676674,0.323326
0.02,2,4.69732e-06,0.577957,0.422043,0.640253,0.359747
0.02,2,4.93218e-06,0.527928,0.472072,0.598951,0.401049
0.02,2,5.16705e-06,0.493344,0.506656,0.583425,0.416575
0.02,2,5.40192e-06,0.469081,0.530919,0.562601,0.437399
0.02,2,5.63678e-06,0.421467,0.578533,0.507431,0.492569
0.02,2,5.87165e-06,0.388853,0.611147,0.490784,0.509216
0.02,2,6.10651e-06,0.330871,0.669129,0.432427,0.567573
0.02,2,6.34138e-06,0.328921,0.671079,0.459571,0.540429
0.02,2,6.57625e-06,0.290266,0.709734,0.389838,0.610162
0.02,2,6.81111e-06,0.295989,0.704011,0.40624,0.59376
0.02,2,7.04598e-06,0.267637,0.732363,0.338721,0.661279
0.02,2,7.28084e-06,0.261828,0.738172,0.3326,0.6674
0.02,2,7.51571e-06,0.224085,0.775915,0.269072,0.730928
0.02,2,7.75058e-06,0.20673,0.79327,0.261224,0.738776
0.02,2,7.98544e-06,0.194837,0.805163,0.239418,0.760582
0.02,2,8.22031e-06,0.159996,0.840004,0.188832,0.811168
0.02,2,8.45517e-06,0.129063,0.870937,0.165353,0.834647
0.02,2,8.69004e-06,0.10601,0.89399,0.148633,0.851367
0.02,2,8.92491e-06,0.0841986,0.915801,0.1265,0.8735
0.02,2,9.15977e-06,0.0590289,0.940971,0.0998828,0.900117
0.02,2,9.39464e-06,0.0532476,0.946752,0.101974,0.898026
0.02,2,9.6295e-06,0.0304074,0.969593,0.0608749,0.939125
0.02,2,9.86437e-06,0.0247775,0.975222,0.0647601,0.93524
0.02,2,1.00992e-05,0.0235489,0.976451,0.0550698,0.94493
0.02,2,1.03341e-05,0.00987956,0.99012,0.0230674,0.976933
0.02,2,1.0569e-05,0.00466089,0.995339,0.0196263,0.980374
0.02,2,1.08038e-05,0.00397311,0.996027,0.015265,0.984735
0.02,2,1.10387e-05,0.00443177,0.995568,0.00762706,0.992373
0.02,2,1.12736e-05,0.0126403,0.98736,0.00710255,0.992897
0.02,2,1.15084e-05,0.0195081,0.980492,0.00100236,0.998998
0.02,2,1.17433e-05,0.0228912,0.977109,0.00031224,0.999688
0.02,2,1.19782e-05,0.0346997,0.9653,0.00496136,0.995039
0.02,2,1.2213e-05,0.051252,0.948748,0.0109789,0.989021
0.02,2,1.24479e-05,0.067464,0.932536,0.0162911,0.983709
0.02,2,1.26828e-05,0.0964031,0.903597,0.0308532,0.969147
0.02,2,1.29176e-05,0.113836,0.886164,0.0331815,0.966818
0.02,2,1.31525e-05,0.128423,0.871577,0.0424822,0.957518
0.02,2,1.33874e-05,0.170531,0.829469,0.0737953,0.926205
0.02,2,1.36222e-05,0.173642,0.826358,0.0620005,0.937999
0.02,2,1.38571e-05,0.193138,0.806862,0.0893291,0.910671
0.02,2,1.4092e-05,0.21814,0.78186,0.111396,0.888604
0.02,2,1.43268e-05,0.250066,0.749934,0.136456,0.863544
0.02,2,1.45617e-05,0.25952,0.74048,0.139589,0.860411
0.02,2,1.47966e-05,0.303602,0.696398,0.191134,0.808866
0.02,2,1.50314e-05,0.337436,0.662564,0.205854,0.794146
0.02,2,1.52663e-05,0.33962,0.66038,0.203864,0.796136
0.02,2,1.55012e-05,0.354435,0.645565,0.241269,0.758731
0.02,2,1.5736e-05,0.397837,0.602163,0.29456,0.70544
0.02,2,1.59709e-05,0.448158,0.551842,0.329104,0.670896
0.02,2,1.62058e-05,0.477565,0.522435,0.338429,0.661571
0.02,2,1.64406e-05,0.512496,0.487504,0.373743,0.626257
0.02,2,1.66755e-05,0.50658,0.49342,0.364565,0.635435
0.02,2,1.69103e-05,0.557133,0.442867,0.450861,0.549139
0.02,2,1.71452e-05,0.592933,0.407067,0.467729,0.532271
0.02,2,1.73801e-05,0.621188,0.378812,0.491796,0.508204
0.02,2,1.76149e-05,0.625799,0.374201,0.499069,0.500931
0.02,2,1.78498e-05,0.64405,0.35595,0.544629,0.455371
0.02,2,1.80847e-05,0.688297,0.311703,0.603044,0.396956
0.02,2,1.83195e-05,0.731734,0.268266,0.634349,0.365651
0.02,2,1.85544e-05,0.767961,0.232039,0.658515,0.341485
0.02,2,1.87893e-05,0.777516,0.222484,0.659538,0.340462
0.02,2,1.90241e-05,0.82213,0.17787,0.729342,0.270658
0.02,2,1.9259e-05,0.85759,0.14241,0.750443,0.249557
0.02,2,1.94939e-05,0.869691,0.130309,0.7508,0.2492
0.02,2,1.97287e-05,0.896915,0.103085,0.797593,0.202407
0.02,2,1.99636e-05,0.922395,0.0776047,0.823859,0.176141
0.02,2,2.01985e-05,0.937857,0.0621426,0.836699,0.163301
0.02,2,2.04333e-05,0.956463,0.0435369,0.866902,0.133098
0.02,2,2.06682e-05,0.9594,0.0406003,0.865175,0.134825
0.02,2,2.09031e-05,0.958921,0.0410793,0.881261,0.118739
0.02,2,2.11379e-05,0.963221,0.0367794,0.908838,0.0911618
0.02,2,2.13728e-05,0.973968,0.026032,0.935979,0.0640206
0.02,2,2.16077e-05,0.978599,0.0214008,0.944343,0.0556569
0.02,2,2.18425e-05,0.991494,0.00850587,0.973136,0.0268643
0.02,2,2.20774e-05,0.995886,0.00411411,0.976324,0.0236762
0.02,2,2.23123e-05,0.998747,0.00125288,0.987409,0.0125914
0.02,2,2.25471e-05,0.997723,0.00227654,0.989542,0.0104579
0.02,2,2.2782e-05,0.990834,0.00916561,0.990867,0.00913299
0.02,2,2.30169e-05,0.985349,0.0146513,0.998602,0.00139822
0.02,2,2.32517e-05,0.969828,0.030172,0.998878,0.00112159
0.02,2,2.34866e-05,0.96253,0.0374696,0.999028,0.000972172
0.02,2,2.37215e-05,0.959314,0.0406857,0.997499,0.00250141
0.02,2,2.39563e-05,0.936653,0.0633475,0.984701,0.015299
0.02,2,2.41912e-05,0.920591,0.0794092,0.981809,0.0181912
0.02,2,2.44261e-05,0.911611,0.0883893,0.977278,0.0227224
0.02,2,2.46609e-05,0.891653,0.108347,0.960365,0.0396352
0.02,2,2.48958e-05,0.890504,0.109496,0.960698,0.039302
0.02,2,2.51307e-05,0.871342,0.128658,0.934553,0.065447
0.02,2,2.53655e-05,0.853516,0.146484,0.920283,0.0797172
0.02,2,2.56004e-05,0.820846,0.179154,0.891202,0.108798
0.02,2,2.58353e-05,0.779964,0.220036,0.866337,0.133663
