Time theta phi abs_alpha2 abs_beta2
4.97916e-05 0.0285636 -0.919997 0.999796 0.000203956
5.00264e-05 0.155517 -1.13271 0.993966 0.00603421
5.02613e-05 0.00546364 -1.59185 0.999993 7.46283e-06
5.04962e-05 0.083616 -1.93427 0.998253 0.00174689
5.0731e-05 0.0467297 -2.29064 0.999454 0.000545818
5.09659e-05 0.0646204 0.764735 0.998956 0.00104359
5.12008e-05 0.0888163 0.361347 0.998029 0.00197079
5.14356e-05 0.0485275 0.0287146 0.999411 0.000588614
5.16705e-05 0.0637117 2.89226 0.998986 0.00101445
5.19054e-05 0.060736 -0.556385 0.999078 0.000921932
5.21402e-05 0.059562 2.07601 0.999113 0.000886646
5.23751e-05 0.0392526 1.91347 0.999615 0.000385142
5.261e-05 0.0252097 1.62838 0.999841 0.000158874
5.28448e-05 0.124154 1.28502 0.996151 0.00384863
5.30797e-05 0.0411877 -2.51741 0.999576 0.000424047
5.33146e-05 0.0175964 -3.02557 0.999923 7.74059e-05
5.35494e-05 0.139108 -0.393324 0.99517 0.00482998
5.37843e-05 0.0317187 -0.798471 0.999749 0.000251497
5.40192e-05 0.0425589 1.88369 0.999547 0.000452747
5.4254e-05 0.00245399 1.5752 0.999998 1.50552e-06
5.44889e-05 0.0704541 1.22176 0.99876 0.00124043
5.47238e-05 0.00521414 -2.49097 0.999993 6.79681e-06
5.49586e-05 0.061787 0.189655 0.999046 0.000954106
5.51935e-05 0.0139413 2.99099 0.999951 4.85894e-05
5.54284e-05 0.114599 -0.434434 0.99672 0.00327962
5.56632e-05 0.00248711 2.15106 0.999998 1.54642e-06
5.58981e-05 0.00822839 1.51293 0.999983 1.69265e-05
5.6133e-05 0.0449511 -1.7483 0.999495 0.000505065
5.63678e-05 0.0424249 1.06031 0.99955 0.0004499
5.66027e-05 0.114078 0.634673 0.99675 0.00324994
5.68376e-05 0.143826 -2.92913 0.994837 0.00516259
5.70724e-05 0.036385 2.99212 0.999669 0.00033093
5.73073e-05 0.0645936 2.84543 0.998957 0.00104272
5.75422e-05 0.00369905 -0.627215 0.999997 3.42073e-06
5.7777e-05 0.0650618 -0.693509 0.998942 0.00105789
5.80119e-05 0.0279567 2.00314 0.999805 0.000195381
5.82468e-05 0.0777892 1.88924 0.998488 0.00151203
5.84816e-05 0.00465975 -1.38281 0.999995 5.42831e-06
5.87165e-05 0.139942 -1.73692 0.995112 0.00488799
5.89514e-05 0.0312404 1.15099 0.999756 0.00024397
5.91862e-05 0.121061 0.663239 0.996341 0.00365946
5.94211e-05 0.115724 -2.77017 0.996656 0.00334425
5.9656e-05 0.0427053 -0.221514 0.999544 0.000455867
5.98908e-05 0.170638 -0.613905 0.992738 0.0072617
6.01257e-05 0.0348115 -1.27512 0.999697 0.000302929
6.03605e-05 0.170552 1.25769 0.992746 0.00725438
6.05954e-05 0.0133404 -2.35301 0.999956 4.44906e-05
6.08303e-05 0.0825117 -2.72252 0.998299 0.00170108
6.10651e-05 0.0889709 -0.324472 0.998022 0.00197765
6.13e-05 0.20477 2.68351 0.989554 0.0104461
6.15349e-05 0.0104557 -0.829367 0.999973 2.73304e-05
6.17697e-05 0.088636 1.72732 0.998037 0.0019628
6.20046e-05 0.0714738 -1.61329 0.998723 0.00127658
6.22395e-05 0.00664619 1.16425 0.999989 1.10429e-05
6.24743e-05 0.0131099 -2.23409 0.999957 4.29666e-05
6.27092e-05 0.109266 0.542605 0.997018 0.00298181
6.29441e-05 0.106809 -2.67923 0.997151 0.00284935
6.31789e-05 0.0325899 3.09801 0.999734 0.000265502
6.34138e-05 0.0687307 2.73859 0.998819 0.00118051
6.36487e-05 0.0271831 2.37526 0.999815 0.000184719
6.38835e-05 0.0208523 1.80915 0.999891 0.000108701
6.41184e-05 0.0230168 1.46015 0.999868 0.000132438
6.43533e-05 0.0491772 -1.71611 0.999396 0.000604478
6.45881e-05 0.0837057 -1.78976 0.998249 0.00175064
6.4823e-05 0.0503784 1.37333 0.999366 0.000634362
6.50579e-05 0.013213 -1.95491 0.999956 4.36452e-05
6.52927e-05 0.0458315 -2.31737 0.999475 0.00052504
6.55276e-05 0.0612367 0.468717 0.999063 0.00093719
6.57625e-05 0.0261312 0.3645 0.999829 0.0001707
6.59973e-05 0.0172941 2.92213 0.999925 7.47694e-05
6.62322e-05 0.104694 2.55678 0.997262 0.00273771
6.64671e-05 0.0117652 -0.653773 0.999965 3.46045e-05
6.67019e-05 0.0125075 -1.02691 0.999961 3.91088e-05
6.69368e-05 0.00774972 -1.48874 0.999985 1.50145e-05
6.71717e-05 0.0372636 1.07401 0.999653 0.000347103
6.74065e-05 0.0402589 -2.17601 0.999595 0.000405141
6.76414e-05 0.042283 -2.54746 0.999553 0.000446896
6.78763e-05 0.0350658 0.354412 0.999693 0.000307372
6.81111e-05 0.10935 0.0631137 0.997014 0.0029864
6.8346e-05 0.0141736 -0.19486 0.99995 5.02219e-05
6.85809e-05 0.0822054 2.53157 0.998312 0.00168848
6.88157e-05 0.105374 -0.856175 0.997227 0.00277338
6.90506e-05 0.0181977 -1.47631 0.999917 8.27865e-05
6.92855e-05 0.10661 1.04915 0.997161 0.00283872
6.95203e-05 0.0507728 -2.41076 0.999356 0.00064433
6.97552e-05 0.0661906 0.459361 0.998905 0.0010949
6.99901e-05 0.048585 -0.144317 0.99941 0.00059001
7.02249e-05 0.0320056 -0.397181 0.999744 0.000256067
7.04598e-05 0.00295913 -0.606427 0.999998 2.18911e-06
7.06947e-05 0.185966 -1.01568 0.991379 0.00862093
7.09295e-05 0.0947036 -1.31564 0.997759 0.00224052
7.11644e-05 0.155381 1.3946 0.993976 0.00602365
7.13992e-05 0.0415115 -2.24737 0.999569 0.00043074
7.16341e-05 0.128409 0.336338 0.995883 0.00411656
7.1869e-05 0.000751392 -3.13003 1 1.41147e-07
7.21038e-05 0.00935679 -0.382116 0.999978 2.18872e-05
7.23387e-05 0.0625793 -0.550959 0.999021 0.000978723
7.25736e-05 0.0586601 2.14737 0.99914 0.000860004
7.28084e-05 0.0264085 1.83391 0.999826 0.000174341
7.30433e-05 0.104207 -1.78613 0.997288 0.00271232
7.32782e-05 0.0333144 -2.04253 0.999723 0.000277436
7.3513e-05 0.0815856 0.450654 0.998337 0.00166313
7.37479e-05 0.0138087 0.16913 0.999952 4.76694e-05
7.39828e-05 0.04555 3.10906 0.999481 0.00051861
7.42176e-05 0.0666822 2.42433 0.998889 0.00111122
7.44525e-05 0.0377117 -1.4684 0.999644 0.000355501
7.46874e-05 0.0185022 -1.81028 0.999914 8.55802e-05
7.49222e-05 0.0828645 1.02147 0.998284 0.00171565
7.51571e-05 0.0480759 0.657751 0.999422 0.000577712
7.5392e-05 0.119983 -2.60709 0.996405 0.00359467
7.56268e-05 0.0632587 0.0351576 0.999 0.00100008
7.58617e-05 0.0873021 2.86442 0.998096 0.00190421
7.60966e-05 0.0563561 -0.617076 0.999206 0.000793791
7.63314e-05 0.0610911 -0.807048 0.999067 0.00093274
7.65663e-05 0.0661658 1.93012 0.998906 0.00109408
7.68012e-05 0.0277273 -1.79574 0.999808 0.000192188
7.7036e-05 0.108632 -2.14102 0.997053 0.00294734
7.72709e-05 0.051046 -2.59228 0.999349 0.000651283
7.75058e-05 0.0308118 -3.06741 0.999763 0.000237323
7.77406e-05 0.104899 -0.192838 0.997252 0.00274841
7.79755e-05 0.0334825 2.65593 0.99972 0.000280244
7.82104e-05 0.0108241 -0.635235 0.999971 2.92902e-05
7.84452e-05 0.0607207 -1.03355 0.999079 0.000921467
