Time abs_alpha2 abs_beta2
0.000187188 0.977961 0.0106555
0.000187423 0.983401 0.00520179
0.000187658 0.986911 0.00167697
0.000187893 0.988479 9.48318e-05
0.000188128 0.988098 0.000461545
0.000188362 0.98577 0.00277558
0.000188597 0.981504 0.00702772
0.000188832 0.975316 0.0132011
0.000189067 0.967232 0.0212713
0.000189302 0.957282 0.0312065
0.000189537 0.945507 0.0429673
0.000189772 0.931953 0.0565073
0.000190007 0.916673 0.0717731
0.000190241 0.899728 0.0887043
0.000190476 0.881184 0.107234
0.000190711 0.861114 0.127289
0.000190946 0.839598 0.148791
0.000191181 0.816721 0.171654
0.000191416 0.792573 0.195788
0.000191651 0.767248 0.221099
0.000191885 0.740848 0.247485
0.00019212 0.713475 0.274843
0.000192355 0.685238 0.303066
0.00019259 0.656249 0.332041
0.000192825 0.626621 0.361654
0.00019306 0.596472 0.39179
0.000193295 0.56592 0.422327
0.00019353 0.535086 0.453148
0.000193764 0.504091 0.484128
0.000193999 0.473057 0.515148
0.000194234 0.442108 0.546083
0.000194469 0.411364 0.576812
0.000194704 0.380947 0.607215
0.000194939 0.350978 0.63717
0.000195174 0.321573 0.66656
0.000195408 0.29285 0.69527
0.000195643 0.264921 0.723184
0.000195878 0.237896 0.750195
0.000196113 0.211882 0.776195
0.000196348 0.186982 0.801081
0.000196583 0.163293 0.824756
0.000196818 0.140909 0.847125
0.000197053 0.119918 0.868102
0.000197287 0.100403 0.887603
0.000197522 0.0824407 0.905551
0.000197757 0.0661018 0.921876
0.000197992 0.0514506 0.936513
0.000198227 0.038545 0.949404
0.000198462 0.0274357 0.960499
0.000198697 0.0181664 0.969755
0.000198931 0.0107736 0.977133
0.000199166 0.00528645 0.982606
0.000199401 0.00172643 0.986152
0.000199636 0.000107505 0.987757
0.000199871 0.000435983 0.987414
0.000200106 0.00271048 0.985125
0.000200341 0.00692195 0.9809
0.000200576 0.0130537 0.974754
0.00020081 0.0210815 0.966712
0.000201045 0.0309735 0.956805
0.00020128 0.0426907 0.945074
0.000201515 0.0561868 0.931564
0.00020175 0.0714086 0.916328
0.000201985 0.0882958 0.899426
0.00020222 0.106782 0.880926
0.000202454 0.126794 0.8609
0.000202689 0.148252 0.839427
0.000202924 0.171073 0.816592
0.000203159 0.195166 0.792485
0.000203394 0.220437 0.767201
0.000203629 0.246784 0.740839
0.000203864 0.274105 0.713504
0.000204099 0.302291 0.685303
0.000204333 0.331232 0.656348
0.000204568 0.360813 0.626753
0.000204803 0.390918 0.596634
0.000205038 0.421427 0.566111
0.000205273 0.45222 0.535303
0.000205508 0.483177 0.504332
0.000205743 0.514174 0.473321
0.000205977 0.54509 0.442391
0.000206212 0.575803 0.411664
0.000206447 0.606191 0.381262
0.000206682 0.636135 0.351304
0.000206917 0.665516 0.321909
0.000207152 0.694219 0.293191
0.000207387 0.72213 0.265266
0.000207622 0.74914 0.238242
0.000207856 0.775141 0.212226
0.000208091 0.800032 0.187321
0.000208326 0.823715 0.163625
0.000208561 0.846095 0.14123
0.000208796 0.867084 0.120227
0.000209031 0.886601 0.100696
0.000209266 0.904567 0.0827156
0.0002095 0.920912 0.0663561
0.000209735 0.935572 0.0516821
0.00020997 0.948489 0.0387512
0.000210205 0.959611 0.0276144
0.00021044 0.968896 0.0183156
0.000210675 0.976306 0.0108912
0.00021091 0.981813 0.00537067
0.000211144 0.985394 0.0017755
0.000211379 0.987035 0.000119848
0.000211614 0.986731 0.000410145
0.000211849 0.984481 0.00264517
0.000212084 0.980296 0.00681602
0.000212319 0.974192 0.0129062
0.000212554 0.966192 0.0208915
0.000212789 0.956329 0.0307405
0.000213023 0.944641 0.0424141
0.000213258 0.931175 0.0558664
0.000213493 0.915983 0.0710441
0.000213728 0.899126 0.0878874
0.000213963 0.880669 0.10633
0.000214198 0.860686 0.126298
0.000214433 0.839256 0.147714
0.000214667 0.816463 0.170493
0.000214902 0.792397 0.194545
0.000215137 0.767153 0.219775
0.000215372 0.74083 0.246083
0.000215607 0.713533 0.273367
0.000215842 0.685368 0.301517
0.000216077 0.656448 0.330423
0.000216312 0.626885 0.359972
0.000216546 0.596797 0.390046
0.000216781 0.566303 0.420526
0.000217016 0.535521 0.451293
0.000217251 0.504575 0.482226
0.000217486 0.473585 0.513201
0.000217721 0.442675 0.544098
0.000217956 0.411965 0.574793
0.00021819 0.381577 0.605167
0.000218425 0.351631 0.635099
0.00021866 0.322244 0.664471
0.000218895 0.293534 0.693168
0.00021913 0.265612 0.721075
0.000219365 0.238588 0.748084
0.0002196 0.212571 0.774088
0.000219835 0.187661 0.798984
0.000220069 0.163957 0.822673
0.000220304 0.141553 0.845063
0.000220539 0.120536 0.866066
0.000220774 0.10099 0.885598
0.000221009 0.0829917 0.903582
0.000221244 0.0666118 0.919948
0.000221479 0.0519148 0.93463
0.000221713 0.0389588 0.947572
0.000221948 0.0277946 0.958722
0.000222183 0.0184663 0.968037
0.000222418 0.0110105 0.975478
0.000222653 0.00545654 0.981018
0.000222888 0.0018263 0.984634
0.000223123 0.000133963 0.986312
0.000223358 0.000386133 0.986046
0.000223592 0.00258173 0.983836
0.000223827 0.00671201 0.979692
0.000224062 0.0127606 0.973629
0.000224297 0.0207036 0.965672
0.000224532 0.0305095 0.955852
0.000224767 0.0421397 0.944207
0.000225002 0.0555481 0.930785
0.000225236 0.0706819 0.915637
0.000225471 0.0874812 0.898823
0.000225706 0.10588 0.88041
0.000225941 0.125805 0.860471
0.000226176 0.147178 0.839084
0.000226411 0.169915 0.816333
0.000226646 0.193926 0.792308
0.000226881 0.219115 0.767104
0.000227115 0.245385 0.74082
0.00022735 0.272631 0.71356
0.000227585 0.300745 0.685432
0.00022782 0.329617 0.656546
0.000228055 0.359133 0.627016
0.00022829 0.389176 0.596959
0.000228525 0.419628 0.566493
0.000228759 0.450368 0.535738
0.000228994 0.481276 0.504816
0.000229229 0.51223 0.473848
0.000229464 0.543107 0.442957
0.000229699 0.573786 0.412264
0.000229934 0.604145 0.38189
0.000230169 0.634065 0.351956
0.000230403 0.663428 0.322579
0.000230638 0.692118 0.293874
0.000230873 0.720023 0.265956
0.000231108 0.747031 0.238934
0.000231343 0.773036 0.212914
0.000231578 0.797937 0.188
0.000231813 0.821634 0.164288
0.000232048 0.844034 0.141874
0.000232282 0.865049 0.120845
0.000232517 0.884596 0.101283
0.000232752 0.902598 0.0832669
0.000232987 0.918985 0.0668666
0.000233222 0.93369 0.0521468
0.000233457 0.946657 0.0391657
0.000233692 0.957834 0.0279742
0.000233926 0.967178 0.0186164
0.000234161 0.974651 0.0111292
0.000234396 0.980224 0.00554197
