Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (0,0) 1 0
1.12276e-07 (0.110595,-0.698199) (-0.698496,0.110676) 0.499712 0.500146
1.12455e-07 (1.15094e-05,-0.706903) (-0.70721,4.46909e-05) 0.499712 0.500146
1.12633e-07 (-0.110572,-0.698202) (-0.69851,-0.110587) 0.499712 0.500146
1.12812e-07 (-0.218433,-0.672309) (-0.672611,-0.218496) 0.499712 0.500146
1.1299e-07 (-0.320916,-0.629861) (-0.63015,-0.321025) 0.499712 0.500146
1.13169e-07 (-0.415496,-0.571905) (-0.572172,-0.41565) 0.499712 0.500146
1.13347e-07 (-0.499846,-0.499866) (-0.500106,-0.500039) 0.499712 0.500146
1.13526e-07 (-0.571888,-0.415519) (-0.415726,-0.572116) 0.499712 0.500146
1.13704e-07 (-0.629848,-0.320941) (-0.32111,-0.630106) 0.499712 0.500146
1.13883e-07 (-0.6723,-0.21846) (-0.218587,-0.672581) 0.499712 0.500145
1.14061e-07 (-0.698197,-0.1106) (-0.110681,-0.698495) 0.499711 0.500145
1.1424e-07 (-0.706903,-1.70933e-05) (-5.02772e-05,-0.707209) 0.499711 0.500145
1.14418e-07 (-0.698202,0.110566) (0.110582,-0.69851) 0.499711 0.500145
1.14597e-07 (-0.67231,0.218428) (0.218491,-0.672612) 0.499711 0.500145
1.14775e-07 (-0.629863,0.32091) (0.32102,-0.630152) 0.499711 0.500145
1.14954e-07 (-0.571907,0.415491) (0.415645,-0.572175) 0.499711 0.500145
1.15132e-07 (-0.499869,0.499841) (0.500035,-0.50011) 0.499711 0.500145
1.15311e-07 (-0.415523,0.571884) (0.572113,-0.41573) 0.499711 0.500145
1.15489e-07 (-0.320946,0.629845) (0.630103,-0.321114) 0.499711 0.500145
1.15668e-07 (-0.218465,0.672297) (0.672579,-0.218592) 0.499711 0.500144
1.15846e-07 (-0.110606,0.698195) (0.698493,-0.110686) 0.49971 0.500144
1.16025e-07 (-2.26772e-05,0.706902) (0.707209,-5.58635e-05) 0.49971 0.500144
1.16203e-07 (0.110561,0.698202) (0.698511,0.110576) 0.49971 0.500144
1.16382e-07 (0.218422,0.672311) (0.672613,0.218485) 0.49971 0.500144
1.1656e-07 (0.320905,0.629865) (0.630154,0.321015) 0.49971 0.500144
1.16739e-07 (0.415486,0.57191) (0.572178,0.41564) 0.49971 0.500144
1.16917e-07 (0.499837,0.499873) (0.500113,0.50003) 0.49971 0.500144
1.17096e-07 (0.57188,0.415527) (0.415735,0.572109) 0.49971 0.500144
1.17274e-07 (0.629842,0.32095) (0.321119,0.6301) 0.49971 0.500143
1.17453e-07 (0.672295,0.21847) (0.218597,0.672576) 0.499709 0.500143
1.17631e-07 (0.698194,0.110611) (0.110692,0.698492) 0.499709 0.500143
1.1781e-07 (0.706901,2.82611e-05) (6.14498e-05,0.707208) 0.499709 0.500143
1.17988e-07 (0.698202,-0.110555) (-0.11057,0.698511) 0.499709 0.500143
1.18167e-07 (0.672312,-0.218416) (-0.21848,0.672614) 0.499709 0.500143
1.18345e-07 (0.629867,-0.3209) (-0.321009,0.630155) 0.499709 0.500143
1.18524e-07 (0.571913,-0.415481) (-0.415635,0.57218) 0.499709 0.500143
1.18702e-07 (0.499876,-0.499832) (-0.500026,0.500117) 0.499709 0.500143
1.18881e-07 (0.415531,-0.571876) (-0.572105,0.415739) 0.499709 0.500143
1.19059e-07 (0.320955,-0.629838) (-0.630097,0.321124) 0.499709 0.500142
1.19238e-07 (0.218475,-0.672292) (-0.672574,0.218602) 0.499708 0.500142
1.19416e-07 (0.110616,-0.698192) (-0.69849,0.110697) 0.499708 0.500142
1.19595e-07 (3.3845e-05,-0.7069) (-0.707207,6.7036e-05) 0.499708 0.500142
1.19773e-07 (-0.11055,-0.698203) (-0.698511,-0.110565) 0.499708 0.500142
1.19952e-07 (-0.218411,-0.672313) (-0.672615,-0.218474) 0.499708 0.500142
1.2013e-07 (-0.320894,-0.629869) (-0.630157,-0.321004) 0.499708 0.500142
1.20309e-07 (-0.415476,-0.571915) (-0.572183,-0.41563) 0.499708 0.500142
1.20487e-07 (-0.499828,-0.49988) (-0.50012,-0.500021) 0.499708 0.500142
1.20666e-07 (-0.571872,-0.415535) (-0.415743,-0.572101) 0.499708 0.500142
1.20844e-07 (-0.629835,-0.320959) (-0.321128,-0.630094) 0.499707 0.500141
1.21023e-07 (-0.67229,-0.218481) (-0.218607,-0.672571) 0.499707 0.500141
1.21201e-07 (-0.698191,-0.110622) (-0.110703,-0.698488) 0.499707 0.500141
1.2138e-07 (-0.7069,-3.94288e-05) (-7.26223e-05,-0.707207) 0.499707 0.500141
1.21558e-07 (-0.698203,0.110544) (0.110559,-0.698511) 0.499707 0.500141
1.21737e-07 (-0.672314,0.218405) (0.218469,-0.672616) 0.499707 0.500141
1.21915e-07 (-0.629871,0.320889) (0.320999,-0.630159) 0.499707 0.500141
1.22094e-07 (-0.571918,0.415471) (0.415625,-0.572186) 0.499707 0.500141
1.22272e-07 (-0.499883,0.499823) (0.500017,-0.500124) 0.499707 0.500141
1.22451e-07 (-0.41554,0.571868) (0.572097,-0.415747) 0.499707 0.50014
1.22629e-07 (-0.320964,0.629832) (0.63009,-0.321133) 0.499706 0.50014
1.22808e-07 (-0.218486,0.672287) (0.672569,-0.218612) 0.499706 0.50014
1.22986e-07 (-0.110627,0.698189) (0.698487,-0.110708) 0.499706 0.50014
1.23165e-07 (-4.50127e-05,0.706899) (0.707206,-7.82085e-05) 0.499706 0.50014
1.23343e-07 (0.110538,0.698203) (0.698511,0.110554) 0.499706 0.50014
1.23522e-07 (0.2184,0.672315) (0.672617,0.218463) 0.499706 0.50014
1.237e-07 (0.320884,0.629873) (0.630161,0.320993) 0.499706 0.50014
1.23879e-07 (0.415466,0.571921) (0.572189,0.41562) 0.499706 0.50014
1.24057e-07 (0.499819,0.499887) (0.500127,0.500012) 0.499706 0.50014
1.24236e-07 (0.571864,0.415544) (0.415751,0.572093) 0.499706 0.500139
1.24414e-07 (0.629829,0.320969) (0.321138,0.630087) 0.499705 0.500139
1.24593e-07 (0.672285,0.218491) (0.218617,0.672567) 0.499705 0.500139
1.24771e-07 (0.698187,0.110633) (0.110713,0.698485) 0.499705 0.500139
1.2495e-07 (0.706898,5.05965e-05) (8.37948e-05,0.707205) 0.499705 0.500139
1.25128e-07 (0.698203,-0.110533) (-0.110548,0.698511) 0.499705 0.500139
1.25307e-07 (0.672316,-0.218394) (-0.218458,0.672618) 0.499705 0.500139
1.25485e-07 (0.629874,-0.320878) (-0.320988,0.630163) 0.499705 0.500139
1.25664e-07 (0.571923,-0.415461) (-0.415615,0.572191) 0.499705 0.500139
1.25842e-07 (0.49989,-0.499815) (-0.500008,0.50013) 0.499705 0.500138
1.26021e-07 (0.415548,-0.571861) (-0.572089,0.415755) 0.499704 0.500138
1.26199e-07 (0.320973,-0.629826) (-0.630084,0.321142) 0.499704 0.500138
1.26378e-07 (0.218496,-0.672283) (-0.672564,0.218622) 0.499704 0.500138
1.26556e-07 (0.110638,-0.698186) (-0.698484,0.110719) 0.499704 0.500138
1.26735e-07 (5.61804e-05,-0.706897) (-0.707204,8.9381e-05) 0.499704 0.500138
1.26913e-07 (-0.110527,-0.698203) (-0.698511,-0.110542) 0.499704 0.500138
1.27092e-07 (-0.218389,-0.672317) (-0.672619,-0.218452) 0.499704 0.500138
1.2727e-07 (-0.320873,-0.629876) (-0.630165,-0.320983) 0.499704 0.500138
1.27449e-07 (-0.415456,-0.571926) (-0.572194,-0.41561) 0.499704 0.500138
1.27627e-07 (-0.49981,-0.499893) (-0.500134,-0.500004) 0.499704 0.500137
1.27806e-07 (-0.571857,-0.415552) (-0.415759,-0.572085) 0.499703 0.500137
1.27984e-07 (-0.629823,-0.320978) (-0.321147,-0.630081) 0.499703 0.500137
1.28163e-07 (-0.67228,-0.218501) (-0.218627,-0.672562) 0.499703 0.500137
1.28341e-07 (-0.698184,-0.110643) (-0.110724,-0.698482) 0.499703 0.500137
1.2852e-07 (-0.706897,-6.17642e-05) (-9.49672e-05,-0.707204) 0.499703 0.500137
1.28698e-07 (-0.698203,0.110521) (0.110537,-0.698512) 0.499703 0.500137
1.28877e-07 (-0.672318,0.218383) (0.218447,-0.67262) 0.499703 0.500137
1.29055e-07 (-0.629878,0.320868) (0.320978,-0.630167) 0.499703 0.500137
1.29234e-07 (-0.571929,0.415452) (0.415605,-0.572197) 0.499703 0.500137
1.29412e-07 (-0.499897,0.499806) (0.499999,-0.500137) 0.499703 0.500136
1.29591e-07 (-0.415556,0.571853) (0.572082,-0.415763) 0.499702 0.500136
1.29769e-07 (-0.320983,0.629819) (0.630078,-0.321152) 0.499702 0.500136
1.29948e-07 (-0.218506,0.672278) (0.672559,-0.218632) 0.499702 0.500136
1.30126e-07 (-0.110649,0.698183) (0.69848,-0.11073) 0.499702 0.500136
1.30305e-07 (-6.7348e-05,0.706896) (0.707203,-0.000100553) 0.499702 0.500136
1.30483e-07 (0.110516,0.698204) (0.698512,0.110531) 0.499702 0.500136
1.30662e-07 (0.218378,0.672319) (0.672621,0.218441) 0.499702 0.500136
1.3084e-07 (0.320862,0.62988) (0.630169,0.320972) 0.499702 0.500136
1.31019e-07 (0.415447,0.571932) (0.572199,0.4156) 0.499702 0.500135
1.31197e-07 (0.499801,0.4999) (0.500141,0.499995) 0.499701 0.500135
1.31376e-07 (0.571849,0.41556) (0.415767,0.572078) 0.499701 0.500135
1.31554e-07 (0.629816,0.320987) (0.321156,0.630074) 0.499701 0.500135
1.31733e-07 (0.672275,0.218511) (0.218637,0.672557) 0.499701 0.500135
1.31911e-07 (0.698181,0.110654) (0.110735,0.698479) 0.499701 0.500135
1.3209e-07 (0.706895,7.29318e-05) (0.00010614,0.707202) 0.499701 0.500135
1.32268e-07 (0.698204,-0.11051) (-0.110525,0.698512) 0.499701 0.500135
1.32447e-07 (0.67232,-0.218372) (-0.218435,0.672622) 0.499701 0.500135
1.32625e-07 (0.629882,-0.320857) (-0.320967,0.63017) 0.499701 0.500135
1.32804e-07 (0.571934,-0.415442) (-0.415595,0.572202) 0.499701 0.500134
1.32982e-07 (0.499904,-0.499797) (-0.49999,0.500144) 0.4997 0.500134
1.33161e-07 (0.415564,-0.571845) (-0.572074,0.415771) 0.4997 0.500134
1.33339e-07 (0.320992,-0.629813) (-0.630071,0.321161) 0.4997 0.500134
1.33518e-07 (0.218516,-0.672273) (-0.672554,0.218642) 0.4997 0.500134
1.33696e-07 (0.11066,-0.698179) (-0.698477,0.11074) 0.4997 0.500134
1.33875e-07 (7.85156e-05,-0.706895) (-0.707201,0.000111726) 0.4997 0.500134
1.34053e-07 (-0.110505,-0.698204) (-0.698512,-0.11052) 0.4997 0.500134
1.34232e-07 (-0.218367,-0.672321) (-0.672623,-0.21843) 0.4997 0.500134
1.3441e-07 (-0.320852,-0.629884) (-0.630172,-0.320962) 0.4997 0.500133
1.34589e-07 (-0.415437,-0.571937) (-0.572205,-0.41559) 0.499699 0.500133
1.34767e-07 (-0.499792,-0.499907) (-0.500148,-0.499986) 0.499699 0.500133
1.34946e-07 (-0.571841,-0.415568) (-0.415775,-0.57207) 0.499699 0.500133
1.35124e-07 (-0.62981,-0.320997) (-0.321166,-0.630068) 0.499699 0.500133
1.35303e-07 (-0.67227,-0.218521) (-0.218648,-0.672552) 0.499699 0.500133
1.35481e-07 (-0.698178,-0.110665) (-0.110746,-0.698476) 0.499699 0.500133
1.3566e-07 (-0.706894,-8.40994e-05) (-0.000117312,-0.707201) 0.499699 0.500133
1.35838e-07 (-0.698204,0.110499) (0.110514,-0.698512) 0.499699 0.500133
1.36017e-07 (-0.672322,0.218361) (0.218424,-0.672624) 0.499699 0.500133
1.36195e-07 (-0.629886,0.320847) (0.320956,-0.630174) 0.499699 0.500132
1.36374e-07 (-0.57194,0.415432) (0.415585,-0.572207) 0.499698 0.500132
1.36552e-07 (-0.499911,0.499788) (0.499981,-0.500151) 0.499698 0.500132
1.36731e-07 (-0.415572,0.571837) (0.572066,-0.415779) 0.499698 0.500132
1.36909e-07 (-0.321001,0.629807) (0.630065,-0.32117) 0.499698 0.500132
1.37088e-07 (-0.218526,0.672268) (0.67255,-0.218653) 0.499698 0.500132
1.37266e-07 (-0.11067,0.698176) (0.698474,-0.110751) 0.499698 0.500132
1.37445e-07 (-8.96831e-05,0.706893) (0.7072,-0.000122898) 0.499698 0.500132
1.37623e-07 (0.110493,0.698204) (0.698512,0.110508) 0.499698 0.500132
1.37802e-07 (0.218356,0.672323) (0.672625,0.218419) 0.499698 0.500132
1.3798e-07 (0.320841,0.629888) (0.630176,0.320951) 0.499698 0.500131
1.38159e-07 (0.415427,0.571942) (0.57221,0.41558) 0.499697 0.500131
1.38337e-07 (0.499783,0.499914) (0.500154,0.499977) 0.499697 0.500131
1.38516e-07 (0.571833,0.415576) (0.415784,0.572062) 0.499697 0.500131
1.38694e-07 (0.629803,0.321006) (0.321175,0.630062) 0.499697 0.500131
1.38873e-07 (0.672266,0.218531) (0.218658,0.672547) 0.499697 0.500131
1.39051e-07 (0.698175,0.110676) (0.110757,0.698472) 0.499697 0.500131
1.3923e-07 (0.706892,9.52669e-05) (0.000128484,0.707199) 0.499697 0.500131
1.39408e-07 (0.698204,-0.110488) (-0.110503,0.698512) 0.499697 0.500131
1.39587e-07 (0.672324,-0.21835) (-0.218413,0.672626) 0.499697 0.50013
1.39765e-07 (0.62989,-0.320836) (-0.320946,0.630178) 0.499696 0.50013
1.39944e-07 (0.571945,-0.415422) (-0.415575,0.572213) 0.499696 0.50013
1.40122e-07 (0.499917,-0.499779) (-0.499972,0.500158) 0.499696 0.50013
1.40301e-07 (0.41558,-0.57183) (-0.572058,0.415788) 0.499696 0.50013
1.40479e-07 (0.321011,-0.6298) (-0.630059,0.321179) 0.499696 0.50013
1.40658e-07 (0.218536,-0.672263) (-0.672545,0.218663) 0.499696 0.50013
1.40836e-07 (0.110681,-0.698173) (-0.698471,0.110762) 0.499696 0.50013
1.41015e-07 (0.000100851,-0.706892) (-0.707198,0.00013407) 0.499696 0.50013
1.41193e-07 (-0.110482,-0.698204) (-0.698513,-0.110497) 0.499696 0.50013
1.41372e-07 (-0.218344,-0.672325) (-0.672627,-0.218408) 0.499696 0.500129
1.4155e-07 (-0.320831,-0.629891) (-0.63018,-0.32094) 0.499695 0.500129
1.41729e-07 (-0.415417,-0.571948) (-0.572215,-0.41557) 0.499695 0.500129
1.41907e-07 (-0.499774,-0.499921) (-0.500161,-0.499968) 0.499695 0.500129
1.42086e-07 (-0.571826,-0.415585) (-0.415792,-0.572054) 0.499695 0.500129
1.42264e-07 (-0.629797,-0.321015) (-0.321184,-0.630055) 0.499695 0.500129
1.42443e-07 (-0.672261,-0.218542) (-0.218668,-0.672542) 0.499695 0.500129
1.42621e-07 (-0.698171,-0.110687) (-0.110767,-0.698469) 0.499695 0.500129
1.428e-07 (-0.706891,-0.000106434) (-0.000139657,-0.707198) 0.499695 0.500129
1.42978e-07 (-0.698205,0.110476) (0.110492,-0.698513) 0.499695 0.500129
1.43157e-07 (-0.672326,0.218339) (0.218402,-0.672628) 0.499695 0.500128
1.43335e-07 (-0.629893,0.320825) (0.320935,-0.630182) 0.499694 0.500128
1.43514e-07 (-0.57195,0.415412) (0.415565,-0.572218) 0.499694 0.500128
1.43692e-07 (-0.499924,0.49977) (0.499963,-0.500165) 0.499694 0.500128
1.43871e-07 (-0.415589,0.571822) (0.572051,-0.415796) 0.499694 0.500128
1.44049e-07 (-0.32102,0.629794) (0.630052,-0.321189) 0.499694 0.500128
1.44228e-07 (-0.218547,0.672258) (0.67254,-0.218673) 0.499694 0.500128
1.44406e-07 (-0.110692,0.69817) (0.698468,-0.110773) 0.499694 0.500128
1.44585e-07 (-0.000112018,0.70689) (0.707197,-0.000145243) 0.499694 0.500128
1.44763e-07 (0.110471,0.698205) (0.698513,0.110486) 0.499694 0.500127
1.44942e-07 (0.218333,0.672327) (0.672629,0.218397) 0.499693 0.500127
1.4512e-07 (0.32082,0.629895) (0.630184,0.32093) 0.499693 0.500127
1.45299e-07 (0.415407,0.571953) (0.572221,0.41556) 0.499693 0.500127
1.45477e-07 (0.499765,0.499928) (0.500168,0.499959) 0.499693 0.500127
1.45656e-07 (0.571818,0.415593) (0.4158,0.572047) 0.499693 0.500127
1.45834e-07 (0.629791,0.321024) (0.321193,0.630049) 0.499693 0.500127
1.46013e-07 (0.672256,0.218552) (0.218678,0.672537) 0.499693 0.500127
1.46191e-07 (0.698168,0.110697) (0.110778,0.698466) 0.499693 0.500127
1.4637e-07 (0.706889,0.000117602) (0.000150829,0.707196) 0.499693 0.500127
1.46548e-07 (0.698205,-0.110465) (-0.11048,0.698513) 0.499693 0.500126
1.46727e-07 (0.672328,-0.218328) (-0.218391,0.67263) 0.499692 0.500126
1.46905e-07 (0.629897,-0.320815) (-0.320924,0.630185) 0.499692 0.500126
1.47084e-07 (0.571956,-0.415402) (-0.415556,0.572223) 0.499692 0.500126
1.47262e-07 (0.499931,-0.499761) (-0.499954,0.500172) 0.499692 0.500126
1.47441e-07 (0.415597,-0.571814) (-0.572043,0.415804) 0.499692 0.500126
1.47619e-07 (0.321029,-0.629787) (-0.630046,0.321198) 0.499692 0.500126
1.47798e-07 (0.218557,-0.672253) (-0.672535,0.218683) 0.499692 0.500126
1.47976e-07 (0.110703,-0.698167) (-0.698464,0.110784) 0.499692 0.500126
1.48155e-07 (0.000123186,-0.706889) (-0.707195,0.000156415) 0.499692 0.500125
1.48333e-07 (-0.11046,-0.698205) (-0.698513,-0.110475) 0.499691 0.500125
1.48512e-07 (-0.218322,-0.672329) (-0.672631,-0.218386) 0.499691 0.500125
1.4869e-07 (-0.320809,-0.629899) (-0.630187,-0.320919) 0.499691 0.500125
1.48869e-07 (-0.415397,-0.571958) (-0.572226,-0.415551) 0.499691 0.500125
1.49047e-07 (-0.499756,-0.499935) (-0.500175,-0.49995) 0.499691 0.500125
1.49226e-07 (-0.57181,-0.415601) (-0.415808,-0.572039) 0.499691 0.500125
1.49404e-07 (-0.629784,-0.321034) (-0.321203,-0.630043) 0.499691 0.500125
1.49583e-07 (-0.672251,-0.218562) (-0.218688,-0.672533) 0.499691 0.500125
1.49761e-07 (-0.698165,-0.110708) (-0.110789,-0.698463) 0.499691 0.500125
1.4994e-07 (-0.706888,-0.000128769) (-0.000162001,-0.707195) 0.499691 0.500124
1.50118e-07 (-0.698205,0.110454) (0.110469,-0.698513) 0.49969 0.500124
1.50297e-07 (-0.67233,0.218317) (0.21838,-0.672632) 0.49969 0.500124
1.50475e-07 (-0.629901,0.320804) (0.320914,-0.630189) 0.49969 0.500124
1.50654e-07 (-0.571961,0.415392) (0.415546,-0.572229) 0.49969 0.500124
1.50832e-07 (-0.499938,0.499752) (0.499945,-0.500178) 0.49969 0.500124
1.51011e-07 (-0.415605,0.571806) (0.572035,-0.415812) 0.49969 0.500124
1.51189e-07 (-0.321038,0.629781) (0.630039,-0.321207) 0.49969 0.500124
1.51368e-07 (-0.218567,0.672249) (0.67253,-0.218693) 0.49969 0.500124
1.51546e-07 (-0.110714,0.698163) (0.698461,-0.110795) 0.49969 0.500124
1.51725e-07 (-0.000134353,0.706887) (0.707194,-0.000167587) 0.49969 0.500123
1.51903e-07 (0.110448,0.698205) (0.698514,0.110463) 0.499689 0.500123
1.52082e-07 (0.218311,0.672331) (0.672633,0.218374) 0.499689 0.500123
1.5226e-07 (0.320799,0.629903) (0.630191,0.320908) 0.499689 0.500123
1.52439e-07 (0.415387,0.571964) (0.572232,0.415541) 0.499689 0.500123
1.52617e-07 (0.499747,0.499941) (0.500182,0.499941) 0.499689 0.500123
1.52796e-07 (0.571802,0.415609) (0.415816,0.572031) 0.499689 0.500123
1.52974e-07 (0.629778,0.321043) (0.321212,0.630036) 0.499689 0.500123
1.53153e-07 (0.672246,0.218572) (0.218698,0.672528) 0.499689 0.500123
1.53331e-07 (0.698162,0.110719) (0.1108,0.69846) 0.499689 0.500122
1.5351e-07 (0.706886,0.000139937) (0.000173173,0.707193) 0.499688 0.500122
1.53688e-07 (0.698205,-0.110443) (-0.110458,0.698514) 0.499688 0.500122
1.53867e-07 (0.672332,-0.218306) (-0.218369,0.672634) 0.499688 0.500122
1.54045e-07 (0.629905,-0.320793) (-0.320903,0.630193) 0.499688 0.500122
1.54224e-07 (0.571966,-0.415382) (-0.415536,0.572234) 0.499688 0.500122
1.54402e-07 (0.499945,-0.499743) (-0.499936,0.500185) 0.499688 0.500122
1.54581e-07 (0.415613,-0.571799) (-0.572027,0.41582) 0.499688 0.500122
1.54759e-07 (0.321048,-0.629775) (-0.630033,0.321217) 0.499688 0.500122
1.54938e-07 (0.218577,-0.672244) (-0.672525,0.218704) 0.499688 0.500122
1.55116e-07 (0.110724,-0.69816) (-0.698458,0.110805) 0.499688 0.500121
1.55295e-07 (0.00014552,-0.706886) (-0.707193,0.000178759) 0.499687 0.500121
1.55473e-07 (-0.110437,-0.698206) (-0.698514,-0.110452) 0.499687 0.500121
1.55652e-07 (-0.2183,-0.672333) (-0.672636,-0.218363) 0.499687 0.500121
1.5583e-07 (-0.320788,-0.629906) (-0.630195,-0.320898) 0.499687 0.500121
1.56009e-07 (-0.415377,-0.571969) (-0.572237,-0.415531) 0.499687 0.500121
1.56187e-07 (-0.499739,-0.499948) (-0.500189,-0.499932) 0.499687 0.500121
1.56366e-07 (-0.571795,-0.415617) (-0.415824,-0.572023) 0.499687 0.500121
1.56544e-07 (-0.629771,-0.321052) (-0.321221,-0.63003) 0.499687 0.500121
1.56723e-07 (-0.672241,-0.218582) (-0.218709,-0.672523) 0.499687 0.50012
1.56901e-07 (-0.698159,-0.11073) (-0.110811,-0.698456) 0.499687 0.50012
1.5708e-07 (-0.706885,-0.000151104) (-0.000184345,-0.707192) 0.499686 0.50012
1.57258e-07 (-0.698206,0.110431) (0.110447,-0.698514) 0.499686 0.50012
1.57437e-07 (-0.672334,0.218295) (0.218358,-0.672637) 0.499686 0.50012
1.57615e-07 (-0.629908,0.320783) (0.320893,-0.630197) 0.499686 0.50012
1.57794e-07 (-0.571972,0.415372) (0.415526,-0.57224) 0.499686 0.50012
1.57972e-07 (-0.499952,0.499734) (0.499928,-0.500192) 0.499686 0.50012
1.58151e-07 (-0.415621,0.571791) (0.57202,-0.415829) 0.499686 0.50012
1.58329e-07 (-0.321057,0.629768) (0.630027,-0.321226) 0.499686 0.50012
1.58508e-07 (-0.218587,0.672239) (0.67252,-0.218714) 0.499686 0.500119
1.58686e-07 (-0.110735,0.698157) (0.698455,-0.110816) 0.499685 0.500119
1.58865e-07 (-0.000156687,0.706884) (0.707191,-0.000189931) 0.499685 0.500119
1.59043e-07 (0.110426,0.698206) (0.698514,0.110441) 0.499685 0.500119
1.59222e-07 (0.218289,0.672335) (0.672638,0.218352) 0.499685 0.500119
1.594e-07 (0.320778,0.62991) (0.630199,0.320887) 0.499685 0.500119
1.59579e-07 (0.415367,0.571975) (0.572242,0.415521) 0.499685 0.500119
1.59757e-07 (0.49973,0.499955) (0.500196,0.499923) 0.499685 0.500119
1.59936e-07 (0.571787,0.415625) (0.415833,0.572016) 0.499685 0.500119
1.60114e-07 (0.629765,0.321062) (0.321231,0.630023) 0.499685 0.500119
1.60293e-07 (0.672237,0.218592) (0.218719,0.672518) 0.499685 0.500118
1.60471e-07 (0.698155,0.110741) (0.110822,0.698453) 0.499684 0.500118
1.6065e-07 (0.706884,0.000162271) (0.000195517,0.70719) 0.499684 0.500118
1.60828e-07 (0.698206,-0.11042) (-0.110435,0.698514) 0.499684 0.500118
1.61007e-07 (0.672337,-0.218284) (-0.218347,0.672639) 0.499684 0.500118
1.61185e-07 (0.629912,-0.320772) (-0.320882,0.630201) 0.499684 0.500118
1.61364e-07 (0.571977,-0.415362) (-0.415516,0.572245) 0.499684 0.500118
1.61542e-07 (0.499959,-0.499725) (-0.499919,0.500199) 0.499684 0.500118
1.61721e-07 (0.415629,-0.571783) (-0.572012,0.415837) 0.499684 0.500118
1.61899e-07 (0.321066,-0.629762) (-0.63002,0.321235) 0.499684 0.500117
1.62078e-07 (0.218597,-0.672234) (-0.672516,0.218724) 0.499683 0.500117
1.62256e-07 (0.110746,-0.698154) (-0.698452,0.110827) 0.499683 0.500117
1.62435e-07 (0.000167855,-0.706883) (-0.70719,0.000201103) 0.499683 0.500117
1.62613e-07 (-0.110414,-0.698206) (-0.698514,-0.11043) 0.499683 0.500117
1.62792e-07 (-0.218278,-0.672338) (-0.67264,-0.218341) 0.499683 0.500117
1.6297e-07 (-0.320767,-0.629914) (-0.630202,-0.320877) 0.499683 0.500117
1.63149e-07 (-0.415357,-0.57198) (-0.572248,-0.415511) 0.499683 0.500117
1.63327e-07 (-0.499721,-0.499962) (-0.500202,-0.499914) 0.499683 0.500117
1.63506e-07 (-0.571779,-0.415634) (-0.415841,-0.572008) 0.499683 0.500117
1.63684e-07 (-0.629759,-0.321071) (-0.32124,-0.630017) 0.499683 0.500116
1.63863e-07 (-0.672232,-0.218602) (-0.218729,-0.672513) 0.499682 0.500116
1.64041e-07 (-0.698152,-0.110751) (-0.110832,-0.69845) 0.499682 0.500116
1.6422e-07 (-0.706882,-0.000173438) (-0.000206689,-0.707189) 0.499682 0.500116
1.64398e-07 (-0.698206,0.110409) (0.110424,-0.698515) 0.499682 0.500116
1.64577e-07 (-0.672339,0.218273) (0.218336,-0.672641) 0.499682 0.500116
1.64755e-07 (-0.629916,0.320762) (0.320871,-0.630204) 0.499682 0.500116
1.64934e-07 (-0.571983,0.415353) (0.415506,-0.57225) 0.499682 0.500116
1.65112e-07 (-0.499965,0.499716) (0.49991,-0.500206) 0.499682 0.500116
1.65291e-07 (-0.415638,0.571775) (0.572004,-0.415845) 0.499682 0.500116
1.65469e-07 (-0.321076,0.629756) (0.630014,-0.321244) 0.499682 0.500115
1.65648e-07 (-0.218608,0.672229) (0.672511,-0.218734) 0.499681 0.500115
1.65826e-07 (-0.110757,0.698151) (0.698448,-0.110838) 0.499681 0.500115
1.66005e-07 (-0.000179022,0.706881) (0.707188,-0.000212275) 0.499681 0.500115
1.66183e-07 (0.110403,0.698206) (0.698515,0.110418) 0.499681 0.500115
1.66362e-07 (0.218267,0.67234) (0.672642,0.21833) 0.499681 0.500115
1.6654e-07 (0.320756,0.629918) (0.630206,0.320866) 0.499681 0.500115
1.66719e-07 (0.415348,0.571985) (0.572253,0.415501) 0.499681 0.500115
1.66897e-07 (0.499712,0.499969) (0.500209,0.499905) 0.499681 0.500115
1.67076e-07 (0.571771,0.415642) (0.415849,0.572) 0.499681 0.500114
1.67254e-07 (0.629752,0.32108) (0.321249,0.630011) 0.49968 0.500114
1.67433e-07 (0.672227,0.218613) (0.218739,0.672508) 0.49968 0.500114
1.67611e-07 (0.698149,0.110762) (0.110843,0.698447) 0.49968 0.500114
1.6779e-07 (0.706881,0.000184605) (0.000217861,0.707187) 0.49968 0.500114
1.67968e-07 (0.698207,-0.110398) (-0.110413,0.698515) 0.49968 0.500114
1.68147e-07 (0.672341,-0.218261) (-0.218325,0.672643) 0.49968 0.500114
1.68325e-07 (0.62992,-0.320751) (-0.320861,0.630208) 0.49968 0.500114
1.68504e-07 (0.571988,-0.415343) (-0.415496,0.572256) 0.49968 0.500114
1.68682e-07 (0.499972,-0.499707) (-0.499901,0.500213) 0.49968 0.500114
1.68861e-07 (0.415646,-0.571768) (-0.571996,0.415853) 0.49968 0.500113
1.69039e-07 (0.321085,-0.629749) (-0.630007,0.321254) 0.499679 0.500113
1.69218e-07 (0.218618,-0.672224) (-0.672506,0.218744) 0.499679 0.500113
1.69396e-07 (0.110768,-0.698147) (-0.698445,0.110849) 0.499679 0.500113
1.69575e-07 (0.000190189,-0.70688) (-0.707187,0.000223447) 0.499679 0.500113
