Temps theta phi abs_alpha2 abs_beta2
1.61007e-07 0.0360751 0.1082 0.999675 0.000325318
1.61364e-07 0.0695563 -2.65605 0.998791 0.00120903
1.61721e-07 0.00395084 0.926364 0.999996 3.90227e-06
1.62078e-07 0.0995552 -1.84085 0.997524 0.00247576
1.62435e-07 0.113398 1.69443 0.996789 0.00321136
1.62792e-07 0.0476613 2.17384 0.999432 0.000567793
1.63149e-07 0.0693151 2.54704 0.998799 0.00120066
1.63506e-07 0.00833637 -0.421747 0.999983 1.73737e-05
1.63863e-07 0.0605089 2.99877 0.999085 0.000915054
1.6422e-07 0.106745 -2.86062 0.997154 0.0028459
1.64577e-07 0.0221654 -2.32704 0.999877 0.000122822
1.64934e-07 0.0607306 1.32224 0.999078 0.000921769
1.65291e-07 0.214877 -1.55465 0.988501 0.0114987
1.65648e-07 0.00849908 2.01613 0.999982 1.80585e-05
1.66005e-07 0.00646405 2.40101 0.99999 1.0446e-05
1.66362e-07 0.0270342 -0.480516 0.999817 0.000182701
1.66719e-07 0.0209204 3.03394 0.999891 0.000109412
1.67076e-07 0.0980287 0.212774 0.9976 0.00240048
1.67433e-07 0.0778442 -2.65917 0.998486 0.00151417
1.6779e-07 0.0731254 0.972936 0.998664 0.00133624
1.68147e-07 0.0183421 1.39575 0.999916 8.41054e-05
1.68504e-07 0.00530293 -1.34173 0.999993 7.03025e-06
1.68861e-07 0.0699518 2.08101 0.998777 0.00122281
1.69218e-07 0.0572203 -0.615406 0.999182 0.000818317
1.69575e-07 0.0278554 2.8797 0.999806 0.000193968
1.69932e-07 0.0865922 -2.94454 0.998127 0.00187338
1.70289e-07 0.0856278 0.685502 0.998168 0.00183191
1.70646e-07 0.0342807 1.02112 0.999706 0.000293763
1.71003e-07 0.0734203 -1.76186 0.998653 0.00134703
1.7136e-07 0.017573 -1.57082 0.999923 7.72009e-05
1.71717e-07 0.0730491 -1.1009 0.998667 0.00133345
1.72074e-07 0.0496921 -0.751603 0.999383 0.0006172
1.72431e-07 0.0592736 2.73826 0.999122 0.000878084
1.72788e-07 0.0748244 -0.117394 0.998601 0.00139902
1.73145e-07 0.0296381 0.257667 0.99978 0.000219588
1.73502e-07 0.00777778 0.602083 0.999985 1.51234e-05
1.73859e-07 0.0216675 -2.22313 0.999883 0.000117366
1.74216e-07 0.0461098 -2.09098 0.999469 0.000531434
1.74573e-07 0.0157304 -1.70892 0.999938 6.18598e-05
1.7493e-07 0.0532359 1.78981 0.999292 0.000708347
1.75287e-07 0.0229372 2.17785 0.999868 0.000131523
1.75644e-07 0.102694 -0.6208 0.997366 0.00263421
1.76001e-07 0.0217717 -0.131413 0.999882 0.000118497
1.76358e-07 0.00692376 0.440856 0.999988 1.19846e-05
1.76715e-07 0.110594 0.837354 0.996945 0.00305463
1.77072e-07 0.00792588 1.19606 0.999984 1.57048e-05
1.77429e-07 0.0188441 -1.6453 0.999911 8.87727e-05
1.77786e-07 0.00716502 1.85424 0.999987 1.28343e-05
1.78143e-07 0.0534569 2.06818 0.999286 0.000714241
1.785e-07 0.00751291 2.50183 0.999986 1.41109e-05
1.78857e-07 0.087669 2.77418 0.99808 0.00192023
1.79214e-07 0.0778794 3.05957 0.998484 0.00151553
1.79571e-07 0.0129496 0.192879 0.999958 4.19226e-05
1.79928e-07 0.0260276 -2.58312 0.999831 0.000169349
1.80285e-07 0.101398 -2.09945 0.997432 0.00256817
1.80642e-07 0.0704176 1.30959 0.998761 0.00123915
1.80999e-07 0.0374621 1.67051 0.999649 0.000350812
1.81356e-07 0.0682898 2.03449 0.998835 0.00116542
1.81713e-07 0.00264241 -0.912727 0.999998 1.74559e-06
1.8207e-07 0.0188324 -0.576644 0.999911 8.86622e-05
1.82427e-07 0.0439686 -0.30691 0.999517 0.000483233
1.82784e-07 0.0366079 3.07584 0.999665 0.000334998
1.83141e-07 0.0334819 0.427853 0.99972 0.000280232
1.83498e-07 0.0583461 -2.58797 0.999149 0.000850826
1.83855e-07 0.0745349 -2.23669 0.998612 0.00138822
1.84212e-07 0.0408932 -2.03522 0.999582 0.000418005
1.84569e-07 0.12593 1.24065 0.996041 0.00395934
1.84926e-07 0.0382976 -1.45365 0.999633 0.000366631
1.85283e-07 0.0561547 -1.16926 0.999212 0.000788131
1.8564e-07 0.0451133 2.20378 0.999491 0.000508716
1.85997e-07 0.012118 2.12468 0.999963 3.6711e-05
1.86354e-07 0.192867 -0.662238 0.990729 0.00927062
1.86711e-07 0.0526171 -0.311337 0.999308 0.000691981
1.87068e-07 0.00235247 -0.20206 0.999999 1.38352e-06
1.87425e-07 0.00124494 -3.00818 1 3.87471e-07
1.87782e-07 0.059367 -2.75268 0.999119 0.000880851
1.88139e-07 0.119958 -2.35489 0.996407 0.00359319
1.88496e-07 0.00474254 1.27004 0.999994 5.62292e-06
1.88853e-07 0.0238876 -1.71006 0.999857 0.000142648
1.8921e-07 0.0948473 1.76448 0.997753 0.00224732
1.89567e-07 0.0129632 -0.818192 0.999958 4.20107e-05
1.89924e-07 0.0887684 -0.606361 0.998031 0.00196867
1.90281e-07 0.102002 2.69047 0.997401 0.00259887
1.90638e-07 0.0754466 -0.0139801 0.998578 0.00142237
1.90995e-07 0.0468371 0.549006 0.999452 0.000548328
1.91352e-07 0.00267959 -2.37291 0.999998 1.79505e-06
1.91709e-07 0.0263841 -1.81046 0.999826 0.00017402
1.92066e-07 0.0681184 -1.28273 0.99884 0.00115958
1.92423e-07 0.0246815 2.05586 0.999848 0.000152286
1.9278e-07 0.0324607 2.35031 0.999737 0.000263401
1.93137e-07 0.0502947 -0.449764 0.999368 0.000632256
1.93494e-07 0.0157498 2.85864 0.999938 6.2013e-05
1.93851e-07 0.039237 -0.0796767 0.999615 0.000384837
1.94208e-07 0.133725 -2.9751 0.995536 0.00446394
1.94565e-07 0.0135054 0.423261 0.999954 4.55983e-05
1.94922e-07 0.0210572 -2.46363 0.999889 0.000110847
1.95279e-07 0.0271973 0.954972 0.999815 0.000184912
1.95636e-07 0.00563339 1.3326 0.999992 7.93376e-06
1.95993e-07 0.0176437 -1.50699 0.999922 7.78231e-05
1.9635e-07 0.0563764 2.02437 0.999206 0.000794363
1.96707e-07 0.06042 2.48454 0.999088 0.000912368
1.97064e-07 0.0200757 2.91812 0.999899 0.000100755
1.97421e-07 0.0237157 -0.136583 0.999859 0.000140602
1.97778e-07 0.024596 0.110183 0.999849 0.000151233
1.98135e-07 0.00108731 0.311598 1 2.95562e-07
1.98492e-07 0.0229514 0.521239 0.999868 0.000131686
1.98849e-07 0.00434382 0.828358 0.999995 4.71719e-06
1.99206e-07 0.122706 1.0158 0.996241 0.00375946
1.99563e-07 0.0295583 1.28628 0.999782 0.000218408
1.9992e-07 0.113372 1.56428 0.99679 0.00320988
2.00277e-07 0.0410662 2.00989 0.999578 0.000421548
2.00634e-07 0.0504165 2.28059 0.999365 0.00063532
2.00991e-07 0.0167462 -0.549394 0.99993 7.01069e-05
2.01348e-07 0.0389195 -0.0746255 0.999621 0.000378634
2.01705e-07 0.0157263 0.407465 0.999938 6.18276e-05
2.02062e-07 0.0697626 -2.39803 0.998784 0.00121621
2.02419e-07 0.000312505 0.986145 1 2.44148e-08
2.02776e-07 0.105218 -1.76062 0.997235 0.00276516
2.03133e-07 0.0269065 1.78439 0.999819 0.000180979
2.0349e-07 0.032151 2.05942 0.999742 0.000258399
2.03847e-07 0.0035745 -0.730439 0.999997 3.19427e-06
2.04204e-07 0.0256499 2.68344 0.999836 0.000164471
2.04561e-07 0.00301115 -3.10531 0.999998 2.26675e-06
2.04918e-07 0.0208854 0.476876 0.999891 0.000109046
2.05275e-07 0.0384096 -2.37829 0.999631 0.00036878
2.05632e-07 0.0611709 1.345 0.999065 0.000935177
2.05989e-07 0.113017 2.03152 0.99681 0.0031898
2.06346e-07 0.0489936 2.1486 0.9994 0.000599974
2.06703e-07 0.0847368 2.42903 0.998206 0.00179401
2.0706e-07 0.0625892 -0.431386 0.999021 0.000979031
2.07417e-07 0.00277556 0.00941895 0.999998 1.92593e-06
2.07774e-07 0.0899745 0.458677 0.997978 0.00202249
2.08131e-07 0.0211327 0.819659 0.999888 0.000111644
2.08488e-07 0.122946 1.00879 0.996226 0.00377419
2.08845e-07 0.00821524 1.50757 0.999983 1.68724e-05
2.09202e-07 0.0484525 -1.23678 0.999413 0.000586796
2.09559e-07 0.0568433 2.31014 0.999192 0.000807573
2.09916e-07 0.0354134 2.67443 0.999687 0.000313494
2.10273e-07 0.0257441 0.205081 0.999834 0.000165681
2.1063e-07 0.0889341 0.451113 0.998024 0.00197602
2.10987e-07 0.12286 0.953101 0.996231 0.00376888
2.11344e-07 0.0361404 -1.74314 0.999674 0.000326497
2.11701e-07 0.00170933 -1.34657 0.999999 7.30454e-07
2.12058e-07 0.0149792 2.2893 0.999944 5.60927e-05
2.12415e-07 0.0316724 -0.665951 0.999749 0.000250764
2.12772e-07 0.0469636 -0.401136 0.999449 0.000551295
2.13129e-07 0.0952693 -0.00506874 0.997733 0.00226734
2.13486e-07 0.193156 -2.73986 0.990702 0.00929831
2.13842e-07 0.0751352 -2.30611 0.998589 0.00141066
2.14199e-07 0.0299703 1.24048 0.999775 0.000224538
2.14556e-07 0.020571 -1.43244 0.999894 0.000105788
2.14913e-07 0.0809934 -0.926836 0.998361 0.00163909
2.1527e-07 0.0290936 -0.265034 0.999788 0.000211595
2.15627e-07 0.0597265 -2.97061 0.999108 0.000891548
2.15984e-07 0.0328826 -2.66216 0.99973 0.000270291
2.16341e-07 0.0560433 -2.36798 0.999215 0.000785008
2.16698e-07 0.0676022 -2.00835 0.998858 0.00114208
2.17055e-07 0.054863 1.41822 0.999248 0.000752298
2.17412e-07 0.0155578 -1.35014 0.999939 6.05104e-05
2.17769e-07 0.127124 -1.08547 0.995965 0.00403468
2.18126e-07 0.0116245 2.36102 0.999966 3.37818e-05
2.18483e-07 0.0867246 2.61335 0.998121 0.00187911
2.1884e-07 0.0378915 -0.0341697 0.999641 0.000358899
2.19197e-07 0.076066 0.516172 0.998554 0.00144581
2.19554e-07 0.0800165 0.954143 0.9984 0.00159981
2.19911e-07 0.0817221 -1.77658 0.998331 0.0016687
2.20268e-07 0.0386846 1.88945 0.999626 0.000374077
2.20625e-07 0.0386463 2.2151 0.999627 0.000373337
2.20982e-07 0.0468787 -0.647339 0.999451 0.000549302
2.21339e-07 0.105607 2.94184 0.997214 0.00278562
2.21696e-07 0.108685 0.0214935 0.99705 0.00295018
2.22053e-07 0.0286871 0.51878 0.999794 0.000205724
2.2241e-07 0.0410803 -2.19799 0.999578 0.000421838
2.22767e-07 0.0260127 -1.59215 0.999831 0.000169156
2.23124e-07 0.0942602 -1.26019 0.99778 0.0022196
2.23481e-07 0.00782811 2.3446 0.999985 1.53198e-05
2.23838e-07 0.0266716 2.72899 0.999822 0.000177833
2.24195e-07 0.00392138 -3.09682 0.999996 3.8443e-06
2.24552e-07 0.0178034 -2.8412 0.999921 7.92384e-05
2.24909e-07 0.0589942 0.950643 0.99913 0.000869827
2.25266e-07 0.0787894 -2.01432 0.998449 0.00155114
2.25623e-07 0.0159517 -1.62643 0.999936 6.36127e-05
2.2598e-07 0.0743061 1.84063 0.99862 0.00137972
2.26337e-07 0.00554994 -1.07869 0.999992 7.70043e-06
2.26694e-07 0.0528075 -0.713297 0.999303 0.000696997
2.27051e-07 0.001541 -0.49342 0.999999 5.93673e-07
2.27408e-07 0.0200361 -0.094667 0.9999 0.000100358
2.27765e-07 0.0908716 0.40003 0.997937 0.00206299
2.28122e-07 0.0285064 -2.48998 0.999797 0.00020314
2.28479e-07 0.0242278 -2.06991 0.999853 0.00014674
2.28836e-07 0.00466498 1.40929 0.999995 5.44051e-06
2.29193e-07 0.0351227 1.72922 0.999692 0.00030837
2.2955e-07 0.0273396 1.85976 0.999813 0.000186852
2.29907e-07 0.124573 -0.887443 0.996125 0.00387458
2.30264e-07 0.0817613 2.38849 0.99833 0.0016703
2.30621e-07 0.0174126 2.57116 0.999924 7.57976e-05
2.30978e-07 0.0685222 2.99231 0.998827 0.00117337
2.31335e-07 0.108891 -3.04104 0.997039 0.00296139
2.31692e-07 0.0232033 0.513422 0.999865 0.000134593
2.32049e-07 0.0246819 -2.46429 0.999848 0.000152291
2.32406e-07 0.0142755 0.935189 0.999949 5.09463e-05
2.32763e-07 0.0998006 -1.89285 0.997512 0.00248797
2.3312e-07 0.0241519 -1.45003 0.999854 0.000145821
2.33477e-07 0.0960393 -1.21002 0.997696 0.00230411
2.33834e-07 0.0575759 -0.760231 0.999171 0.000828517
2.34191e-07 0.0183435 2.71643 0.999916 8.41183e-05
2.34548e-07 0.00344336 3.12269 0.999997 2.96418e-06
2.34905e-07 0.000830656 0.508889 1 1.72497e-07
2.35262e-07 0.0443523 -2.43772 0.999508 0.000491701
2.35619e-07 0.0535364 -1.94045 0.999284 0.000716365
2.35976e-07 0.0232834 -1.45073 0.999864 0.000135523
2.36333e-07 0.0636309 2.10975 0.998988 0.00101188
2.3669e-07 0.0119954 -0.702422 0.999964 3.59721e-05
2.37047e-07 0.082653 2.74785 0.998293 0.00170691
2.37404e-07 0.0447454 0.331576 0.9995 0.000500455
2.37761e-07 0.0434464 -2.56235 0.999528 0.000471824
2.38118e-07 0.0192659 -1.92295 0.999907 9.27905e-05
2.38475e-07 0.0819669 1.63686 0.998321 0.0016787
2.38832e-07 0.12886 1.90779 0.995854 0.00414551
2.39189e-07 0.0618947 -1.04794 0.999043 0.000957434
2.39546e-07 0.0459832 2.69467 0.999471 0.000528521
2.39903e-07 0.0460791 0.00824931 0.999469 0.000530726
2.4026e-07 0.0259055 0.641976 0.999832 0.000167765
2.40617e-07 0.0439925 -2.0136 0.999516 0.000483757
2.40974e-07 0.0592395 -1.4455 0.999123 0.000877073
2.41331e-07 0.0153492 2.26015 0.999941 5.88983e-05
2.41688e-07 0.0144836 -0.49274 0.999948 5.24425e-05
2.42045e-07 0.118865 3.04275 0.996472 0.00352809
2.42402e-07 0.0374029 -2.873 0.99965 0.000349704
2.42759e-07 0.0711365 -2.31241 0.998735 0.00126457
2.43116e-07 0.1269 -1.66139 0.99598 0.0040205
2.43473e-07 0.0216403 -1.41157 0.999883 0.000117071
2.4383e-07 0.0470254 2.08738 0.999447 0.000552745
2.44187e-07 0.0266211 -0.792624 0.999823 0.00017716
2.44544e-07 0.0802234 -0.470482 0.998392 0.00160809
2.44901e-07 0.0113008 -0.0461266 0.999968 3.19264e-05
2.45258e-07 2.98922e-05 0.258176 1 2.23386e-10
2.45615e-07 0.0845736 0.643255 0.998213 0.00178711
2.45972e-07 0.0019743 -2.0803 0.999999 9.74467e-07
2.46329e-07 0.0364512 1.40685 0.999668 0.000332137
2.46686e-07 0.0207104 -1.4536 0.999893 0.000107227
2.47043e-07 0.00323636 1.89658 0.999997 2.6185e-06
2.474e-07 0.00961373 -0.804323 0.999977 2.31058e-05
2.47757e-07 0.077655 -0.307904 0.998493 0.00150682
2.48114e-07 0.0501143 -3.06991 0.999372 0.000627729
2.48471e-07 0.0304606 -2.45606 0.999768 0.000231943
2.48828e-07 0.0549114 1.05252 0.999246 0.000753627
2.49185e-07 0.0775899 -1.61337 0.998496 0.00150429
2.49542e-07 0.000238878 -1.21748 1 1.42656e-08
2.49899e-07 0.0793927 2.38407 0.998425 0.00157497
2.50256e-07 0.0276606 2.88919 0.999809 0.000191265
2.50613e-07 0.103188 -3.11242 0.99734 0.00265959
2.5097e-07 0.00555532 -2.78405 0.999992 7.71538e-06
2.51327e-07 0.0498658 -2.35843 0.999378 0.000621521
2.51684e-07 0.117169 1.00793 0.996572 0.0034282
2.52041e-07 0.0570265 1.54246 0.999187 0.000812786
2.52398e-07 0.0616561 2.03847 0.99905 0.000950068
2.52755e-07 0.00293094 2.44016 0.999998 2.1476e-06
2.53112e-07 0.0869247 -0.166428 0.998112 0.00188779
2.53469e-07 0.0812647 -2.87636 0.99835 0.00165008
2.53826e-07 0.0385739 -2.65397 0.999628 0.00037194
2.54183e-07 0.0275206 -2.29178 0.999811 0.000189333
2.5454e-07 0.0222003 -1.98504 0.999877 0.000123208
2.54897e-07 0.0208051 -1.59289 0.999892 0.00010821
2.55254e-07 0.129651 -1.0872 0.995804 0.00419648
2.55611e-07 0.0784506 -0.711693 0.998462 0.00153784
2.55968e-07 0.0212736 -0.669643 0.999887 0.000113137
2.56325e-07 0.0496549 -0.564374 0.999384 0.000616276
2.56682e-07 0.0417244 2.96909 0.999565 0.000435168
2.57039e-07 0.00968724 -3.05645 0.999977 2.34605e-05
2.57396e-07 0.0261673 -2.96679 0.999829 0.000171172
2.57753e-07 0.0347127 -2.601 0.999699 0.000301212
2.5811e-07 0.0474919 1.00652 0.999436 0.000563764
2.58467e-07 0.0264804 -1.64335 0.999825 0.000175293
2.58824e-07 0.0779807 -1.25582 0.998481 0.00151948
2.59181e-07 0.0361421 -1.13888 0.999673 0.000326528
2.59538e-07 0.0666099 2.40056 0.998891 0.00110881
2.59895e-07 0.01511 -0.376753 0.999943 5.70767e-05
2.60252e-07 0.0789297 0.0644727 0.998443 0.00155667
2.60609e-07 0.0593745 0.752469 0.999119 0.000881074
2.60966e-07 0.012415 1.13181 0.999961 3.85323e-05
2.61323e-07 0.01094 1.51142 0.99997 2.99204e-05
2.6168e-07 0.0589921 -1.11503 0.99913 0.000869766
2.62037e-07 0.0844868 -0.898284 0.998217 0.00178345
2.62394e-07 0.0188892 -0.498887 0.999911 8.91974e-05
2.62751e-07 0.10239 -0.287723 0.997381 0.00261865
2.63108e-07 0.00878216 0.258573 0.999981 1.92815e-05
2.63465e-07 0.0247856 -2.43696 0.999846 0.000153573
2.63822e-07 0.0248256 0.995004 0.999846 0.00015407
2.64179e-07 0.0812169 1.19427 0.998352 0.00164814
2.64536e-07 0.0595458 1.54597 0.999114 0.000886163
2.64893e-07 0.0139845 1.73281 0.999951 4.88907e-05
2.6525e-07 0.0368473 2.03801 0.999661 0.000339393
2.65607e-07 0.109595 2.46619 0.997 0.00299976
2.65964e-07 0.000246943 -0.267127 1 1.52453e-08
2.66321e-07 0.0750722 -0.0843908 0.998592 0.0014083
2.66678e-07 0.027083 0.275556 0.999817 0.000183362
2.67035e-07 0.0195284 -2.68947 0.999905 9.53362e-05
2.67392e-07 0.011638 0.566954 0.999966 3.38603e-05
2.67749e-07 0.00567866 -2.21959 0.999992 8.06178e-06
2.68106e-07 0.00521393 -1.85145 0.999993 6.79625e-06
2.68463e-07 0.0868754 1.70935 0.998114 0.00188565
2.6882e-07 0.0226376 1.93851 0.999872 0.00012811
2.69177e-07 0.0256824 -0.862809 0.999835 0.000164887
2.69534e-07 0.0541827 -0.391054 0.999266 0.000733761
2.69891e-07 0.0144177 0.125658 0.999948 5.19668e-05
2.70248e-07 0.136709 -2.71266 0.995335 0.00466506
2.70605e-07 0.0389358 0.764043 0.999621 0.000378951
2.70962e-07 0.0418099 0.834652 0.999563 0.000436953
2.71319e-07 0.0191964 1.21616 0.999908 9.21227e-05
2.71676e-07 0.0170079 -1.65311 0.999928 7.23154e-05
2.72033e-07 0.0609435 1.75485 0.999072 0.00092824
2.7239e-07 0.0100074 2.05181 0.999975 2.50368e-05
2.72747e-07 0.060564 2.29608 0.999083 0.000916719
2.73104e-07 0.0679385 2.79103 0.998847 0.00115347
2.73461e-07 0.00183304 0.0444442 0.999999 8.40007e-07
2.73818e-07 0.0181944 -2.84414 0.999917 8.27567e-05
2.74175e-07 0.0636091 -2.58745 0.998989 0.00101119
2.74532e-07 0.0571474 1.10139 0.999184 0.000816235
2.74889e-07 0.0479487 -1.42631 0.999425 0.000574659
2.75246e-07 0.0170837 -1.1086 0.999927 7.29618e-05
2.75603e-07 0.0752876 -0.777409 0.998584 0.00141639
2.7596e-07 0.0238847 -0.338355 0.999857 0.000142613
2.76317e-07 0.0915636 2.98235 0.997905 0.00209451
2.76674e-07 0.0398257 0.0990158 0.999604 0.00039647
2.77031e-07 0.0193087 -2.72248 0.999907 9.32039e-05
2.77388e-07 0.0443741 -2.30746 0.999508 0.000492185
2.77745e-07 0.00229119 1.07938 0.999999 1.31238e-06
2.78102e-07 0.0545638 1.55092 0.999256 0.000744116
2.78459e-07 0.043457 -1.28728 0.999528 0.000472052
2.78816e-07 0.0867743 -1.05962 0.998119 0.00188126
2.79173e-07 0.0497886 -0.654162 0.99938 0.000619599
2.7953e-07 0.042517 -0.255739 0.999548 0.000451856
2.79887e-07 0.115719 -2.88697 0.996656 0.00334396
2.80244e-07 0.133937 0.558237 0.995522 0.0044781
2.80601e-07 0.0419831 -2.3961 0.999559 0.00044058
2.80958e-07 0.0139776 0.953485 0.999951 4.88423e-05
2.81315e-07 0.0375933 1.49904 0.999647 0.000353273
2.81672e-07 0.0191322 1.78629 0.999908 9.15078e-05
2.82029e-07 0.0286668 -0.726745 0.999795 0.000205432
2.82386e-07 0.0269278 -0.497529 0.999819 0.000181266
2.82743e-07 0.04414 2.99997 0.999513 0.000487006
2.831e-07 0.0473525 -2.78576 0.99944 0.00056046
2.83457e-07 0.0456313 0.490197 0.99948 0.000520463
2.83814e-07 0.0545008 0.766335 0.999258 0.000742399
2.84171e-07 0.0384207 -2.02329 0.999631 0.000368992
2.84528e-07 0.0122014 -1.73754 0.999963 3.72181e-05
2.84885e-07 0.00972486 1.85482 0.999976 2.3643e-05
2.85242e-07 0.0571165 -0.915514 0.999185 0.000815353
2.85599e-07 0.159072 -0.730978 0.993687 0.00631263
2.85956e-07 0.00673783 2.90406 0.999989 1.13495e-05
2.86313e-07 0.0244162 0.19354 0.999851 0.00014903
2.8667e-07 0.00123884 0.668643 1 3.83684e-07
2.87027e-07 0.0206964 -2.05114 0.999893 0.000107082
2.87384e-07 0.0112586 -1.81516 0.999968 3.16888e-05
2.87741e-07 0.012039 1.64939 0.999964 3.62338e-05
2.88098e-07 0.0633908 1.84101 0.998996 0.00100426
2.88455e-07 0.0194062 2.05247 0.999906 9.41473e-05
2.88812e-07 0.0277607 2.61329 0.999807 0.000192652
2.89169e-07 0.036626 -0.148164 0.999665 0.000335328
2.89526e-07 0.0170631 -3.01512 0.999927 7.27852e-05
2.89883e-07 0.0179853 -2.83821 0.999919 8.08654e-05
2.9024e-07 0.0981785 -2.37993 0.997592 0.00240782
2.90597e-07 0.0303147 1.15564 0.99977 0.000229728
2.90954e-07 0.0452379 1.41883 0.999488 0.000511531
2.91311e-07 0.11214 -1.29439 0.996859 0.00314054
2.91668e-07 0.0288374 2.05524 0.999792 0.000207884
2.92025e-07 0.049471 2.51346 0.999388 0.00061172
2.92382e-07 0.0138423 -0.242743 0.999952 4.79016e-05
2.92739e-07 0.0278543 0.172504 0.999806 0.000193953
2.93096e-07 0.0324925 0.509227 0.999736 0.000263917
2.93453e-07 0.0670922 0.813229 0.998875 0.00112492
2.9381e-07 0.0305747 -2.10225 0.999766 0.000233685
2.94167e-07 0.0569284 1.32663 0.99919 0.000809991
2.94524e-07 0.142345 -1.32908 0.994943 0.00505695
2.94881e-07 0.0994981 2.1394 0.997527 0.00247293
2.95238e-07 0.0495302 2.56933 0.999387 0.000613185
2.95595e-07 0.126505 3.02169 0.996004 0.00399556
2.95952e-07 0.00742223 0.283321 0.999986 1.37723e-05
2.96309e-07 0.0680614 -2.4018 0.998842 0.00115764
2.96666e-07 0.0240114 0.947935 0.999856 0.00014413
2.97023e-07 0.0204957 -2.00774 0.999895 0.000105015
2.9738e-07 0.0877798 -1.52621 0.998075 0.00192509
2.97737e-07 0.0295952 2.1148 0.999781 0.000218954
2.98094e-07 0.00753003 -0.786292 0.999986 1.41753e-05
2.98451e-07 0.0739853 2.91111 0.998632 0.00136783
2.98808e-07 0.0727461 0.0773594 0.998678 0.00132242
2.99165e-07 0.0266662 -2.78152 0.999822 0.000177761
2.99522e-07 0.0132103 -2.52527 0.999956 4.36275e-05
2.99879e-07 0.0307954 -2.11518 0.999763 0.00023707
3.00236e-07 0.0876408 1.28768 0.998081 0.001919
3.00593e-07 0.00561767 -1.78664 0.999992 7.88954e-06
3.0095e-07 0.00814084 -1.55971 0.999983 1.65682e-05
3.01307e-07 0.0675321 1.63735 0.99886 0.00113971
3.01664e-07 0.0981819 2.00751 0.997592 0.00240799
3.02021e-07 0.0587764 2.21987 0.999137 0.000863419
3.02378e-07 0.0115398 -0.624584 0.999967 3.32912e-05
3.02735e-07 0.00823107 -0.335931 0.999983 1.69375e-05
3.03092e-07 0.023496 -0.164161 0.999862 0.00013801
3.03449e-07 0.0160411 -2.87732 0.999936 6.43275e-05
3.03806e-07 0.0683375 -2.69254 0.998833 0.00116705
3.04163e-07 0.0716783 -2.42492 0.998716 0.0012839
3.0452e-07 0.0810485 1.04193 0.998359 0.00164132
3.04877e-07 0.0279787 -1.88409 0.999804 0.000195689
3.05234e-07 0.0614881 1.72895 0.999055 0.000944899
3.05591e-07 0.00440948 2.01196 0.999995 4.86086e-06
3.05948e-07 0.00753075 -0.762511 0.999986 1.4178e-05
3.06305e-07 0.0696513 2.81258 0.998788 0.00121233
3.06662e-07 0.0478906 3.10813 0.999427 0.000573269
3.07019e-07 0.0586182 0.321406 0.999141 0.000858776
3.07376e-07 0.0348412 0.842121 0.999697 0.000303447
3.07733e-07 0.00198709 -1.87733 0.999999 9.87128e-07
3.0809e-07 0.11758 1.71516 0.996548 0.00345227
3.08447e-07 0.0594085 -0.904621 0.999118 0.000882084
3.08804e-07 0.0285622 2.52874 0.999796 0.000203935
3.09161e-07 0.0929812 0.123923 0.99784 0.00215982
3.09518e-07 0.0442623 0.501154 0.99951 0.000489709
3.09875e-07 0.0553582 1.04248 0.999234 0.000765937
3.10232e-07 0.0876386 -1.76073 0.998081 0.0019189
3.10589e-07 0.0222105 -1.39083 0.999877 0.000123322
3.10946e-07 0.00713078 -1.18732 0.999987 1.27119e-05
3.11303e-07 0.0671518 2.60023 0.998873 0.00112692
3.1166e-07 0.0127987 -0.257763 0.999959 4.09514e-05
3.12017e-07 0.0415732 -3.13565 0.999568 0.000432021
3.12374e-07 0.0310544 0.100777 0.999759 0.000241075
3.12731e-07 0.118849 0.276469 0.996473 0.00352714
3.13088e-07 0.00574938 0.596993 0.999992 8.26382e-06
3.13445e-07 0.0426442 -2.16708 0.999545 0.000454563
3.13802e-07 0.0695179 -1.91288 0.998792 0.0012077
3.14159e-07 0.0014722 -1.35969 0.999999 5.41841e-07
3.14516e-07 0.0507965 -1.05819 0.999355 0.000644932
3.14873e-07 0.117644 -0.902112 0.996544 0.00345605
3.1523e-07 0.029823 2.66581 0.999778 0.000222336
3.15587e-07 0.0232416 2.95449 0.999865 0.000135037
3.15944e-07 0.0636054 0.417924 0.998989 0.00101107
3.16301e-07 0.0294804 -2.28979 0.999783 0.000217257
3.16658e-07 0.0107586 -2.0058 0.999971 2.89367e-05
3.17015e-07 0.0419217 -1.7295 0.999561 0.000439294
3.17372e-07 0.0391426 1.6988 0.999617 0.000382988
3.17729e-07 0.0188111 -0.988603 0.999912 8.84621e-05
3.18086e-07 0.0317027 2.63449 0.999749 0.000251244
3.18443e-07 0.0561892 3.10267 0.999211 0.000789098
3.188e-07 0.0127755 0.203622 0.999959 4.08031e-05
3.19157e-07 0.0181596 -2.53918 0.999918 8.24407e-05
3.19514e-07 0.128082 -2.02854 0.995904 0.00409567
3.19871e-07 0.0846007 -1.78794 0.998212 0.00178825
3.20228e-07 0.0309146 1.70554 0.999761 0.000238909
3.20585e-07 0.00345329 2.16344 0.999997 2.9813e-06
3.20942e-07 0.0265152 2.66246 0.999824 0.000175754
3.21299e-07 0.0414038 -0.0196145 0.999571 0.000428508
3.21656e-07 0.0499394 0.387446 0.999377 0.000623356
3.22013e-07 0.0684497 -2.46252 0.998829 0.00117088
3.2237e-07 0.0935451 -1.94957 0.997814 0.00218607
