Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (0,0) 1 0
1.11919e-07 (0.413802,-0.81209) (0.366435,-0.186708) 0.830723 0.169135
1.12098e-07 (0.279639,-0.860575) (0.404698,-0.131494) 0.818786 0.181071
1.12276e-07 (0.14051,-0.887013) (0.434272,-0.0687819) 0.806535 0.193323
1.12455e-07 (2.12764e-05,-0.891056) (0.453737,6.67688e-13) 0.79398 0.205877
1.12633e-07 (-0.138238,-0.872941) (0.461918,0.0731607) 0.781136 0.218721
1.12812e-07 (-0.27079,-0.833479) (0.457934,0.148792) 0.768014 0.231843
1.1299e-07 (-0.394358,-0.774022) (0.441232,0.224819) 0.754627 0.245229
1.13169e-07 (-0.505951,-0.696422) (0.411619,0.299059) 0.740989 0.258867
1.13347e-07 (-0.602939,-0.602974) (0.369285,0.369285) 0.727114 0.272742
1.13526e-07 (-0.68312,-0.496347) (0.314804,0.43329) 0.713014 0.286842
1.13704e-07 (-0.744767,-0.379507) (0.249138,0.48896) 0.698704 0.301152
1.13883e-07 (-0.78667,-0.255632) (0.173616,0.534336) 0.684197 0.315658
1.14061e-07 (-0.808157,-0.128027) (0.0899119,0.567681) 0.669509 0.330346
1.1424e-07 (-0.809107,-2.75505e-05) (-7.8279e-13,0.587538) 0.654654 0.345201
1.14418e-07 (-0.789936,0.125085) (-0.093888,0.592785) 0.639645 0.360209
1.14597e-07 (-0.751584,0.244174) (-0.189323,0.582676) 0.624499 0.375355
1.14775e-07 (-0.695472,0.354328) (-0.283744,0.556878) 0.60923 0.390624
1.14954e-07 (-0.623461,0.452934) (-0.374526,0.515491) 0.593854 0.406
1.15132e-07 (-0.537787,0.537744) (-0.459059,0.459059) 0.578384 0.42147
1.15311e-07 (-0.440996,0.606926) (-0.534819,0.388569) 0.562837 0.437017
1.15489e-07 (-0.335867,0.659107) (-0.599446,0.305433) 0.547228 0.452625
1.15668e-07 (-0.225332,0.693396) (-0.650818,0.211464) 0.531572 0.468281
1.15846e-07 (-0.112392,0.709404) (-0.687113,0.108828) 0.515885 0.483967
1.16025e-07 (-3.31463e-05,0.707236) (-0.706873,-8.88026e-13) 0.500183 0.49967
1.16203e-07 (0.108852,0.687482) (-0.709056,-0.112303) 0.48448 0.515373
1.16382e-07 (0.211546,0.651184) (-0.693072,-0.225193) 0.468792 0.53106
1.1656e-07 (0.305574,0.5998) (-0.658813,-0.335682) 0.453135 0.546717
1.16739e-07 (0.388766,0.53515) (-0.60667,-0.440771) 0.437524 0.562327
1.16917e-07 (0.459309,0.459359) (-0.53753,-0.53753) 0.421975 0.577876
1.17096e-07 (0.515789,0.374787) (-0.452766,-0.623178) 0.406503 0.593348
1.17274e-07 (0.557217,0.283958) (-0.354208,-0.695172) 0.391123 0.608728
1.17453e-07 (0.583049,0.189483) (-0.244104,-0.751275) 0.37585 0.624
1.17631e-07 (0.593183,0.0939889) (-0.125064,-0.789626) 0.3607 0.63915
1.1781e-07 (0.587952,3.7926e-05) (9.79716e-13,-0.808803) 0.345687 0.654163
1.17988e-07 (0.5681,-0.0899394) (0.127954,-0.807868) 0.330827 0.669023
1.18167e-07 (0.53475,-0.17371) (0.255517,-0.786402) 0.316133 0.683717
1.18345e-07 (0.489359,-0.249297) (0.379355,-0.744526) 0.301621 0.698229
1.18524e-07 (0.433663,-0.315025) (0.496164,-0.682911) 0.287304 0.712545
1.18702e-07 (0.369621,-0.369564) (0.602765,-0.602765) 0.273197 0.726652
1.18881e-07 (0.29935,-0.411951) (0.696194,-0.505815) 0.259314 0.740535
1.19059e-07 (0.225057,-0.441609) (0.773782,-0.394261) 0.245669 0.75418
1.19238e-07 (0.148969,-0.458347) (0.833233,-0.270734) 0.232274 0.767575
1.19416e-07 (0.0732722,-0.462358) (0.872697,-0.138222) 0.219143 0.780705
1.19595e-07 (4.17718e-05,-0.454192) (0.890819,1.05332e-12) 0.20629 0.793558
1.19773e-07 (-0.068812,-0.434731) (0.886789,0.140454) 0.193726 0.806122
1.19952e-07 (-0.131597,-0.405151) (0.860369,0.279551) 0.181465 0.818383
1.2013e-07 (-0.186881,-0.366869) (0.811907,0.413687) 0.169517 0.83033
1.20309e-07 (-0.233528,-0.321498) (0.742337,0.539339) 0.157896 0.841951
1.20487e-07 (-0.270721,-0.270782) (0.653159,0.653159) 0.146613 0.853234
1.20666e-07 (-0.297971,-0.216543) (0.546409,0.752068) 0.135678 0.864169
1.20844e-07 (-0.315127,-0.160614) (0.424607,0.833339) 0.125102 0.874745
1.21023e-07 (-0.32236,-0.104787) (0.290698,0.894676) 0.114896 0.88495
1.21201e-07 (-0.320148,-0.0507514) (0.147975,0.93428) 0.105071 0.894776
1.2138e-07 (-0.309248,-4.45891e-05) (-1.09521e-12,0.9509) 0.0956345 0.904211
1.21558e-07 (-0.290658,0.0459904) (-0.149495,0.943875) 0.0865974 0.913248
1.21737e-07 (-0.265575,0.0862433) (-0.296701,0.913152) 0.0779682 0.921877
1.21915e-07 (-0.235346,0.119864) (-0.437834,0.859297) 0.0697554 0.93009
1.22094e-07 (-0.201417,0.146282) (-0.569235,0.783485) 0.0619671 0.937878
1.22272e-07 (-0.165276,0.165212) (-0.687471,0.687471) 0.054611 0.945234
1.22451e-07 (-0.128404,0.176655) (-0.789424,0.57355) 0.0476944 0.95215
1.22629e-07 (-0.0922177,0.180886) (-0.872377,0.444498) 0.041224 0.95862
1.22808e-07 (-0.0580257,0.178436) (-0.934089,0.303504) 0.0352063 0.964638
1.22986e-07 (-0.026981,0.170056) (-0.972859,0.154086) 0.0296471 0.970197
1.23165e-07 (-4.63085e-05,0.156691) (-0.987568,-1.1024e-12) 0.0245521 0.975291
1.23343e-07 (0.0220365,0.139429) (-0.97772,-0.154856) 0.0199262 0.979917
1.23522e-07 (0.0387665,0.119462) (-0.943451,-0.306546) 0.0157739 0.984069
1.237e-07 (0.0498963,0.0980296) (-0.885529,-0.4512) 0.0120994 0.987743
1.23879e-07 (0.0554336,0.0763772) (-0.805342,-0.585115) 0.00890635 0.990936
1.24057e-07 (0.0556348,0.0557009) (-0.704856,-0.704856) 0.00619782 0.993645
1.24236e-07 (0.0509888,0.0371034) (-0.586569,-0.807343) 0.00397651 0.995866
1.24414e-07 (0.0421923,0.0215506) (-0.453445,-0.889936) 0.00224462 0.997597
1.24593e-07 (0.0301183,0.00983531) (-0.308837,-0.950504) 0.00100385 0.998838
1.24771e-07 (0.0157777,0.00254641) (-0.156402,-0.987484) 0.00025542 0.999586
1.2495e-07 (0.000276145,4.68877e-05) (1.07858e-12,-0.999921) 7.84544e-08 0.999841
1.25128e-07 (-0.0152323,0.00246002) (0.156403,-0.987492) 0.000238074 0.999603
1.25307e-07 (-0.0295933,0.00966472) (0.308843,-0.95052) 0.00096917 0.998872
1.25485e-07 (-0.0417007,0.0213001) (0.453456,-0.889958) 0.00219265 0.997648
1.25664e-07 (-0.0505428,0.0367793) (0.586589,-0.80737) 0.00390729 0.995933
1.25842e-07 (-0.0552454,0.0553115) (0.704886,-0.704886) 0.00611142 0.993729
1.26021e-07 (-0.0551103,0.0759322) (0.805383,-0.585145) 0.00880285 0.991037
1.26199e-07 (-0.049647,0.0975403) (0.885582,-0.451227) 0.0119789 0.987861
1.26378e-07 (-0.0385971,0.11894) (0.943515,-0.306567) 0.0156365 0.984203
1.26556e-07 (-0.0219509,0.138889) (0.977795,-0.154868) 0.019772 0.980067
1.26735e-07 (4.63125e-05,0.156145) (0.987653,1.02812e-12) 0.0243813 0.975458
1.26913e-07 (0.0268959,0.169519) (0.97295,0.1541) 0.0294599 0.970379
1.27092e-07 (0.0578579,0.177919) (0.934185,0.303535) 0.0350028 0.964836
1.2727e-07 (0.0919719,0.180404) (0.872474,0.444548) 0.0410044 0.958834
1.27449e-07 (0.128086,0.176218) (0.789519,0.573619) 0.0474589 0.952379
1.27627e-07 (0.164896,0.164831) (0.68756,0.68756) 0.0543599 0.945478
1.27806e-07 (0.200983,0.145967) (0.569314,0.783593) 0.0617006 0.938137
1.27984e-07 (0.234871,0.119622) (0.437898,0.859424) 0.0694738 0.930364
1.28163e-07 (0.26507,0.0860791) (0.296747,0.913294) 0.0776717 0.922166
1.28341e-07 (0.290136,0.0459076) (0.14952,0.944031) 0.0862863 0.913551
1.2852e-07 (0.308722,-4.45969e-05) (-9.56235e-13,0.951067) 0.095309 0.904528
1.28698e-07 (0.319631,-0.0506694) (-0.148003,0.934452) 0.104731 0.895105
1.28877e-07 (0.321864,-0.104626) (-0.290754,0.894849) 0.114543 0.885293
1.29055e-07 (0.314665,-0.160379) (-0.424694,0.833508) 0.124735 0.875101
1.29234e-07 (0.297554,-0.21624) (-0.546526,0.752228) 0.135298 0.864538
1.29412e-07 (0.270358,-0.27042) (-0.653305,0.653305) 0.14622 0.853615
1.29591e-07 (0.233229,-0.321086) (-0.74251,0.539465) 0.157492 0.842344
1.29769e-07 (0.186651,-0.366418) (-0.812104,0.413788) 0.169101 0.830734
1.29948e-07 (0.131442,-0.404673) (-0.860587,0.279622) 0.181037 0.818798
1.30126e-07 (0.068734,-0.434238) (-0.887023,0.140491) 0.193287 0.806547
1.30305e-07 (-4.17833e-05,-0.453696) (-0.891063,-8.68444e-13) 0.20584 0.793994
1.30483e-07 (-0.0731953,-0.461872) (-0.872946,-0.138261) 0.218684 0.781151
1.30662e-07 (-0.148819,-0.457884) (-0.83348,-0.270814) 0.231804 0.76803
1.3084e-07 (-0.224837,-0.441178) (-0.77402,-0.394383) 0.24519 0.754644
1.31019e-07 (-0.299068,-0.411564) (-0.696416,-0.505976) 0.258826 0.741007
1.31197e-07 (-0.369285,-0.369228) (-0.602965,-0.602965) 0.272701 0.727132
1.31376e-07 (-0.433282,-0.314749) (-0.496334,-0.683144) 0.2868 0.713033
1.31554e-07 (-0.488943,-0.249085) (-0.379489,-0.74479) 0.301109 0.698724
1.31733e-07 (-0.534311,-0.173567) (-0.255611,-0.78669) 0.315614 0.684218
1.31911e-07 (-0.567649,-0.0898679) (-0.128002,-0.808175) 0.330301 0.669531
1.3209e-07 (-0.5875,3.79409e-05) (7.70578e-13,-0.809121) 0.345156 0.654676
1.32268e-07 (-0.592741,0.093919) (0.125115,-0.789946) 0.360163 0.639669
1.32447e-07 (-0.582629,0.189347) (0.244206,-0.751589) 0.375308 0.624523
1.32625e-07 (-0.556828,0.283759) (0.354361,-0.695473) 0.390577 0.609255
1.32804e-07 (-0.515439,0.374533) (0.452968,-0.623457) 0.405953 0.593879
1.32982e-07 (-0.459007,0.459058) (0.537778,-0.537778) 0.421421 0.57841
1.33161e-07 (-0.388518,0.534809) (0.606959,-0.440981) 0.436967 0.562863
1.33339e-07 (-0.305386,0.599429) (0.659137,-0.335847) 0.452576 0.547255
1.33518e-07 (-0.21142,0.650794) (0.693424,-0.225307) 0.468231 0.5316
1.33696e-07 (-0.108789,0.687082) (0.709428,-0.112362) 0.483917 0.515913
1.33875e-07 (3.31643e-05,0.706837) (0.707256,6.6834e-13) 0.499619 0.500211
1.34053e-07 (0.11233,0.709016) (0.687497,0.108889) 0.515321 0.484508
1.34232e-07 (0.225212,0.693028) (0.651193,0.211585) 0.531009 0.468821
1.3441e-07 (0.335694,0.658767) (0.599803,0.305615) 0.546665 0.453164
1.34589e-07 (0.440776,0.606623) (0.535147,0.388807) 0.562275 0.437554
1.34767e-07 (0.537527,0.537484) (0.45935,0.45935) 0.577824 0.422005
1.34946e-07 (0.623169,0.452722) (0.374771,0.515829) 0.593296 0.406533
1.35124e-07 (0.695156,0.354167) (0.283936,0.557255) 0.608676 0.391153
1.35303e-07 (0.751252,0.244066) (0.189455,0.583084) 0.623948 0.37588
1.35481e-07 (0.789598,0.125032) (0.0939558,0.593213) 0.639098 0.36073
1.3566e-07 (0.808771,-2.75711e-05) (-5.67005e-13,0.587977) 0.654111 0.345717
1.35838e-07 (0.807832,-0.127975) (-0.0899813,0.56812) 0.668971 0.330856
1.36017e-07 (0.786364,-0.255533) (-0.173755,0.534763) 0.683665 0.316163
1.36195e-07 (0.744486,-0.379364) (-0.249344,0.489365) 0.698177 0.30165
1.36374e-07 (0.682871,-0.496166) (-0.315073,0.433661) 0.712493 0.287333
1.36552e-07 (0.602727,-0.602761) (-0.369612,0.369612) 0.7266 0.273226
1.36731e-07 (0.505778,-0.696184) (-0.411998,0.299334) 0.740483 0.259343
1.36909e-07 (0.394227,-0.773766) (-0.441653,0.225033) 0.754129 0.245697
1.37088e-07 (0.270703,-0.833213) (-0.458388,0.148939) 0.767524 0.232302
1.37266e-07 (0.138195,-0.872672) (-0.462393,0.0732359) 0.780655 0.219171
1.37445e-07 (-2.12991e-05,-0.890791) (-0.454222,-4.71678e-13) 0.793508 0.206317
1.37623e-07 (-0.14047,-0.886758) (-0.434755,-0.0688584) 0.806072 0.193753
1.37802e-07 (-0.279561,-0.860337) (-0.405167,-0.131647) 0.818334 0.181491
1.3798e-07 (-0.413692,-0.811874) (-0.366877,-0.186933) 0.830282 0.169543
1.38159e-07 (-0.539339,-0.742305) (-0.321498,-0.233582) 0.841903 0.157921
1.38337e-07 (-0.653154,-0.653129) (-0.270774,-0.270774) 0.853187 0.146637
1.38516e-07 (-0.752058,-0.546381) (-0.216526,-0.298023) 0.864123 0.135701
1.38694e-07 (-0.833324,-0.424581) (-0.16059,-0.315176) 0.874699 0.125125
1.38873e-07 (-0.894658,-0.290675) (-0.104756,-0.322405) 0.884905 0.114919
1.39051e-07 (-0.934259,-0.147957) (-0.0507129,-0.320188) 0.894731 0.105092
1.3923e-07 (-0.950877,1.45027e-05) (3.86885e-13,-0.309282) 0.904168 0.0956555
1.39408e-07 (-0.94385,0.149505) (0.04604,-0.290685) 0.913205 0.0866176
1.39587e-07 (-0.913127,0.296707) (0.0862969,-0.265595) 0.921835 0.0779876
1.39765e-07 (-0.859272,0.437835) (0.11992,-0.235357) 0.930049 0.0697739
1.39944e-07 (-0.783461,0.569233) (0.146339,-0.201419) 0.937838 0.0619847
1.40122e-07 (-0.687449,0.687465) (0.165269,-0.165269) 0.945194 0.0546277
1.40301e-07 (-0.57353,0.789414) (0.176711,-0.128388) 0.952112 0.0477101
1.40479e-07 (-0.444481,0.872364) (0.18094,-0.0921933) 0.958583 0.0412387
1.40658e-07 (-0.30349,0.934075) (0.178485,-0.0579932) 0.964601 0.03522
1.40836e-07 (-0.154075,0.972842) (0.1701,-0.0269412) 0.970161 0.0296598
1.41015e-07 (7.34922e-06,0.987551) (0.156728,3.15966e-13) 0.975257 0.0245637
1.41193e-07 (0.15486,0.977703) (0.139459,0.0220882) 0.979884 0.0199367
1.41372e-07 (0.306546,0.943433) (0.119483,0.0388224) 0.984037 0.0157834
1.4155e-07 (0.451197,0.885513) (0.0980422,0.049955) 0.987712 0.0121078
1.41729e-07 (0.58511,0.805328) (0.0763806,0.0554938) 0.990906 0.00891356
1.41907e-07 (0.704849,0.704843) (0.055695,0.055695) 0.993616 0.00620387
1.42086e-07 (0.807333,0.586558) (0.0370882,0.0510476) 0.995838 0.00398139
1.42264e-07 (0.889925,0.453437) (0.0215265,0.0422482) 0.997571 0.0022483
1.42443e-07 (0.950492,0.308832) (0.00980281,0.0301699) 0.998813 0.00100632
1.42621e-07 (0.987472,0.156399) (0.00250624,0.0158238) 0.999562 0.000256674
1.428e-07 (0.999909,-1.4798e-08) (-2.61804e-13,0.00031559) 0.999819 9.95973e-08
1.42978e-07 (0.987482,-0.156401) (0.00240752,-0.0152005) 0.999582 0.00023685
1.43157e-07 (0.950511,-0.308838) (0.00960786,-0.0295699) 0.998851 0.000966692
1.43335e-07 (0.889951,-0.45345) (0.0212403,-0.0416864) 0.997629 0.00218891
1.43514e-07 (0.807365,-0.586581) (0.0367179,-0.0505379) 0.995915 0.00390228
1.43692e-07 (0.704883,-0.704878) (0.05525,-0.05525) 0.993712 0.00610513
1.43871e-07 (0.585144,-0.805375) (0.0758722,-0.0551244) 0.991022 0.00879528
1.44049e-07 (0.451228,-0.885573) (0.0974831,-0.0496701) 0.987847 0.0119701
1.44228e-07 (0.30657,-0.943507) (0.118887,-0.0386288) 0.98419 0.0156264
1.44406e-07 (0.154873,-0.977788) (0.138842,-0.0219904) 0.980056 0.0197606
1.44585e-07 (7.31997e-06,-0.987648) (0.156104,-2.26097e-13) 0.975448 0.0243686
1.44763e-07 (-0.154092,-0.972947) (0.169485,0.0268439) 0.97037 0.0294459
1.44942e-07 (-0.303526,-0.934184) (0.177895,0.0578014) 0.964828 0.0349875
1.4512e-07 (-0.444538,-0.872476) (0.180388,0.0919124) 0.958828 0.0409878
1.45299e-07 (-0.573609,-0.789523) (0.176212,0.128025) 0.952374 0.0474411
1.45477e-07 (-0.687551,-0.687567) (0.164834,0.164834) 0.945474 0.0543408
1.45656e-07 (-0.783586,-0.569323) (0.145979,0.200923) 0.938135 0.0616802
1.45834e-07 (-0.859417,-0.437909) (0.119644,0.234814) 0.930363 0.0694521
1.46013e-07 (-0.91329,-0.29676) (0.0861092,0.265017) 0.922166 0.0776488
1.46191e-07 (-0.94403,-0.149534) (0.0459455,0.290088) 0.913552 0.0862622
1.4637e-07 (-0.951068,-1.44745e-05) (2.09784e-13,0.308681) 0.90453 0.0952837
1.46548e-07 (-0.934456,0.147988) (-0.0506192,0.319597) 0.895109 0.104705
1.46727e-07 (-0.894857,0.29074) (-0.104572,0.321839) 0.885298 0.114515
1.46905e-07 (-0.833519,0.42468) (-0.160321,0.314648) 0.875107 0.124707
1.47084e-07 (-0.752242,0.546514) (-0.21618,0.297547) 0.864545 0.135268
1.47262e-07 (-0.653321,0.653296) (-0.27036,0.27036) 0.853624 0.146189
1.47441e-07 (-0.539483,0.742503) (-0.321027,0.23324) 0.842353 0.157459
1.47619e-07 (-0.413808,0.812101) (-0.366363,0.186671) 0.830745 0.169068
1.47798e-07 (-0.279643,0.860587) (-0.404621,0.131469) 0.81881 0.181002
1.47976e-07 (-0.140512,0.887027) (-0.434192,0.0687692) 0.80656 0.193252
1.48155e-07 (-2.12726e-05,0.891071) (-0.453656,2.09832e-13) 0.794008 0.205804
1.48333e-07 (0.138241,0.872958) (-0.461839,-0.0731481) 0.781166 0.218646
1.48512e-07 (0.270795,0.833496) (-0.457858,-0.148767) 0.768046 0.231766
1.4869e-07 (0.394366,0.774039) (-0.441161,-0.224783) 0.754661 0.24515
1.48869e-07 (0.505963,0.696439) (-0.411555,-0.299012) 0.741025 0.258786
1.49047e-07 (0.602955,0.60299) (-0.369229,-0.369229) 0.727151 0.27266
1.49226e-07 (0.683139,0.496361) (-0.314758,-0.433227) 0.713053 0.286758
1.49404e-07 (0.744789,0.379518) (-0.249102,-0.488891) 0.698744 0.301066
1.49583e-07 (0.786694,0.25564) (-0.173592,-0.534262) 0.68424 0.31557
1.49761e-07 (0.808184,0.128031) (-0.0898997,-0.567604) 0.669553 0.330257
1.4994e-07 (0.809135,2.75469e-05) (-2.29178e-13,-0.587461) 0.654699 0.345111
1.50118e-07 (0.789965,-0.12509) (0.093876,-0.592709) 0.639692 0.360117
1.50297e-07 (0.751613,-0.244184) (0.1893,-0.582604) 0.624547 0.375262
1.50475e-07 (0.695501,-0.354342) (0.283709,-0.556811) 0.60928 0.390529
1.50654e-07 (0.623488,-0.452954) (0.374482,-0.51543) 0.593904 0.405905
1.50832e-07 (0.537811,-0.537768) (0.459006,-0.459006) 0.578436 0.421373
1.51011e-07 (0.441017,-0.606955) (0.534759,-0.388525) 0.56289 0.436918
1.51189e-07 (0.335883,-0.659139) (0.599381,-0.3054) 0.547282 0.452526
1.51368e-07 (0.225343,-0.693432) (0.650748,-0.211441) 0.531627 0.468181
1.51546e-07 (0.112398,-0.709442) (0.687041,-0.108817) 0.515941 0.483867
1.51725e-07 (3.3143e-05,-0.707276) (0.706802,-2.61846e-13) 0.500239 0.499568
1.51903e-07 (-0.108859,-0.687522) (0.708986,0.112292) 0.484537 0.51527
1.52082e-07 (-0.211559,-0.651224) (0.693005,0.225171) 0.46885 0.530957
1.5226e-07 (-0.305594,-0.599838) (0.658751,0.33565) 0.453193 0.546613
1.52439e-07 (-0.388792,-0.535186) (0.606614,0.440731) 0.437583 0.562223
1.52617e-07 (-0.459341,-0.459391) (0.537481,0.537481) 0.422034 0.577772
1.52796e-07 (-0.515826,-0.374814) (0.452726,0.623124) 0.406562 0.593244
1.52974e-07 (-0.55726,-0.283979) (0.354178,0.695113) 0.391182 0.608623
1.53153e-07 (-0.583095,-0.189498) (0.244083,0.751212) 0.37591 0.623896
1.53331e-07 (-0.593232,-0.0939967) (0.125054,0.789561) 0.36076 0.639046
1.5351e-07 (-0.588002,-3.79229e-05) (3.05367e-13,0.808739) 0.345747 0.654058
1.53688e-07 (-0.568151,0.0899474) (-0.127944,0.807805) 0.330886 0.668919
1.53867e-07 (-0.5348,0.173726) (-0.255498,0.786342) 0.316192 0.683612
1.54045e-07 (-0.489406,0.249321) (-0.379327,0.74447) 0.30168 0.698125
1.54224e-07 (-0.433707,0.315057) (-0.496128,0.682861) 0.287363 0.712442
1.54402e-07 (-0.36966,0.369603) (-0.602722,0.602722) 0.273255 0.726549
1.54581e-07 (-0.299383,0.411997) (-0.696146,0.50578) 0.259372 0.740432
1.54759e-07 (-0.225083,0.44166) (-0.773729,0.394235) 0.245725 0.754078
1.54938e-07 (-0.148987,0.458403) (-0.833178,0.270716) 0.23233 0.767473
1.55116e-07 (-0.0732814,0.462416) (-0.872641,0.138213) 0.219199 0.780604
1.55295e-07 (-4.17692e-05,0.454251) (-0.890763,3.56853e-13) 0.206344 0.793458
1.55473e-07 (0.0688215,0.434791) (-0.886734,-0.140445) 0.19378 0.806023
1.55652e-07 (0.131616,0.405209) (-0.860317,-0.279534) 0.181517 0.818285
1.5583e-07 (0.18691,0.366925) (-0.81186,-0.413663) 0.169569 0.830233
1.56009e-07 (0.233566,0.321549) (-0.742295,-0.539309) 0.157947 0.841855
1.56187e-07 (0.270766,0.270827) (-0.653123,-0.653123) 0.146662 0.85314
1.56366e-07 (0.298024,0.216581) (-0.54638,-0.752027) 0.135725 0.864076
1.56544e-07 (0.315186,0.160644) (-0.424585,-0.833295) 0.125148 0.874653
1.56723e-07 (0.322423,0.104808) (-0.290683,-0.89463) 0.114941 0.88486
1.56901e-07 (0.320215,0.0507619) (-0.147968,-0.934233) 0.105114 0.894687
1.5708e-07 (0.309316,4.4587e-05) (-4.09756e-13,-0.950854) 0.0956766 0.904124
1.57258e-07 (0.290726,-0.0460012) (0.149488,-0.94383) 0.0866379 0.913162
1.57437e-07 (0.265641,-0.0862648) (0.296687,-0.91311) 0.078007 0.921793
1.57615e-07 (0.235409,-0.119896) (0.437814,-0.859259) 0.0697925 0.930007
1.57794e-07 (0.201474,-0.146323) (0.569211,-0.783452) 0.0620024 0.937797
1.57972e-07 (0.165327,-0.165262) (0.687443,-0.687443) 0.0546444 0.945155
1.58151e-07 (0.128446,-0.176713) (0.789392,-0.573527) 0.0477258 0.952073
1.58329e-07 (0.0922507,-0.180951) (0.872343,-0.444481) 0.0412535 0.958545
1.58508e-07 (0.0580483,-0.178505) (0.934054,-0.303493) 0.0352337 0.964565
1.58686e-07 (0.0269926,-0.170129) (0.972823,-0.15408) 0.0296726 0.970126
1.58865e-07 (4.63069e-05,-0.156765) (0.987534,-4.61131e-13) 0.0245754 0.975223
1.59043e-07 (-0.0220482,-0.139503) (0.977687,0.15485) 0.0199473 0.979851
1.59222e-07 (-0.0387898,-0.119533) (0.94342,0.306536) 0.0157929 0.984005
1.594e-07 (-0.0499307,-0.0980972) (0.885502,0.451186) 0.0121161 0.987681
1.59579e-07 (-0.0554785,-0.076439) (0.805318,0.585098) 0.00892078 0.990877
1.59757e-07 (-0.0556892,-0.0557553) (0.704836,0.704836) 0.00620993 0.993587
1.59936e-07 (-0.0510513,-0.0371488) (0.586553,0.807321) 0.00398627 0.995811
1.60114e-07 (-0.0422616,-0.0215859) (0.453433,0.889912) 0.00225199 0.997545
1.60293e-07 (-0.0301926,-0.00985945) (0.30883,0.95048) 0.0010088 0.998788
1.60471e-07 (-0.0158552,-0.00255869) (0.156398,0.98746) 0.000257936 0.999538
1.6065e-07 (-0.000355035,-4.68867e-05) (5.0443e-13,0.999898) 1.28248e-07 0.999796
1.60828e-07 (0.015154,-0.00244762) (-0.1564,0.987471) 0.000235635 0.99956
1.61007e-07 (0.0295176,-0.00964013) (-0.308836,0.950501) 0.000964223 0.998831
1.61185e-07 (0.0416296,-0.0212639) (-0.453448,0.889941) 0.00218517 0.99761
1.61364e-07 (0.0504779,-0.0367322) (-0.586578,0.807356) 0.00389728 0.995898
1.61542e-07 (0.0551885,-0.0552547) (-0.704874,0.704874) 0.00609885 0.993696
1.61721e-07 (0.0550629,-0.075867) (-0.805371,0.585136) 0.00878772 0.991007
1.61899e-07 (0.0496102,-0.0974682) (-0.88557,0.45122) 0.0119612 0.987833
1.62078e-07 (0.0385721,-0.118863) (-0.943503,0.306563) 0.0156162 0.984178
1.62256e-07 (0.0219382,-0.138809) (-0.977784,0.154866) 0.0197492 0.980045
1.62435e-07 (-4.6312e-05,-0.156064) (-0.987643,5.35516e-13) 0.0243559 0.975438
1.62613e-07 (-0.0268831,-0.169438) (-0.972941,-0.154099) 0.0294319 0.970362
1.62792e-07 (-0.0578326,-0.177841) (-0.934178,-0.303533) 0.0349722 0.964821
1.6297e-07 (-0.0919348,-0.180331) (-0.872469,-0.444545) 0.0409713 0.958822
1.63149e-07 (-0.128038,-0.176152) (-0.789515,-0.573616) 0.0474232 0.95237
1.63327e-07 (-0.164838,-0.164773) (-0.687558,-0.687558) 0.0543217 0.945471
1.63506e-07 (-0.200917,-0.145919) (-0.569313,-0.783592) 0.0616599 0.938132
1.63684e-07 (-0.234798,-0.119585) (-0.437898,-0.859423) 0.0694305 0.930362
1.63863e-07 (-0.264992,-0.0860537) (-0.296747,-0.913295) 0.0776259 0.922166
1.64041e-07 (-0.290055,-0.0458948) (-0.14952,-0.944032) 0.0862381 0.913554
1.6422e-07 (-0.30864,4.4597e-05) (-5.49283e-13,-0.951069) 0.0952584 0.904533
1.64398e-07 (-0.31955,0.0506566) (0.148003,-0.934456) 0.104678 0.895113
1.64577e-07 (-0.321786,0.104601) (0.290756,-0.894854) 0.114488 0.885303
1.64755e-07 (-0.314592,0.160342) (0.424697,-0.833514) 0.124678 0.875113
1.64934e-07 (-0.297488,0.216192) (0.54653,-0.752235) 0.135238 0.864553
1.65112e-07 (-0.270301,0.270362) (0.653312,-0.653312) 0.146158 0.853632
1.65291e-07 (-0.233181,0.32102) (0.742518,-0.539471) 0.157427 0.842363
1.65469e-07 (-0.186615,0.366346) (0.812115,-0.413793) 0.169034 0.830756
1.65648e-07 (-0.131416,0.404596) (0.860599,-0.279626) 0.180968 0.818822
1.65826e-07 (-0.0687213,0.434159) (0.887037,-0.140493) 0.193216 0.806573
1.66005e-07 (4.1784e-05,0.453616) (0.891079,-5.42594e-13) 0.205767 0.794022
1.66183e-07 (0.0731828,0.461793) (0.872963,0.138264) 0.218608 0.78118
1.66362e-07 (0.148794,0.457807) (0.833498,0.27082) 0.231727 0.768061
1.6654e-07 (0.224801,0.441107) (0.774037,0.394392) 0.245111 0.754678
1.66719e-07 (0.299022,0.411499) (0.696433,0.505988) 0.258746 0.741043
1.66897e-07 (0.369229,0.369172) (0.60298,0.60298) 0.272618 0.72717
1.67076e-07 (0.433218,0.314702) (0.496347,0.683163) 0.286715 0.713072
1.67254e-07 (0.488873,0.249049) (0.3795,0.744811) 0.301023 0.698765
1.67433e-07 (0.534237,0.173543) (0.255619,0.786714) 0.315527 0.684261
1.67611e-07 (0.567572,0.0898558) (0.128007,0.808201) 0.330212 0.669575
1.6779e-07 (0.587423,-3.79422e-05) (5.10175e-13,0.809149) 0.345065 0.654722
