Time alpha beta abs_alpha2 abs_beta2
0 (1,0) (0,0) 1 0
5.58704e-08 (0.0920463,0.18055) (0.872485,0.444553) 0.0410707 0.958858
5.60489e-08 (0.128183,0.176351) (0.789527,0.573625) 0.0475304 0.952398
5.62274e-08 (0.165012,0.164947) (0.687565,0.687565) 0.0544364 0.945492
5.64059e-08 (0.201116,0.146063) (0.569317,0.783597) 0.0617822 0.938146
5.65844e-08 (0.235017,0.119696) (0.437899,0.859425) 0.0695603 0.930368
5.67629e-08 (0.265226,0.0861298) (0.296747,0.913294) 0.0777632 0.922165
5.69414e-08 (0.290298,0.0459333) (0.149519,0.944028) 0.0863827 0.913545
5.71199e-08 (0.308886,-4.45966e-05) (3.47361e-13,0.951061) 0.0954104 0.904517
5.72984e-08 (0.319793,-0.0506951) (-0.148001,0.934444) 0.104837 0.89509
5.74769e-08 (0.32202,-0.104677) (-0.290751,0.894839) 0.114654 0.885273
5.76554e-08 (0.314811,-0.160453) (-0.424688,0.833496) 0.124851 0.875076
5.78339e-08 (0.297686,-0.216336) (-0.546516,0.752215) 0.135418 0.864508
5.80124e-08 (0.270474,-0.270535) (-0.653292,0.653292) 0.146345 0.853581
5.81909e-08 (0.233325,-0.321217) (-0.742493,0.539453) 0.157621 0.842305
5.83694e-08 (0.186725,-0.366563) (-0.812083,0.413777) 0.169235 0.830691
5.85479e-08 (0.131492,-0.404827) (-0.860562,0.279614) 0.181175 0.818751
5.87264e-08 (0.0687593,-0.434398) (-0.886995,0.140486) 0.193429 0.806496
5.89049e-08 (-4.17818e-05,-0.453858) (-0.891032,3.4836e-13) 0.205987 0.793939
5.90834e-08 (-0.0732205,-0.462031) (-0.872913,-0.138256) 0.218834 0.781091
5.92619e-08 (-0.148868,-0.458036) (-0.833446,-0.270803) 0.231959 0.767966
5.94404e-08 (-0.22491,-0.44132) (-0.773985,-0.394365) 0.245348 0.754577
5.96189e-08 (-0.299162,-0.411692) (-0.696383,-0.505952) 0.258988 0.740936
5.97974e-08 (-0.369397,-0.36934) (-0.602934,-0.602934) 0.272866 0.727058
5.99759e-08 (-0.433409,-0.314841) (-0.496306,-0.683107) 0.286969 0.712955
6.01544e-08 (-0.489083,-0.249156) (-0.379467,-0.744746) 0.301281 0.698643
6.03329e-08 (-0.53446,-0.173616) (-0.255595,-0.786642) 0.31579 0.684134
6.05114e-08 (-0.567802,-0.0898922) (-0.127994,-0.808122) 0.33048 0.669443
6.06899e-08 (-0.587654,3.79382e-05) (-3.39534e-13,-0.809065) 0.345337 0.654586
6.08684e-08 (-0.592893,0.093943) (0.125106,-0.789888) 0.360347 0.639575
6.10469e-08 (-0.582774,0.189394) (0.244187,-0.751532) 0.375495 0.624427
6.12254e-08 (-0.556963,0.283828) (0.354333,-0.695417) 0.390766 0.609156
6.14039e-08 (-0.515561,0.374622) (0.45293,-0.623404) 0.406144 0.593778
6.15824e-08 (-0.459113,0.459163) (0.53773,-0.53773) 0.421615 0.578306
6.17609e-08 (-0.388605,0.534929) (0.606902,-0.44094) 0.437164 0.562758
6.19394e-08 (-0.305452,0.59956) (0.659072,-0.335814) 0.452774 0.547147
6.21179e-08 (-0.211465,0.650933) (0.693352,-0.225284) 0.468431 0.53149
6.22964e-08 (-0.108812,0.687225) (0.709352,-0.11235) 0.484119 0.515802
6.24749e-08 (3.31605e-05,0.706981) (0.707176,-3.28529e-13) 0.499822 0.500098
6.26534e-08 (0.112352,0.709156) (0.687416,0.108876) 0.515526 0.484394
6.28319e-08 (0.225256,0.693162) (0.651113,0.21156) 0.531214 0.468706
6.30104e-08 (0.335758,0.658892) (0.599726,0.305576) 0.546872 0.453048
6.31889e-08 (0.440857,0.606735) (0.535076,0.388755) 0.562483 0.437437
6.33674e-08 (0.537624,0.537581) (0.459286,0.459286) 0.578032 0.421887
6.35459e-08 (0.623278,0.452801) (0.374717,0.515754) 0.593505 0.406415
6.37244e-08 (0.695275,0.354228) (0.283893,0.557171) 0.608885 0.391034
6.39029e-08 (0.751378,0.244107) (0.189425,0.582992) 0.624157 0.375761
6.40814e-08 (0.789727,0.125052) (0.0939403,0.593116) 0.639308 0.360611
6.42598e-08 (0.8089,-2.75664e-05) (3.17552e-13,0.587876) 0.65432 0.345598
6.44383e-08 (0.807959,-0.127995) (-0.0899652,0.568018) 0.66918 0.330738
6.46168e-08 (0.786484,-0.255572) (-0.173723,0.534663) 0.683873 0.316045
6.47953e-08 (0.744597,-0.37942) (-0.249295,0.489269) 0.698385 0.301533
6.49738e-08 (0.68297,-0.496238) (-0.315009,0.433573) 0.712701 0.287217
6.51523e-08 (0.602812,-0.602847) (-0.369534,0.369534) 0.726807 0.27311
6.53308e-08 (0.505848,-0.696281) (-0.411907,0.299268) 0.740689 0.259228
6.55093e-08 (0.394281,-0.773871) (-0.441551,0.224981) 0.754333 0.245583
6.56878e-08 (0.270739,-0.833323) (-0.458277,0.148903) 0.767727 0.23219
6.58663e-08 (0.138213,-0.872785) (-0.462277,0.0732174) 0.780856 0.21906
6.60448e-08 (-2.12935e-05,-0.890903) (-0.454102,3.08295e-13) 0.793708 0.206208
6.62233e-08 (-0.140487,-0.886867) (-0.434634,-0.0688393) 0.80627 0.193646
6.64018e-08 (-0.279595,-0.86044) (-0.405049,-0.131609) 0.81853 0.181386
6.65803e-08 (-0.413741,-0.811969) (-0.366766,-0.186877) 0.830475 0.16944
6.67588e-08 (-0.5394,-0.742389) (-0.321395,-0.233507) 0.842095 0.157821
6.69373e-08 (-0.653226,-0.653201) (-0.270683,-0.270683) 0.853376 0.146539
6.71158e-08 (-0.752139,-0.54644) (-0.21645,-0.297918) 0.864309 0.135606
6.72943e-08 (-0.833412,-0.424626) (-0.160531,-0.315059) 0.874882 0.125032
6.74728e-08 (-0.894749,-0.290705) (-0.104715,-0.322279) 0.885086 0.114829
6.76513e-08 (-0.934352,-0.147971) (-0.0506918,-0.320055) 0.894909 0.105005
6.78298e-08 (-0.950969,1.44963e-05) (-3.01821e-13,-0.309146) 0.904342 0.0955714
6.80083e-08 (-0.943939,0.149519) (0.0460185,-0.29055) 0.913377 0.0865367
6.81868e-08 (-0.91321,0.296734) (0.086254,-0.265462) 0.922003 0.0779101
6.83653e-08 (-0.859348,0.437874) (0.119857,-0.235232) 0.930213 0.0696999
6.85438e-08 (-0.783529,0.569281) (0.146256,-0.201304) 0.937999 0.0619143
6.87223e-08 (-0.687507,0.687522) (0.165168,-0.165168) 0.945352 0.054561
6.89008e-08 (-0.573577,0.789478) (0.176594,-0.128303) 0.952265 0.0476472
6.90793e-08 (-0.444516,0.872432) (0.18081,-0.0921273) 0.958733 0.0411797
6.92578e-08 (-0.303513,0.934145) (0.178345,-0.0579479) 0.964747 0.035165
6.94363e-08 (-0.154086,0.972913) (0.169954,-0.0269181) 0.970303 0.029609
6.96148e-08 (7.34224e-06,0.987621) (0.15658,-2.98948e-13) 0.975394 0.0245171
6.97933e-08 (0.15487,0.977769) (0.139311,0.0220647) 0.980017 0.0198945
6.99718e-08 (0.306566,0.943495) (0.11934,0.0387758) 0.984166 0.0157455
7.01503e-08 (0.451226,0.885569) (0.0979069,0.0498861) 0.987837 0.0120744
7.03288e-08 (0.585145,0.805376) (0.076257,0.055404) 0.991026 0.00888473
7.05073e-08 (0.704889,0.704884) (0.0555863,0.0555863) 0.993731 0.00617968
7.06858e-08 (0.807378,0.586591) (0.0369973,0.0509225) 0.995948 0.0039619
7.08643e-08 (0.889972,0.453461) (0.0214559,0.0421097) 0.997676 0.00223358
7.10428e-08 (0.95054,0.308848) (0.00975452,0.0300213) 0.998913 0.00099643
7.12213e-08 (0.987519,0.156407) (0.00248168,0.0156687) 0.999658 0.000251666
7.13998e-08 (0.999955,-7.39944e-09) (3.00213e-13,0.000157802) 0.999909 2.49016e-08
7.15783e-08 (0.987524,-0.156408) (0.00243231,-0.015357) 0.999667 0.000241754
7.17568e-08 (0.950549,-0.308851) (0.00965703,-0.0297213) 0.998932 0.000976613
7.19353e-08 (0.889984,-0.453467) (0.0213128,-0.0418287) 0.997705 0.00220388
7.21138e-08 (0.807393,-0.586602) (0.0368122,-0.0506676) 0.995986 0.00392234
7.22923e-08 (0.704906,-0.704901) (0.0553638,-0.0553638) 0.993778 0.0061303
7.24708e-08 (0.585162,-0.805399) (0.0760027,-0.0552192) 0.991082 0.00882557
7.26493e-08 (0.451241,-0.885598) (0.0976273,-0.0497436) 0.987902 0.0120055
7.28278e-08 (0.306578,-0.943531) (0.119042,-0.038679) 0.984241 0.015667
7.30063e-08 (0.154877,-0.977811) (0.139002,-0.0220158) 0.980101 0.0198063
7.31848e-08 (7.32761e-06,-0.987668) (0.156267,3.05783e-13) 0.975488 0.0244195
7.33633e-08 (-0.154094,-0.972964) (0.169647,0.0268694) 0.970405 0.029502
7.35418e-08 (-0.30353,-0.934199) (0.17805,0.057852) 0.964858 0.0350487
7.37203e-08 (-0.444544,-0.872487) (0.180534,0.0919868) 0.958852 0.0410542
7.38988e-08 (-0.573615,-0.789531) (0.176344,0.128122) 0.952394 0.0475125
7.40773e-08 (-0.687556,-0.687572) (0.16495,0.16495) 0.945489 0.0544173
7.42558e-08 (-0.783589,-0.569325) (0.146076,0.201056) 0.938144 0.0617618
7.44343e-08 (-0.859419,-0.43791) (0.119718,0.23496) 0.930367 0.0695387
7.46128e-08 (-0.91329,-0.29676) (0.08616,0.265173) 0.922165 0.0777403
7.47913e-08 (-0.944027,-0.149533) (0.0459711,0.29025) 0.913546 0.0863586
7.49698e-08 (-0.951062,-1.44822e-05) (-3.15505e-13,0.308845) 0.90452 0.095385
7.51483e-08 (-0.934448,0.147987) (-0.0506448,0.319759) 0.895094 0.104811
7.53268e-08 (-0.894847,0.290737) (-0.104622,0.321995) 0.885278 0.114626
7.55053e-08 (-0.833507,0.424674) (-0.160396,0.314794) 0.875082 0.124822
7.56838e-08 (-0.752229,0.546505) (-0.216276,0.297679) 0.864516 0.135388
7.58623e-08 (-0.653308,0.653283) (-0.270475,0.270475) 0.85359 0.146314
7.60408e-08 (-0.539471,0.742486) (-0.321159,0.233336) 0.842315 0.157589
7.62193e-08 (-0.413797,0.81208) (-0.366507,0.186745) 0.830702 0.169201
7.63978e-08 (-0.279635,0.860562) (-0.404775,0.131519) 0.818763 0.18114
7.65763e-08 (-0.140508,0.886999) (-0.434352,0.0687945) 0.806509 0.193394
7.67548e-08 (-2.12802e-05,0.89104) (-0.453817,-3.28557e-13) 0.793952 0.20595
7.69333e-08 (0.138235,0.872924) (-0.461998,-0.0731733) 0.781106 0.218796
7.71118e-08 (0.270784,0.833461) (-0.45801,-0.148817) 0.767982 0.23192
7.72903e-08 (0.394349,0.774004) (-0.441303,-0.224855) 0.754594 0.245308
7.74688e-08 (0.505938,0.696405) (-0.411684,-0.299106) 0.740954 0.258948
7.76473e-08 (0.602924,0.602959) (-0.369341,-0.369341) 0.727076 0.272825
7.78258e-08 (0.683102,0.496333) (-0.31485,-0.433354) 0.712975 0.286926
7.80043e-08 (0.744746,0.379496) (-0.249173,-0.48903) 0.698663 0.301238
7.81828e-08 (0.786646,0.255624) (-0.173641,-0.534411) 0.684155 0.315746
7.83613e-08 (0.808131,0.128023) (-0.089924,-0.567758) 0.669465 0.330435
7.85398e-08 (0.809079,2.75542e-05) (3.43836e-13,-0.587615) 0.654608 0.345292
7.87183e-08 (0.789907,-0.125081) (0.0939,-0.592861) 0.639599 0.360301
7.88968e-08 (0.751555,-0.244165) (0.189347,-0.582749) 0.624451 0.375449
7.90753e-08 (0.695444,-0.354314) (0.283778,-0.556946) 0.609181 0.390719
7.92538e-08 (0.623435,-0.452915) (0.37457,-0.515552) 0.593803 0.406096
7.94323e-08 (0.537763,-0.53772) (0.459112,-0.459112) 0.578332 0.421567
7.96108e-08 (0.440975,-0.606898) (0.534879,-0.388612) 0.562784 0.437115
7.97893e-08 (0.33585,-0.659074) (0.599512,-0.305467) 0.547174 0.452724
7.99678e-08 (0.22532,-0.69336) (0.650887,-0.211486) 0.531518 0.468381
8.01463e-08 (0.112385,-0.709366) (0.687184,-0.108839) 0.51583 0.484068
8.03248e-08 (3.31497e-05,-0.707196) (0.706945,3.60129e-13) 0.500127 0.499771
8.05033e-08 (-0.108846,-0.687441) (0.709126,0.112315) 0.484423 0.515475
8.06818e-08 (-0.211534,-0.651144) (0.693139,0.225214) 0.468735 0.531163
8.08603e-08 (-0.305555,-0.599761) (0.658875,0.335714) 0.453077 0.54682
8.10388e-08 (-0.38874,-0.535114) (0.606726,0.440812) 0.437466 0.562431
8.12173e-08 (-0.459277,-0.459327) (0.537578,0.537578) 0.421917 0.57798
8.13958e-08 (-0.515751,-0.37476) (0.452806,0.623233) 0.406444 0.593453
8.15743e-08 (-0.557175,-0.283936) (0.354238,0.695232) 0.391064 0.608833
8.17528e-08 (-0.583003,-0.189468) (0.244124,0.751338) 0.375791 0.624105
8.19313e-08 (-0.593134,-0.0939812) (0.125075,0.789691) 0.360641 0.639255
8.21098e-08 (-0.587901,-3.7929e-05) (-3.75838e-13,0.808868) 0.345628 0.654268
8.22883e-08 (-0.568049,0.0899313) (-0.127964,0.807931) 0.330768 0.669128
8.24668e-08 (-0.5347,0.173694) (-0.255537,0.786462) 0.316074 0.683821
8.26453e-08 (-0.489311,0.249272) (-0.379383,0.744581) 0.301562 0.698333
8.28238e-08 (-0.433618,0.314993) (-0.4962,0.68296) 0.287246 0.712649
8.30023e-08 (-0.369582,0.369525) (-0.602808,0.602808) 0.273139 0.726755
8.31808e-08 (-0.299317,0.411906) (-0.696242,0.50585) 0.259257 0.740637
8.33593e-08 (-0.225031,0.441558) (-0.773834,0.394288) 0.245612 0.754282
8.35378e-08 (-0.148951,0.458292) (-0.833288,0.270752) 0.232218 0.767676
8.37163e-08 (-0.073263,0.462299) (-0.872753,0.138231) 0.219088 0.780806
8.38948e-08 (-4.17744e-05,0.454132) (-0.890875,-3.89161e-13) 0.206235 0.793658
8.40733e-08 (0.0688025,0.434671) (-0.886843,-0.140462) 0.193673 0.806221
8.42518e-08 (0.131578,0.405092) (-0.86042,-0.279567) 0.181412 0.818481
8.44303e-08 (0.186853,0.366813) (-0.811954,-0.413711) 0.169466 0.830427
8.46088e-08 (0.233491,0.321446) (-0.742379,-0.53937) 0.157846 0.842047
8.47873e-08 (0.270675,0.270737) (-0.653196,-0.653196) 0.146563 0.853329
8.49658e-08 (0.297919,0.216504) (-0.546439,-0.752108) 0.13563 0.864262
8.51443e-08 (0.315068,0.160585) (-0.42463,-0.833382) 0.125055 0.874836
8.53228e-08 (0.322297,0.104767) (-0.290713,-0.894722) 0.114851 0.88504
8.55013e-08 (0.320082,0.0507409) (-0.147983,-0.934326) 0.105027 0.894864
8.56798e-08 (0.30918,4.45913e-05) (3.98126e-13,-0.950946) 0.0955924 0.904299
8.58583e-08 (0.290591,-0.0459796) (0.149502,-0.943919) 0.086557 0.913334
8.60368e-08 (0.265509,-0.0862219) (0.296714,-0.913193) 0.0779294 0.921961
8.62153e-08 (0.235284,-0.119832) (0.437853,-0.859335) 0.0697184 0.930172
8.63938e-08 (0.20136,-0.14624) (0.56926,-0.783519) 0.0619319 0.937958
8.65723e-08 (0.165226,-0.165161) (0.6875,-0.6875) 0.0545776 0.945312
8.67508e-08 (0.128361,-0.176596) (0.789456,-0.573573) 0.0476629 0.952227
8.69293e-08 (0.0921847,-0.180822) (0.872411,-0.444516) 0.0411945 0.958695
8.71078e-08 (0.058003,-0.178366) (0.934125,-0.303516) 0.0351788 0.964711
8.72863e-08 (0.0269695,-0.169983) (0.972894,-0.154091) 0.0296217 0.970267
8.74648e-08 (4.63102e-05,-0.156617) (0.987603,4.00679e-13) 0.0245288 0.97536
8.76433e-08 (-0.0220247,-0.139355) (0.977753,0.154861) 0.019905 0.979984
8.78218e-08 (-0.0387432,-0.11939) (0.943481,0.306556) 0.015755 0.984133
8.80003e-08 (-0.0498618,-0.0979619) (0.885557,0.451214) 0.0120827 0.987805
8.81788e-08 (-0.0553887,-0.0763154) (0.805367,0.585133) 0.00889194 0.990996
8.83573e-08 (-0.0555804,-0.0556466) (0.704877,0.704877) 0.00618573 0.993702
8.85358e-08 (-0.0509262,-0.0370579) (0.586585,0.807365) 0.00396677 0.995921
8.87143e-08 (-0.042123,-0.0215153) (0.453457,0.889959) 0.00223726 0.99765
8.88928e-08 (-0.030044,-0.00981116) (0.308845,0.950528) 0.0009989 0.998888
8.90713e-08 (-0.0157001,-0.00253412) (0.156406,0.987508) 0.000252916 0.999634
8.92498e-08 (-0.000197251,-4.68888e-05) (-3.95434e-13,0.999943) 4.11064e-08 0.999887
8.94283e-08 (0.0153105,-0.00247242) (-0.156407,0.987513) 0.000240525 0.999646
8.96068e-08 (0.029669,-0.00968931) (-0.308849,0.950539) 0.000974131 0.998912
8.97853e-08 (0.0417719,-0.0213364) (-0.453465,0.889975) 0.00220013 0.997686
8.99638e-08 (0.0506076,-0.0368265) (-0.586599,0.807385) 0.00391732 0.995968
9.01423e-08 (0.0553023,-0.0553684) (-0.704898,0.704898) 0.006124 0.993762
9.03208e-08 (0.0551577,-0.0759975) (-0.805396,0.585154) 0.008818 0.991067
9.04993e-08 (0.0496837,-0.0976124) (-0.885594,0.451233) 0.0119966 0.987888
9.06778e-08 (0.0386222,-0.119017) (-0.943527,0.30657) 0.0156568 0.984228
9.08563e-08 (0.0219636,-0.138969) (-0.977806,0.154869) 0.0197949 0.98009
9.10348e-08 (-4.6313e-05,-0.156227) (-0.987663,-3.80418e-13) 0.0244068 0.975478
9.12133e-08 (-0.0269086,-0.169599) (-0.972959,-0.154102) 0.0294879 0.970396
9.13918e-08 (-0.0578831,-0.177997) (-0.934192,-0.303538) 0.0350334 0.964851
9.15703e-08 (-0.0920091,-0.180477) (-0.87248,-0.444551) 0.0410376 0.958846
9.17488e-08 (-0.128135,-0.176284) (-0.789523,-0.573622) 0.0474946 0.952389
9.19273e-08 (-0.164954,-0.164889) (-0.687563,-0.687563) 0.0543982 0.945485
9.21058e-08 (-0.20105,-0.146015) (-0.569315,-0.783595) 0.0617414 0.938142
9.22843e-08 (-0.234944,-0.119659) (-0.437899,-0.859425) 0.069517 0.930366
9.24628e-08 (-0.265148,-0.0861045) (-0.296747,-0.913294) 0.0777174 0.922165
9.26413e-08 (-0.290217,-0.0459205) (-0.14952,-0.94403) 0.0863345 0.913548
9.28198e-08 (-0.308804,4.45968e-05) (3.54244e-13,-0.951064) 0.0953597 0.904522
9.29983e-08 (-0.319712,0.0506823) (0.148002,-0.934448) 0.104784 0.895098
9.31768e-08 (-0.321942,0.104652) (0.290752,-0.894844) 0.114599 0.885283
9.33553e-08 (-0.314738,0.160416) (0.424691,-0.833502) 0.124793 0.875088
9.35338e-08 (-0.29762,0.216288) (0.546521,-0.752222) 0.135358 0.864523
9.37123e-08 (-0.270416,0.270477) (0.653299,-0.653299) 0.146283 0.853598
9.38908e-08 (-0.233277,0.321151) (0.742501,-0.539459) 0.157556 0.842324
9.40693e-08 (-0.186688,0.366491) (0.812094,-0.413783) 0.169168 0.830713
9.42478e-08 (-0.131467,0.40475) (0.860574,-0.279618) 0.181106 0.818774
9.44263e-08 (-0.0687466,0.434318) (0.887009,-0.140488) 0.193358 0.806522
9.46048e-08 (4.17825e-05,0.453777) (0.891048,3.15609e-13) 0.205913 0.793966
9.47833e-08 (0.0732079,0.461952) (0.872929,0.138258) 0.218759 0.781121
9.49618e-08 (0.148843,0.45796) (0.833463,0.270809) 0.231881 0.767998
9.51403e-08 (0.224873,0.441249) (0.774002,0.394374) 0.245269 0.75461
9.53188e-08 (0.299115,0.411628) (0.6964,0.505964) 0.258907 0.740972
9.54973e-08 (0.369341,0.369284) (0.602949,0.602949) 0.272784 0.727095
9.56758e-08 (0.433345,0.314795) (0.49632,0.683126) 0.286884 0.712994
9.58543e-08 (0.489013,0.249121) (0.379478,0.744768) 0.301195 0.698683
9.60328e-08 (0.534385,0.173592) (0.255603,0.786666) 0.315702 0.684176
9.62113e-08 (0.567725,0.08988) (0.127998,0.808148) 0.330391 0.669487
9.63898e-08 (0.587577,-3.79395e-05) (-2.64011e-13,0.809093) 0.345247 0.654631
9.65683e-08 (0.592817,-0.093931) (-0.125111,0.789917) 0.360255 0.639622
9.67468e-08 (0.582701,-0.18937) (-0.244197,0.751561) 0.375402 0.624475
9.69253e-08 (0.556895,-0.283793) (-0.354347,0.695445) 0.390671 0.609206
9.71038e-08 (0.5155,-0.374577) (-0.452949,0.623431) 0.406048 0.593828
9.72823e-08 (0.45906,-0.45911) (-0.537754,0.537754) 0.421518 0.578358
9.74608e-08 (0.388562,-0.534869) (-0.60693,0.440961) 0.437066 0.562811
9.76393e-08 (0.305419,-0.599495) (-0.659105,0.335831) 0.452675 0.547201
9.78178e-08 (0.211442,-0.650863) (-0.693388,0.225295) 0.468331 0.531545
9.79963e-08 (0.1088,-0.687154) (-0.70939,0.112356) 0.484018 0.515858
9.81748e-08 (-3.31624e-05,-0.706909) (-0.707216,-1.98966e-13) 0.499721 0.500155
9.83533e-08 (-0.112341,-0.709086) (-0.687456,-0.108882) 0.515424 0.484451
9.85318e-08 (-0.225234,-0.693095) (-0.651153,-0.211573) 0.531111 0.468763
9.87103e-08 (-0.335726,-0.65883) (-0.599765,-0.305595) 0.546768 0.453106
9.88888e-08 (-0.440817,-0.606679) (-0.535112,-0.388781) 0.562379 0.437495
9.90673e-08 (-0.537575,-0.537532) (-0.459318,-0.459318) 0.577928 0.421946
9.92458e-08 (-0.623223,-0.452761) (-0.374744,-0.515791) 0.5934 0.406474
9.94243e-08 (-0.695216,-0.354197) (-0.283914,-0.557213) 0.60878 0.391093
9.96028e-08 (-0.751315,-0.244087) (-0.18944,-0.583038) 0.624053 0.375821
9.97813e-08 (-0.789663,-0.125042) (-0.093948,-0.593165) 0.639203 0.360671
9.99598e-08 (-0.808836,2.75687e-05) (1.20876e-13,-0.587927) 0.654215 0.345658
1.00138e-07 (-0.807896,0.127985) (0.0899732,-0.568069) 0.669076 0.330797
1.00317e-07 (-0.786424,0.255552) (0.173739,-0.534713) 0.683769 0.316104
1.00495e-07 (-0.744542,0.379392) (0.24932,-0.489317) 0.698281 0.301591
1.00674e-07 (-0.682921,0.496202) (0.315041,-0.433617) 0.712597 0.287275
1.00852e-07 (-0.602769,0.602804) (0.369573,-0.369573) 0.726704 0.273168
1.01031e-07 (-0.505813,0.696232) (0.411952,-0.299301) 0.740586 0.259286
1.01209e-07 (-0.394254,0.773818) (0.441602,-0.225007) 0.754231 0.24564
1.01388e-07 (-0.270721,0.833268) (0.458332,-0.148921) 0.767625 0.232246
1.01566e-07 (-0.138204,0.872728) (0.462335,-0.0732267) 0.780755 0.219116
1.01745e-07 (2.12963e-05,0.890847) (0.454162,3.0323e-14) 0.793608 0.206263
1.01923e-07 (0.140478,0.886813) (0.434694,0.0688488) 0.806171 0.193699
1.02102e-07 (0.279578,0.860388) (0.405108,0.131628) 0.818432 0.181438
1.0228e-07 (0.413717,0.811922) (0.366822,0.186905) 0.830378 0.169492
1.02459e-07 (0.53937,0.742347) (0.321447,0.233545) 0.841999 0.157871
1.02637e-07 (0.65319,0.653165) (0.270729,0.270729) 0.853282 0.146588
1.02816e-07 (0.752098,0.54641) (0.216488,0.29797) 0.864216 0.135654
1.02994e-07 (0.833368,0.424604) (0.16056,0.315118) 0.874791 0.125079
1.03173e-07 (0.894704,0.29069) (0.104735,0.322342) 0.884995 0.114874
1.03351e-07 (0.934305,0.147964) (0.0507023,0.320122) 0.89482 0.105049
1.0353e-07 (0.950923,-1.44995e-05) (7.13804e-14,0.309214) 0.904255 0.0956135
1.03708e-07 (0.943895,-0.149512) (-0.0460293,0.290617) 0.913291 0.0865772
1.03887e-07 (0.913168,-0.29672) (-0.0862754,0.265528) 0.921919 0.0779488
1.04065e-07 (0.85931,-0.437854) (-0.119889,0.235295) 0.930131 0.0697369
1.04244e-07 (0.783495,-0.569257) (-0.146298,0.201362) 0.937918 0.0619495
1.04422e-07 (0.687478,-0.687493) (-0.165219,0.165219) 0.945273 0.0545943
1.04601e-07 (0.573553,-0.789446) (-0.176652,0.128345) 0.952189 0.0476786
1.04779e-07 (0.444498,-0.872398) (-0.180875,0.0921603) 0.958658 0.0412092
1.04958e-07 (0.303501,-0.93411) (-0.178415,0.0579706) 0.964674 0.0351925
1.05136e-07 (0.154081,-0.972878) (-0.170027,0.0269296) 0.970232 0.0296344
1.05315e-07 (-7.34573e-06,-0.987586) (-0.156654,1.82469e-13) 0.975326 0.0245404
1.05493e-07 (-0.154865,-0.977736) (-0.139385,-0.0220764) 0.97995 0.0199156
1.05672e-07 (-0.306556,-0.943464) (-0.119411,-0.0387991) 0.984101 0.0157644
1.0585e-07 (-0.451211,-0.885541) (-0.0979746,-0.0499205) 0.987774 0.0120911
1.06029e-07 (-0.585128,-0.805352) (-0.0763188,-0.0554489) 0.990966 0.00889914
1.06207e-07 (-0.704869,-0.704864) (-0.0556407,-0.0556407) 0.993673 0.00619177
1.06386e-07 (-0.807356,-0.586575) (-0.0370428,-0.050985) 0.995893 0.00397164
1.06564e-07 (-0.889948,-0.453449) (-0.0214912,-0.0421789) 0.997624 0.00224093
1.06743e-07 (-0.950516,-0.30884) (-0.00977866,-0.0300956) 0.998863 0.00100137
1.06921e-07 (-0.987496,-0.156403) (-0.00249396,-0.0157462) 0.99961 0.000254164
1.071e-07 (-0.999932,1.10997e-08) (-3.00528e-13,-0.000236698) 0.999864 5.6026e-08
1.07278e-07 (-0.987503,0.156404) (-0.00241991,0.0152787) 0.999624 0.000239296
1.07457e-07 (-0.95053,0.308844) (-0.00963244,0.0296456) 0.998892 0.000971646
1.07635e-07 (-0.889968,0.453459) (-0.0212765,0.0417576) 0.997667 0.00219639
1.07814e-07 (-0.807379,0.586592) (-0.036765,0.0506027) 0.995951 0.0039123
1.07992e-07 (-0.704894,0.704889) (-0.0553069,0.0553069) 0.993745 0.00611771
1.08171e-07 (-0.585153,0.805387) (-0.0759374,0.0551718) 0.991052 0.00881042
1.08349e-07 (-0.451234,0.885586) (-0.0975552,0.0497068) 0.987875 0.0119878
1.08528e-07 (-0.306574,0.943519) (-0.118964,0.0386539) 0.984216 0.0156467
1.08706e-07 (-0.154875,0.9778) (-0.138922,0.0220031) 0.980078 0.0197834
1.08885e-07 (-7.32379e-06,0.987658) (-0.156186,-4.23009e-13) 0.975468 0.0243941
1.09063e-07 (0.154093,0.972956) (-0.169566,-0.0268566) 0.970388 0.0294739
1.09242e-07 (0.303528,0.934192) (-0.177972,-0.0578267) 0.964843 0.0350181
1.0942e-07 (0.444541,0.872481) (-0.180461,-0.0919496) 0.95884 0.041021
1.09599e-07 (0.573612,0.789527) (-0.176278,-0.128074) 0.952384 0.0474768
1.09777e-07 (0.687554,0.687569) (-0.164892,-0.164892) 0.945482 0.0543791
1.09956e-07 (0.783588,0.569324) (-0.146028,-0.20099) 0.938139 0.061721
1.10134e-07 (0.859418,0.437909) (-0.119681,-0.234887) 0.930365 0.0694954
1.10313e-07 (0.91329,0.29676) (-0.0861346,-0.265095) 0.922165 0.0776946
1.10491e-07 (0.944028,0.149533) (-0.0459583,-0.290169) 0.913549 0.0863104
1.1067e-07 (0.951065,1.44783e-05) (5.46556e-13,-0.308763) 0.904525 0.0953344
1.10848e-07 (0.934452,-0.147987) (0.050632,-0.319678) 0.895102 0.104758
1.11027e-07 (0.894852,-0.290738) (0.104597,-0.321917) 0.885288 0.114571
1.11205e-07 (0.833513,-0.424677) (0.160359,-0.314721) 0.875094 0.124764
1.11384e-07 (0.752235,-0.54651) (0.216228,-0.297613) 0.86453 0.135328
1.11562e-07 (0.653315,-0.653289) (0.270418,-0.270418) 0.853607 0.146252
1.11741e-07 (0.539477,-0.742495) (0.321093,-0.233288) 0.842334 0.157524
