Noise Level,Time,abs_alpha_bruit,abs_beta_bruit,abs_alpha_corrige,abs_beta_corrige
0.01,3.49502e-07,0.700457,0.299543,0.713882,0.286118
0.01,3.49859e-07,0.730922,0.269078,0.742349,0.257651
0.01,3.50216e-07,0.7611,0.2389,0.770035,0.229965
0.01,3.50573e-07,0.785905,0.214095,0.791949,0.208051
0.01,3.5093e-07,0.810205,0.189795,0.817168,0.182832
0.01,3.51287e-07,0.832675,0.167325,0.840102,0.159898
0.01,3.51644e-07,0.855886,0.144114,0.864278,0.135722
0.01,3.52001e-07,0.87625,0.12375,0.883819,0.116181
0.01,3.52358e-07,0.899271,0.100729,0.907183,0.0928172
0.01,3.52715e-07,0.921771,0.0782293,0.926012,0.0739878
0.01,3.53072e-07,0.939355,0.0606448,0.939483,0.0605165
0.01,3.53429e-07,0.951509,0.0484907,0.950324,0.0496761
0.01,3.53786e-07,0.96212,0.0378802,0.962859,0.0371411
0.01,3.54143e-07,0.969432,0.0305681,0.972075,0.0279247
0.01,3.545e-07,0.979285,0.0207146,0.984565,0.0154352
0.01,3.54857e-07,0.987782,0.012218,0.992069,0.00793094
0.01,3.55214e-07,0.989738,0.0102616,0.993617,0.00638303
0.01,3.55571e-07,0.99402,0.00597988,0.999234,0.000766134
0.01,3.55928e-07,0.996419,0.00358051,0.999807,0.000192612
0.01,3.56285e-07,0.993949,0.00605127,0.996259,0.00374079
0.02,0,1,0,1,0
0.02,3.56999e-10,0.999956,4.42418e-05,0.99837,0.00162986
0.02,7.13998e-10,0.998662,0.0013379,0.991691,0.00830871
0.02,1.071e-09,0.995357,0.00464261,0.984946,0.0150543
0.02,1.428e-09,0.995767,0.0042333,0.986146,0.0138536
0.02,1.785e-09,0.991812,0.00818822,0.969147,0.0308527
0.02,2.14199e-09,0.985444,0.0145562,0.955743,0.0442565
0.02,2.49899e-09,0.98038,0.0196205,0.947567,0.0524329
0.02,2.85599e-09,0.973725,0.0262754,0.931572,0.0684282
0.02,3.21299e-09,0.962722,0.037278,0.909597,0.0904029
0.02,3.56999e-09,0.94323,0.0567696,0.882065,0.117935
0.02,3.92699e-09,0.941626,0.0583739,0.889753,0.110247
0.02,4.28399e-09,0.934673,0.0653268,0.861983,0.138017
0.02,4.64099e-09,0.925931,0.0740687,0.837534,0.162466
0.02,4.99799e-09,0.91745,0.08255,0.814986,0.185014
0.02,5.35499e-09,0.891174,0.108826,0.765959,0.234041
0.02,5.71199e-09,0.882522,0.117478,0.76596,0.23404
0.02,6.06899e-09,0.867767,0.132233,0.731209,0.268791
0.02,6.42598e-09,0.862907,0.137093,0.717095,0.282905
0.02,6.78298e-09,0.845271,0.154729,0.6713,0.3287
0.02,7.13998e-09,0.810055,0.189945,0.620757,0.379243
0.02,7.49698e-09,0.776815,0.223185,0.596471,0.403529
0.02,7.85398e-09,0.741557,0.258443,0.564876,0.435124
0.02,8.21098e-09,0.723413,0.276587,0.554278,0.445722
0.02,8.56798e-09,0.707502,0.292498,0.525208,0.474792
0.02,8.92498e-09,0.681058,0.318942,0.483279,0.516721
0.02,9.28198e-09,0.624027,0.375973,0.421481,0.578519
0.02,9.63898e-09,0.609622,0.390378,0.435481,0.564519
0.02,9.99598e-09,0.551459,0.448541,0.361704,0.638296
0.02,1.0353e-08,0.542949,0.457051,0.380702,0.619298
0.02,1.071e-08,0.52775,0.47225,0.343777,0.656223
0.02,1.1067e-08,0.502593,0.497407,0.305164,0.694836
0.02,1.1424e-08,0.461369,0.538631,0.261818,0.738182
0.02,1.1781e-08,0.408463,0.591537,0.224651,0.775349
0.02,1.2138e-08,0.410939,0.589061,0.245434,0.754566
0.02,1.2495e-08,0.390387,0.609613,0.19911,0.80089
0.02,1.2852e-08,0.367203,0.632797,0.172729,0.827271
0.02,1.3209e-08,0.320727,0.679273,0.132859,0.867141
0.02,1.3566e-08,0.280549,0.719451,0.116115,0.883885
0.02,1.3923e-08,0.23966,0.76034,0.0952437,0.904756
0.02,1.428e-08,0.193776,0.806224,0.0730991,0.926901
0.02,1.4637e-08,0.170977,0.829023,0.0703895,0.929611
0.02,1.4994e-08,0.13339,0.86661,0.0451717,0.954828
0.02,1.5351e-08,0.111983,0.888017,0.0406894,0.959311
0.02,1.5708e-08,0.0997069,0.900293,0.0338623,0.966138
0.02,1.6065e-08,0.0760792,0.923921,0.0174452,0.982555
0.02,1.6422e-08,0.0744414,0.925559,0.0193722,0.980628
0.02,1.6779e-08,0.0656702,0.93433,0.00905405,0.990946
0.02,1.7136e-08,0.0400961,0.959904,0.000754045,0.999246
0.02,1.7493e-08,0.0304521,0.969548,0.00162807,0.998372
0.02,1.785e-08,0.0194265,0.980574,0.00133168,0.998668
0.02,1.8207e-08,0.00856578,0.991434,0.002505,0.997495
0.02,1.8564e-08,0.00517228,0.994828,0.0104625,0.989538
0.02,1.8921e-08,0.00554353,0.994456,0.0210174,0.978983
0.02,1.9278e-08,0.00374673,0.996253,0.0208875,0.979113
0.02,1.9635e-08,0.00359461,0.996405,0.0308373,0.969163
0.02,1.9992e-08,0.00503382,0.994966,0.0439844,0.956016
0.02,2.0349e-08,0.0121861,0.987814,0.0693842,0.930616
0.02,2.0706e-08,0.0158234,0.984177,0.0720779,0.927922
0.02,2.1063e-08,0.0233556,0.976644,0.0952601,0.90474
0.02,2.14199e-08,0.0407006,0.959299,0.128462,0.871538
0.02,2.17769e-08,0.0496331,0.950367,0.130803,0.869197
0.02,2.21339e-08,0.0578129,0.942187,0.150248,0.849752
0.02,2.24909e-08,0.0636323,0.936368,0.168636,0.831364
0.02,2.28479e-08,0.0779022,0.922098,0.205017,0.794983
0.02,2.32049e-08,0.0966729,0.903327,0.235061,0.764939
0.02,2.35619e-08,0.119119,0.880881,0.265735,0.734265
0.02,2.39189e-08,0.14306,0.85694,0.292429,0.707571
0.02,2.42759e-08,0.16045,0.83955,0.310495,0.689505
0.02,2.46329e-08,0.182449,0.817551,0.344432,0.655568
0.02,2.49899e-08,0.203933,0.796067,0.372377,0.627623
0.02,2.53469e-08,0.223714,0.776286,0.399882,0.600118
0.02,2.57039e-08,0.233776,0.766224,0.419078,0.580922
0.02,2.60609e-08,0.240766,0.759234,0.445801,0.554199
0.02,2.64179e-08,0.266076,0.733924,0.497538,0.502462
0.02,2.67749e-08,0.313292,0.686708,0.551851,0.448149
0.02,2.71319e-08,0.358221,0.641779,0.578308,0.421692
0.02,2.74889e-08,0.365071,0.634929,0.569228,0.430772
0.02,2.78459e-08,0.395743,0.604257,0.623999,0.376001
0.02,2.82029e-08,0.417723,0.582277,0.64537,0.35463
0.02,2.85599e-08,0.442633,0.557367,0.677249,0.322751
0.02,2.89169e-08,0.4894,0.5106,0.726191,0.273809
0.02,2.92739e-08,0.531883,0.468117,0.750151,0.249849
0.02,2.96309e-08,0.516922,0.483078,0.727321,0.272679
0.02,2.99879e-08,0.548771,0.451229,0.793706,0.206294
0.02,3.03449e-08,0.574237,0.425763,0.814224,0.185776
0.02,3.07019e-08,0.613622,0.386378,0.848306,0.151694
0.02,3.10589e-08,0.650666,0.349334,0.868744,0.131256
0.02,3.14159e-08,0.660781,0.339219,0.871383,0.128617
0.02,3.17729e-08,0.678633,0.321367,0.896909,0.103091
0.02,3.21299e-08,0.682366,0.317634,0.907214,0.0927858
0.02,3.24869e-08,0.726242,0.273758,0.94608,0.0539198
0.02,3.28439e-08,0.766096,0.233904,0.958028,0.0419725
0.02,3.32009e-08,0.794992,0.205008,0.965634,0.0343658
0.02,3.35579e-08,0.808258,0.191742,0.970196,0.0298041
0.02,3.39149e-08,0.833134,0.166866,0.983965,0.0160349
0.02,3.42719e-08,0.846066,0.153934,0.987851,0.0121493
0.02,3.46289e-08,0.866237,0.133763,0.995257,0.00474341
0.02,3.49859e-08,0.891233,0.108767,0.999037,0.000962974
0.02,3.53429e-08,0.89847,0.10153,0.998877,0.00112296
0.02,3.56999e-08,0.914357,0.0856434,0.999129,0.000871459
0.02,3.60569e-08,0.92959,0.0704097,0.996877,0.00312321
0.02,3.64139e-08,0.944026,0.0559741,0.993344,0.00665578
0.02,3.67709e-08,0.959079,0.0409207,0.988505,0.0114955
0.02,3.71279e-08,0.97519,0.0248099,0.984419,0.0155811
0.02,3.74849e-08,0.978891,0.0211091,0.965668,0.0343317
0.02,3.78419e-08,0.978563,0.0214365,0.950256,0.049744
0.02,3.81989e-08,0.984183,0.0158166,0.949203,0.050797
0.02,3.85559e-08,0.986602,0.0133977,0.931067,0.0689332
0.02,3.89129e-08,0.986843,0.0131565,0.912327,0.0876732
0.02,3.92699e-08,0.980477,0.0195231,0.883829,0.116171
0.02,3.96269e-08,0.973994,0.0260058,0.868716,0.131284
0.02,3.99839e-08,0.971975,0.0280251,0.862106,0.137894
0.02,4.03409e-08,0.955987,0.0440133,0.81493,0.18507
0.02,4.06979e-08,0.949075,0.0509247,0.81208,0.18792
0.02,4.10549e-08,0.936587,0.0634131,0.77823,0.22177
0.02,4.14119e-08,0.907194,0.0928064,0.727904,0.272096
0.02,4.17689e-08,0.913162,0.086838,0.756941,0.243059
0.02,4.21259e-08,0.900505,0.0994953,0.700797,0.299203
0.02,4.24829e-08,0.892044,0.107956,0.679746,0.320254
0.02,4.28399e-08,0.875732,0.124268,0.639784,0.360216
0.02,4.31969e-08,0.875835,0.124165,0.633921,0.366079
0.02,4.35539e-08,0.863858,0.136142,0.586365,0.413635
0.02,4.39109e-08,0.860756,0.139244,0.568877,0.431123
0.02,4.42679e-08,0.835156,0.164844,0.506692,0.493308
0.02,4.46249e-08,0.817992,0.182008,0.488306,0.511694
0.02,4.49819e-08,0.795494,0.204506,0.451142,0.548858
0.02,4.53389e-08,0.772016,0.227984,0.420316,0.579684
0.02,4.56959e-08,0.7288,0.2712,0.36919,0.63081
0.02,4.60529e-08,0.723157,0.276843,0.380757,0.619243
0.02,4.64099e-08,0.694299,0.305701,0.326235,0.673765
0.02,4.67669e-08,0.658111,0.341889,0.291141,0.708859
0.02,4.71239e-08,0.637211,0.362789,0.278594,0.721406
0.02,4.74809e-08,0.576679,0.423321,0.216872,0.783128
0.02,4.78379e-08,0.528922,0.471078,0.202326,0.797674
0.02,4.81949e-08,0.489863,0.510137,0.185072,0.814928
0.02,4.85519e-08,0.464661,0.535339,0.171956,0.828044
0.02,4.89089e-08,0.435344,0.564656,0.145687,0.854313
0.02,4.92659e-08,0.392987,0.607013,0.115258,0.884742
0.02,4.96229e-08,0.357609,0.642391,0.0999784,0.900022
0.02,4.99799e-08,0.320163,0.679837,0.0804516,0.919548
0.02,5.03369e-08,0.294134,0.705866,0.0701248,0.929875
0.02,5.06939e-08,0.267564,0.732436,0.0544473,0.945553
0.02,5.10509e-08,0.242831,0.757169,0.0415743,0.958426
0.02,5.14079e-08,0.228222,0.771778,0.0339056,0.966094
0.02,5.17649e-08,0.171508,0.828492,0.009966,0.990034
0.02,5.21219e-08,0.148597,0.851403,0.011689,0.988311
0.02,5.24789e-08,0.121895,0.878105,0.00475141,0.995249
0.02,5.28359e-08,0.112223,0.887777,0.00396618,0.996034
0.02,5.31929e-08,0.0876256,0.912374,0.000226939,0.999773
0.02,5.35499e-08,0.0676888,0.932311,0.00111442,0.998886
0.02,5.39069e-08,0.0510262,0.948974,0.00385753,0.996142
0.02,5.42639e-08,0.0411675,0.958832,0.0108107,0.989189
0.02,5.46209e-08,0.0297207,0.970279,0.0161062,0.983894
0.02,5.49779e-08,0.02048,0.97952,0.0250957,0.974904
0.02,5.53349e-08,0.0112486,0.988751,0.0327474,0.967253
0.02,5.56919e-08,0.00270321,0.997297,0.0380958,0.961904
0.02,5.60489e-08,0.00040377,0.999596,0.0605179,0.939482
0.02,5.64059e-08,0.000815542,0.999184,0.0832738,0.916726
0.02,5.67629e-08,0.00267909,0.997321,0.0921518,0.907848
0.02,5.71199e-08,0.00451476,0.995485,0.105388,0.894612
0.02,5.74769e-08,0.0093093,0.990691,0.134626,0.865374
0.02,5.78339e-08,0.0171062,0.982894,0.160045,0.839955
0.02,5.81909e-08,0.0230734,0.976927,0.173213,0.826787
0.02,5.85479e-08,0.0452753,0.954725,0.230812,0.769188
0.02,5.89049e-08,0.0799594,0.920041,0.266728,0.733272
0.02,5.92619e-08,0.0995021,0.900498,0.260873,0.739127
0.02,5.96189e-08,0.114956,0.885044,0.280408,0.719592
0.02,5.99759e-08,0.120679,0.879321,0.294506,0.705494
0.02,6.03329e-08,0.146902,0.853098,0.351253,0.648747
0.02,6.06899e-08,0.155396,0.844604,0.355783,0.644217
0.02,6.10469e-08,0.182609,0.817391,0.409539,0.590461
0.02,6.14039e-08,0.196874,0.803126,0.422422,0.577578
0.02,6.17609e-08,0.207443,0.792557,0.448506,0.551494
0.02,6.21179e-08,0.218683,0.781317,0.480166,0.519834
0.02,6.24749e-08,0.249711,0.750289,0.534837,0.465163
0.02,6.28319e-08,0.288925,0.711075,0.573454,0.426546
0.02,6.31889e-08,0.310052,0.689948,0.583349,0.416651
0.02,6.35459e-08,0.348874,0.651126,0.631754,0.368246
0.02,6.39029e-08,0.378312,0.621688,0.651439,0.348561
0.02,6.42598e-08,0.432623,0.567377,0.703863,0.296137
0.02,6.46168e-08,0.479442,0.520558,0.724688,0.275312
0.02,6.49738e-08,0.476467,0.523533,0.707784,0.292216
0.02,6.53308e-08,0.500968,0.499032,0.759994,0.240006
0.02,6.56878e-08,0.534557,0.465443,0.793775,0.206225
0.02,6.60448e-08,0.552921,0.447079,0.806323,0.193677
0.02,6.64018e-08,0.567447,0.432553,0.82749,0.17251
0.02,6.67588e-08,0.608524,0.391476,0.869219,0.130781
0.02,6.71158e-08,0.631598,0.368402,0.877966,0.122034
0.02,6.74728e-08,0.676744,0.323256,0.911524,0.0884756
0.02,6.78298e-08,0.730626,0.269374,0.934334,0.0656658
0.02,6.81868e-08,0.779809,0.220191,0.948123,0.0518766
0.02,6.85438e-08,0.805654,0.194346,0.95073,0.04927
0.02,6.89008e-08,0.822968,0.177032,0.959754,0.040246
0.02,6.92578e-08,0.852748,0.147252,0.976782,0.0232181
0.02,6.96148e-08,0.891211,0.108789,0.989,0.0109997
0.02,6.99718e-08,0.914352,0.0856479,0.991434,0.008566
0.02,7.03288e-08,0.927383,0.0726167,0.993932,0.00606751
0.02,7.06858e-08,0.950485,0.0495153,0.99927,0.000729618
0.02,7.10428e-08,0.965671,0.0343287,0.999128,0.000871966
0.02,7.13998e-08,0.974603,0.0253967,0.996708,0.0032922
0.02,7.17568e-08,0.986911,0.0130891,0.995841,0.00415872
0.02,7.21138e-08,0.99067,0.00933002,0.985789,0.0142111
0.02,7.24708e-08,0.992413,0.00758746,0.976003,0.0239969
0.02,7.28278e-08,0.997163,0.00283708,0.975231,0.0247689
0.02,7.31848e-08,0.997324,0.00267568,0.955526,0.0444739
0.02,7.35418e-08,0.992545,0.00745473,0.934014,0.0659857
0.02,7.38988e-08,0.991753,0.00824713,0.940872,0.059128
0.02,7.42558e-08,0.986651,0.0133487,0.915977,0.0840234
0.02,7.46128e-08,0.97886,0.0211405,0.897038,0.102962
0.02,7.49698e-08,0.960622,0.0393783,0.861707,0.138293
0.02,7.53268e-08,0.942436,0.0575637,0.847979,0.152021
0.02,7.56838e-08,0.924229,0.075771,0.829658,0.170342
0.02,7.60408e-08,0.915146,0.0848541,0.820203,0.179797
0.02,7.63978e-08,0.918634,0.081366,0.813966,0.186034
0.02,7.67548e-08,0.902498,0.0975019,0.761571,0.238429
0.02,7.71118e-08,0.881091,0.118909,0.728802,0.271198
0.02,7.74688e-08,0.876077,0.123923,0.724766,0.275234
0.02,7.78258e-08,0.839313,0.160687,0.65388,0.34612
0.02,7.81828e-08,0.81211,0.18789,0.639412,0.360588
0.02,7.85398e-08,0.810151,0.189849,0.643125,0.356875
0.02,7.88968e-08,0.789247,0.210753,0.591097,0.408903
0.02,7.92538e-08,0.783028,0.216972,0.578268,0.421732
0.02,7.96108e-08,0.762719,0.237281,0.531471,0.468529
0.02,7.99678e-08,0.737233,0.262767,0.495931,0.504069
0.02,8.03248e-08,0.703154,0.296846,0.455974,0.544026
0.02,8.06818e-08,0.682735,0.317265,0.440576,0.559424
0.02,8.10388e-08,0.669989,0.330011,0.418022,0.581978
0.02,8.13958e-08,0.639027,0.360973,0.369159,0.630841
0.02,8.17528e-08,0.615957,0.384043,0.347089,0.652911
0.02,8.21098e-08,0.599283,0.400717,0.324343,0.675657
0.02,8.24668e-08,0.562125,0.437875,0.276952,0.723048
0.02,8.28238e-08,0.529902,0.470098,0.253792,0.746208
0.02,8.31808e-08,0.518251,0.481749,0.244717,0.755283
0.02,8.35378e-08,0.490403,0.509597,0.205643,0.794357
0.02,8.38948e-08,0.449496,0.550504,0.171089,0.828911
0.02,8.42518e-08,0.426137,0.573863,0.160615,0.839385
0.02,8.46088e-08,0.413196,0.586804,0.145733,0.854267
0.02,8.49658e-08,0.378373,0.621627,0.110041,0.889959
0.02,8.53228e-08,0.351614,0.648386,0.0961855,0.903814
0.02,8.56798e-08,0.345327,0.654673,0.0909168,0.909083
0.02,8.60368e-08,0.318851,0.681149,0.0634955,0.936505
0.02,8.63938e-08,0.298158,0.701842,0.0524505,0.947549
0.02,8.67508e-08,0.249589,0.750411,0.0281826,0.971817
0.02,8.71078e-08,0.230034,0.769966,0.0286334,0.971367
0.02,8.74648e-08,0.229727,0.770273,0.0262008,0.973799
0.02,8.78218e-08,0.198952,0.801048,0.00965259,0.990347
0.02,8.81788e-08,0.187956,0.812044,0.00907287,0.990927
0.02,8.85358e-08,0.16219,0.83781,0.00325122,0.996749
0.02,8.88928e-08,0.137941,0.862059,0.00216132,0.997839
0.02,8.92498e-08,0.116571,0.883429,0.00336905,0.996631
0.02,8.96068e-08,0.0995238,0.900476,0.00721069,0.992789
0.02,8.99638e-08,0.0803388,0.919661,0.0109272,0.989073
0.02,9.03208e-08,0.0741277,0.925872,0.0239528,0.976047
0.02,9.06778e-08,0.0577426,0.942257,0.0265143,0.973486
0.02,9.10348e-08,0.0384472,0.961553,0.0325956,0.967404
0.02,9.13918e-08,0.0262948,0.973705,0.0490364,0.950964
0.02,9.17488e-08,0.0109048,0.989095,0.0520855,0.947915
0.02,9.21058e-08,0.00704846,0.992952,0.0861784,0.913822
0.02,9.24628e-08,0.00308129,0.996919,0.0985716,0.901428
0.02,9.28198e-08,0.00192169,0.998078,0.123655,0.876345
0.02,9.31768e-08,0.00162932,0.998371,0.134806,0.865194
0.02,9.35338e-08,0.00395816,0.996042,0.162994,0.837006
0.02,9.38908e-08,0.0074053,0.992595,0.181783,0.818217
0.02,9.42478e-08,0.0156706,0.984329,0.216753,0.783247
0.02,9.46048e-08,0.0260144,0.973986,0.239581,0.760419
0.02,9.49618e-08,0.0383286,0.961671,0.265654,0.734346
0.02,9.53188e-08,0.0486981,0.951302,0.284975,0.715025
0.02,9.56758e-08,0.0478724,0.952128,0.288507,0.711493
0.02,9.60328e-08,0.0576913,0.942309,0.339726,0.660274
0.02,9.63898e-08,0.0749488,0.925051,0.381394,0.618606
0.02,9.67468e-08,0.0850304,0.91497,0.395886,0.604114
0.02,9.71038e-08,0.0907236,0.909276,0.417688,0.582312
0.02,9.74608e-08,0.118787,0.881213,0.484521,0.515479
0.02,9.78178e-08,0.149674,0.850326,0.515334,0.484666
0.02,9.81748e-08,0.17837,0.82163,0.540046,0.459954
0.02,9.85318e-08,0.207842,0.792158,0.569498,0.430502
0.02,9.88888e-08,0.232669,0.767331,0.593114,0.406886
0.02,9.92458e-08,0.264299,0.735701,0.629969,0.370031
0.02,9.96028e-08,0.287791,0.712209,0.649852,0.350148
0.02,9.99598e-08,0.304413,0.695587,0.671278,0.328722
0.02,1.00317e-07,0.34603,0.65397,0.724142,0.275858
0.02,1.00674e-07,0.368256,0.631744,0.733041,0.266959
0.02,1.01031e-07,0.371529,0.628471,0.743287,0.256713
0.02,1.01388e-07,0.360762,0.639238,0.757893,0.242107
0.02,1.01745e-07,0.41054,0.58946,0.83355,0.16645
0.02,1.02102e-07,0.433437,0.566563,0.835763,0.164237
0.02,1.02459e-07,0.458206,0.541794,0.859258,0.140742
0.02,1.02816e-07,0.494551,0.505449,0.888071,0.111929
0.02,1.03173e-07,0.52917,0.47083,0.906002,0.0939976
0.02,1.0353e-07,0.564484,0.435516,0.92351,0.0764897
0.02,1.03887e-07,0.605958,0.394042,0.942132,0.0578676
0.02,1.04244e-07,0.600522,0.399478,0.93375,0.0662502
0.02,1.04601e-07,0.631238,0.368762,0.963349,0.036651
0.02,1.04958e-07,0.668232,0.331768,0.977,0.0230005
0.02,1.05315e-07,0.658945,0.341055,0.970543,0.0294569
0.02,1.05672e-07,0.711243,0.288757,0.993719,0.0062813
0.02,1.06029e-07,0.748242,0.251758,0.995288,0.00471159
0.02,1.06386e-07,0.781998,0.218002,0.997352,0.00264829
0.02,1.06743e-07,0.824557,0.175443,0.998596,0.00140412
0.02,1.071e-07,0.840769,0.159231,0.99187,0.0081299
0.02,1.07457e-07,0.844141,0.155859,0.982461,0.0175391
0.02,1.07814e-07,0.842421,0.157579,0.973919,0.0260813
0.02,1.08171e-07,0.831998,0.168002,0.959143,0.0408574
0.02,1.08528e-07,0.841703,0.158297,0.958861,0.0411391
0.02,1.08885e-07,0.851374,0.148626,0.947518,0.0524824
0.02,1.09242e-07,0.856097,0.143903,0.930479,0.0695212
0.02,1.09599e-07,0.860153,0.139847,0.914158,0.0858424
0.02,1.09956e-07,0.880567,0.119433,0.91085,0.0891498
0.02,1.10313e-07,0.907724,0.0922759,0.901718,0.0982823
0.02,1.1067e-07,0.906172,0.0938275,0.849895,0.150105
0.02,1.11027e-07,0.918226,0.0817744,0.847656,0.152344
0.02,1.11384e-07,0.932537,0.0674634,0.831436,0.168564
0.02,1.11741e-07,0.938323,0.0616769,0.795103,0.204897
0.02,1.12098e-07,0.943019,0.0569805,0.772431,0.227569
0.02,1.12455e-07,0.941973,0.058027,0.74146,0.25854
0.02,1.12812e-07,0.94527,0.0547304,0.72343,0.27657
0.02,1.13169e-07,0.947282,0.0527183,0.693887,0.306113
0.02,1.13526e-07,0.945683,0.0543166,0.660256,0.339744
0.02,1.13883e-07,0.941527,0.0584725,0.62785,0.37215
0.02,1.1424e-07,0.919386,0.080614,0.566039,0.433961
0.02,1.14597e-07,0.894253,0.105747,0.536009,0.463991
0.02,1.14954e-07,0.899285,0.100715,0.557802,0.442198
0.02,1.15311e-07,0.897824,0.102176,0.517342,0.482658
0.02,1.15668e-07,0.878722,0.121278,0.460299,0.539701
0.02,1.16025e-07,0.862443,0.137557,0.436235,0.563765
0.02,1.16382e-07,0.84567,0.15433,0.40483,0.59517
0.02,1.16739e-07,0.83965,0.16035,0.391639,0.608361
0.02,1.17096e-07,0.828948,0.171052,0.357177,0.642823
0.02,1.17453e-07,0.827267,0.172733,0.339942,0.660058
0.02,1.1781e-07,0.783186,0.216814,0.263185,0.736815
0.02,1.18167e-07,0.759481,0.240519,0.261487,0.738513
0.02,1.18524e-07,0.72822,0.27178,0.227968,0.772032
0.02,1.18881e-07,0.716602,0.283398,0.219856,0.780144
0.02,1.19238e-07,0.687715,0.312285,0.182751,0.817249
0.02,1.19595e-07,0.664993,0.335007,0.164806,0.835194
0.02,1.19952e-07,0.634623,0.365377,0.13708,0.86292
0.02,1.20309e-07,0.591669,0.408331,0.108299,0.891701
0.02,1.20666e-07,0.548174,0.451826,0.0907444,0.909256
0.02,1.21023e-07,0.524696,0.475304,0.0858724,0.914128
0.02,1.2138e-07,0.50936,0.49064,0.0728776,0.927122
0.02,1.21737e-07,0.500594,0.499406,0.0610872,0.938913
0.02,1.22094e-07,0.465389,0.534611,0.0371024,0.962898
0.02,1.22451e-07,0.41947,0.58053,0.0229751,0.977025
0.02,1.22808e-07,0.406818,0.593182,0.0245446,0.975455
0.02,1.23165e-07,0.376648,0.623352,0.0122254,0.987775
0.02,1.23522e-07,0.325555,0.674445,0.00401982,0.99598
0.02,1.23879e-07,0.317088,0.682912,0.00778256,0.992217
0.02,1.24236e-07,0.307067,0.692933,0.00570489,0.994295
0.02,1.24593e-07,0.286754,0.713246,0.0051251,0.994875
0.02,1.2495e-07,0.292472,0.707528,0.0129496,0.98705
0.02,1.25307e-07,0.279254,0.720746,0.0122136,0.987786
0.02,1.25664e-07,0.285683,0.714317,0.0243062,0.975694
0.02,1.26021e-07,0.267187,0.732813,0.0236616,0.976338
0.02,1.26378e-07,0.265781,0.734219,0.0398353,0.960165
0.02,1.26735e-07,0.232735,0.767265,0.0370815,0.962918
0.02,1.27092e-07,0.211613,0.788387,0.0547633,0.945237
0.02,1.27449e-07,0.212119,0.787881,0.0800353,0.919965
0.02,1.27806e-07,0.20397,0.79603,0.0931405,0.90686
0.02,1.28163e-07,0.205804,0.794196,0.118271,0.881729
0.02,1.2852e-07,0.175478,0.824522,0.109731,0.890269
0.02,1.28877e-07,0.184867,0.815133,0.161644,0.838356
0.02,1.29234e-07,0.175726,0.824274,0.165991,0.834009
0.02,1.29591e-07,0.178835,0.821165,0.201245,0.798755
0.02,1.29948e-07,0.18209,0.81791,0.222541,0.777459
0.02,1.30305e-07,0.174989,0.825011,0.237438,0.762562
0.02,1.30662e-07,0.171208,0.828792,0.268097,0.731903
0.02,1.31019e-07,0.169196,0.830804,0.296245,0.703755
0.02,1.31376e-07,0.149757,0.850243,0.305273,0.694727
0.02,1.31733e-07,0.134367,0.865633,0.336573,0.663427
0.02,1.3209e-07,0.125477,0.874523,0.372308,0.627692
0.02,1.32447e-07,0.139441,0.860559,0.435171,0.564829
0.02,1.32804e-07,0.13221,0.86779,0.434986,0.565014
0.02,1.33161e-07,0.131944,0.868056,0.474671,0.525329
0.02,1.33518e-07,0.121356,0.878644,0.48763,0.51237
0.02,1.33875e-07,0.127408,0.872592,0.543143,0.456857
0.02,1.34232e-07,0.134116,0.865884,0.568952,0.431048
0.02,1.34589e-07,0.158416,0.841584,0.62015,0.37985
0.02,1.34946e-07,0.180738,0.819262,0.639868,0.360132
0.02,1.35303e-07,0.189467,0.810533,0.654602,0.345398
0.02,1.3566e-07,0.224205,0.775795,0.71071,0.28929
0.02,1.36017e-07,0.249345,0.750655,0.727417,0.272583
0.02,1.36374e-07,0.266831,0.733169,0.74365,0.25635
0.02,1.36731e-07,0.264985,0.735015,0.751734,0.248266
0.02,1.37088e-07,0.298956,0.701044,0.810412,0.189588
0.02,1.37445e-07,0.293587,0.706413,0.800196,0.199804
0.02,1.37802e-07,0.287551,0.712449,0.824395,0.175605
0.02,1.38159e-07,0.305673,0.694327,0.864809,0.135191
0.02,1.38516e-07,0.320759,0.679241,0.881649,0.118351
0.02,1.38873e-07,0.353658,0.646342,0.910926,0.0890742
0.02,1.3923e-07,0.356095,0.643905,0.911091,0.0889094
0.02,1.39587e-07,0.38131,0.61869,0.939931,0.0600695
0.02,1.39944e-07,0.392494,0.607506,0.947211,0.0527887
0.02,1.40301e-07,0.4189,0.5811,0.964492,0.0355082
0.02,1.40658e-07,0.427085,0.572915,0.968161,0.0318394
0.02,1.41015e-07,0.399018,0.600982,0.964227,0.0357734
0.02,1.41372e-07,0.432364,0.567636,0.989358,0.0106418
0.02,1.41729e-07,0.451924,0.548076,0.991265,0.00873451
0.02,1.42086e-07,0.503997,0.496003,0.997508,0.0024919
0.02,1.42443e-07,0.518745,0.481255,0.992497,0.00750343
0.02,1.428e-07,0.524876,0.475124,0.988892,0.0111076
0.02,1.43157e-07,0.533701,0.466299,0.985067,0.0149329
0.02,1.43514e-07,0.55557,0.44443,0.983035,0.0169649
0.02,1.43871e-07,0.57298,0.42702,0.975732,0.0242684
0.02,1.44228e-07,0.615545,0.384455,0.974963,0.0250374
0.02,1.44585e-07,0.605079,0.394921,0.942596,0.0574039
0.02,1.44942e-07,0.613096,0.386904,0.938628,0.0613717
