Temps abs_alpha_bruit abs_beta_bruit abs_alpha_corrige abs_beta_corrige bruit_alpha bruit_beta
1.14954e-07 0.28818 0.71182 0.421002 0.578998 0.0792993 0.271314
1.15311e-07 0.287198 0.712802 0.458218 0.541782 -0.0585177 0.151652
1.15668e-07 0.253772 0.746228 0.389547 0.610453 0.0180039 0.0519812
1.16025e-07 0.188984 0.811016 0.319895 0.680105 0.101013 0.19192
1.16382e-07 0.180939 0.819061 0.350663 0.649337 -0.026995 0.139146
1.16739e-07 0.174975 0.825025 0.319789 0.680211 -0.0241836 0.223655
1.17096e-07 0.153163 0.846837 0.267098 0.732902 0.0335537 -0.244129
1.17453e-07 0.172542 0.827458 0.293776 0.706224 -0.0884489 0.0701903
1.1781e-07 0.153973 0.846027 0.219077 0.780923 0.0207815 0.0228053
1.18167e-07 0.121417 0.878583 0.174835 0.825165 0.0694453 0.112521
1.18524e-07 0.114772 0.885228 0.177073 0.822927 0.00591166 -0.23577
1.18881e-07 0.10016 0.89984 0.148244 0.851756 0.0227444 -0.0272061
1.19238e-07 0.0977439 0.902256 0.139423 0.860577 -0.0135199 -0.0107075
1.19595e-07 0.0486082 0.951392 0.0650788 0.934921 0.173982 0.0474022
1.19952e-07 0.0468752 0.953125 0.0959749 0.904025 0.000302773 -0.0815546
1.20309e-07 0.050572 0.949428 0.0843533 0.915647 -0.021732 0.178412
1.20666e-07 0.0402785 0.959722 0.0478772 0.952123 0.064172 0.134998
1.21023e-07 0.0590728 0.940927 0.0630228 0.936977 -0.0570501 -0.208476
1.2138e-07 0.0564361 0.943564 0.0306705 0.96933 0.0357988 0.248592
1.21737e-07 0.0353791 0.964621 0.00843541 0.991565 0.143821 0.0836275
1.22094e-07 0.0500167 0.949983 0.0211792 0.978821 -0.0228618 0.0850908
1.22451e-07 0.0678596 0.93214 0.0135337 0.986466 -0.0207618 0.0990116
1.22808e-07 0.101952 0.898048 0.0135406 0.986459 -0.063946 -0.136517
1.23165e-07 0.12076 0.87924 0.00408217 0.995918 -0.00339355 0.12988
1.23522e-07 0.109842 0.890158 0.000703028 0.999297 0.0942443 0.0623109
1.23879e-07 0.129975 0.870025 0.0106579 0.989342 -0.000689343 -0.0159524
1.24236e-07 0.14704 0.85296 0.0162172 0.983783 0.0118971 -0.049478
1.24593e-07 0.167684 0.832316 0.0262699 0.97373 0.00408589 -0.124906
1.2495e-07 0.200602 0.799398 0.0429199 0.95708 -0.0262536 -0.00115946
1.25307e-07 0.218943 0.781057 0.047383 0.952617 0.0140331 -0.0015994
1.25664e-07 0.286114 0.713886 0.090433 0.909567 -0.0955645 -0.0551262
1.26021e-07 0.29857 0.70143 0.0729703 0.92703 0.0310098 -0.208295
1.26378e-07 0.329757 0.670243 0.103548 0.896452 -0.0144375 -0.114169
1.26735e-07 0.337758 0.662242 0.108478 0.891522 0.0321088 -0.0682977
1.27092e-07 0.385006 0.614994 0.15801 0.84199 -0.0515605 -0.218537
1.27449e-07 0.420542 0.579458 0.175013 0.824987 -0.0352033 0.00703419
1.27806e-07 0.434833 0.565167 0.181466 0.818534 0.00918644 0.081782
1.28163e-07 0.451811 0.548189 0.206657 0.793343 0.00812749 -0.200706
1.2852e-07 0.542451 0.457549 0.302091 0.697909 -0.149078 -0.144695
1.28877e-07 0.584283 0.415717 0.290114 0.709886 -0.060051 -0.12174
1.29234e-07 0.61687 0.38313 0.314269 0.685731 -0.0499446 -0.18871
1.29591e-07 0.623619 0.376381 0.322999 0.677001 -0.00978637 0.22014
1.29948e-07 0.654254 0.345746 0.37043 0.62957 -0.0470304 -0.232823
1.30305e-07 0.617239 0.382761 0.34058 0.65942 0.0781397 -0.127121
1.30662e-07 0.613057 0.386943 0.40782 0.59218 0.000716659 0.0600225
1.31019e-07 0.610514 0.389486 0.438982 0.561018 0.00017837 -0.0386509
1.31376e-07 0.590741 0.409259 0.454357 0.545643 0.0320366 -0.111528
1.31733e-07 0.556983 0.443017 0.475482 0.524518 0.0523111 -0.0557831
1.3209e-07 0.508187 0.491813 0.493295 0.506705 0.0780009 0.0889389
1.32447e-07 0.505119 0.494881 0.567077 0.432923 -0.00853887 0.081097
1.32804e-07 0.444661 0.555339 0.538307 0.461693 0.111434 0.0200059
1.33161e-07 0.418763 0.581237 0.602162 0.397838 0.0440362 0.0583684
1.33518e-07 0.347484 0.652516 0.584527 0.415473 0.142717 -0.150521
1.33875e-07 0.336171 0.663829 0.677524 0.322476 0.0113767 0.0493842
1.34232e-07 0.345018 0.654982 0.723272 0.276728 -0.026785 0.0430772
1.34589e-07 0.313604 0.686396 0.709408 0.290592 0.0627631 0.21473
1.34946e-07 0.373194 0.626806 0.811269 0.188731 -0.114852 -0.0189283
1.35303e-07 0.371569 0.628431 0.784089 0.215911 0.0141863 0.0551661
1.3566e-07 0.405619 0.594381 0.834818 0.165182 -0.0546915 0.0966509
1.36017e-07 0.442492 0.557508 0.855453 0.144547 -0.0528586 0.165544
1.36374e-07 0.438684 0.561316 0.844487 0.155513 0.0392874 0.0032946
1.36731e-07 0.476483 0.523517 0.893496 0.106504 -0.0437924 -0.20626
1.37088e-07 0.490669 0.509331 0.901611 0.0983886 -0.00779625 -0.209487
1.37445e-07 0.491464 0.508536 0.914724 0.0852759 0.00630158 0.0988599
1.37802e-07 0.468038 0.531962 0.915689 0.0843112 0.0609433 0.133764
1.38159e-07 0.524406 0.475594 0.964997 0.0350031 -0.0906013 -0.0695951
1.38516e-07 0.514707 0.485293 0.951984 0.0480161 0.0374556 -0.243255
1.38873e-07 0.542761 0.457239 0.978364 0.0216356 -0.0533644 0.123872
1.3923e-07 0.518732 0.481268 0.968868 0.0311323 0.0584917 0.145112
1.39587e-07 0.526128 0.473872 0.984977 0.0150233 0.00412802 -0.0223762
1.39944e-07 0.592941 0.407059 0.997884 0.00211568 -0.117298 0.198061
1.40301e-07 0.619646 0.380354 0.992225 0.00777521 -0.026164 0.193088
1.40658e-07 0.603512 0.396488 0.980297 0.0197031 0.0712042 0.137402
1.41015e-07 0.624829 0.375171 0.986058 0.0139417 0.000252572 0.201468
1.41372e-07 0.642827 0.357173 0.982218 0.017782 0.0143846 -0.195419
1.41729e-07 0.683638 0.316362 0.984135 0.0158652 -0.0430996 0.0640139
1.42086e-07 0.715116 0.284884 0.974228 0.0257717 -0.0232709 0.0822115
1.42443e-07 0.769566 0.230434 0.973969 0.0260308 -0.076622 0.113519
1.428e-07 0.782798 0.217202 0.943854 0.0561462 0.0197689 0.149409
1.43157e-07 0.790613 0.209387 0.926379 0.0736209 0.0365604 -0.0335765
1.43514e-07 0.819844 0.180156 0.92555 0.0744499 -0.0199503 0.130334
1.43871e-07 0.854653 0.145347 0.914829 0.0851713 -0.0373913 -0.0223897
1.44228e-07 0.874166 0.125834 0.886757 0.113243 -0.00137202 -0.0153642
1.44585e-07 0.898091 0.101909 0.87392 0.12608 -0.021275 0.0186222
1.44942e-07 0.922411 0.0775891 0.856484 0.143516 -0.0318918 0.13857
1.45299e-07 0.942284 0.0577157 0.834824 0.165176 -0.0231407 -0.311903
1.45656e-07 0.956704 0.0432963 0.813855 0.186145 -0.0243261 -0.183127
1.46013e-07 0.970283 0.0297172 0.800807 0.199193 -0.0465856 -0.240371
1.4637e-07 0.98342 0.0165803 0.792263 0.207737 -0.0861365 -0.0217154
1.46727e-07 0.972718 0.0272821 0.701991 0.298009 0.0616929 -0.0420732
1.47084e-07 0.968115 0.0318847 0.701878 0.298122 0.00114772 -0.0379718
1.47441e-07 0.947914 0.0520856 0.643084 0.356916 0.0654532 -0.0245528
1.47798e-07 0.919056 0.0809443 0.60868 0.39132 0.0739551 0.12614
1.48155e-07 0.906046 0.0939537 0.611556 0.388444 0.00576277 0.0765333
1.48512e-07 0.899571 0.100429 0.593821 0.406179 -0.0180359 -0.095276
1.48869e-07 0.863253 0.136747 0.52187 0.47813 0.065769 -0.0267357
1.49226e-07 0.836462 0.163538 0.510705 0.489295 0.0252936 0.190964
1.49583e-07 0.795098 0.204902 0.460572 0.539428 0.0634478 0.0593325
1.4994e-07 0.788904 0.211096 0.474393 0.525607 -0.0270744 0.202594
1.50297e-07 0.755047 0.244953 0.409028 0.590972 0.0467823 -0.196809
1.50654e-07 0.705617 0.294383 0.36908 0.63092 0.0664944 0.0715571
1.51011e-07 0.688682 0.311318 0.374954 0.625046 -0.00591618 -0.0777708
1.51368e-07 0.649274 0.350726 0.325088 0.674912 0.0368101 0.0399528
1.51725e-07 0.543916 0.456084 0.237805 0.762195 0.169351 0.0636567
1.52082e-07 0.595394 0.404606 0.353451 0.646549 -0.147423 0.0856466
1.52439e-07 0.562815 0.437185 0.246349 0.753651 0.0263567 -0.0267942
1.52796e-07 0.582262 0.417738 0.267523 0.732477 -0.0805703 -0.1379
1.53153e-07 0.603269 0.396731 0.24628 0.75372 -0.0903603 -0.127644
1.5351e-07 0.59528 0.40472 0.199074 0.800926 -0.0363362 -0.0599293
1.53867e-07 0.603559 0.396441 0.188241 0.811759 -0.0716685 0.225179
1.54224e-07 0.548747 0.451253 0.118706 0.881294 0.0641746 -0.100105
1.54581e-07 0.573865 0.426135 0.154767 0.845233 -0.101575 0.0376242
1.54938e-07 0.527174 0.472826 0.0892155 0.910784 0.0442207 -0.130456
1.55295e-07 0.441369 0.558631 0.0543352 0.945665 0.117561 0.317526
1.55652e-07 0.40726 0.59274 0.0617571 0.938243 0.0273624 -0.00100575
1.56009e-07 0.419428 0.580572 0.0705393 0.929461 -0.0660391 0.0207715
1.56366e-07 0.383704 0.616296 0.0365458 0.963454 0.0330101 -0.0717734
1.56723e-07 0.383482 0.616518 0.0414131 0.958587 -0.0423254 -0.0995501
1.5708e-07 0.31768 0.68232 0.012588 0.987412 0.0913886 0.0401314
1.57437e-07 0.278159 0.721841 0.0132601 0.98674 0.0421755 0.00444173
1.57794e-07 0.256725 0.743275 0.0143243 0.985676 0.00530924 -0.0992765
1.58151e-07 0.256145 0.743855 0.0183551 0.981645 -0.0450955 -0.0423661
1.58508e-07 0.217771 0.782229 0.00859669 0.991403 0.0431448 -0.10092
1.58865e-07 0.182936 0.817064 0.00940826 0.990592 0.0369572 0.225131
1.59222e-07 0.182649 0.817351 0.022375 0.977625 -0.0380057 0.00364101
1.59579e-07 0.158849 0.841151 0.0179182 0.982082 0.0268737 0.16374
1.59936e-07 0.134362 0.865638 0.021613 0.978387 0.0445284 0.121738
1.60293e-07 0.142076 0.857924 0.0437399 0.95626 -0.0362099 0.221153
1.6065e-07 0.150333 0.849667 0.0528166 0.947183 -0.0193397 -0.127244
1.61007e-07 0.110049 0.889951 0.0359264 0.964074 0.120025 0.0287468
1.61364e-07 0.0905704 0.90943 0.0591098 0.94089 0.071051 -0.101677
1.61721e-07 0.123472 0.876528 0.125677 0.874323 -0.101745 -0.0770047
1.62078e-07 0.145674 0.854326 0.131538 0.868462 -0.0599394 0.0268266
1.62435e-07 0.138246 0.861754 0.120386 0.879614 0.0322598 0.086747
1.62792e-07 0.173293 0.826707 0.17992 0.82008 -0.0768014 0.12055
1.63149e-07 0.15852 0.84148 0.148651 0.851349 0.0697264 -0.087741
1.63506e-07 0.154582 0.845418 0.183439 0.816561 0.0386627 -0.143363
1.63863e-07 0.188264 0.811736 0.252165 0.747835 -0.0668418 -0.0223414
1.6422e-07 0.199772 0.800228 0.250991 0.749009 -0.00487574 0.119377
1.64577e-07 0.232961 0.767039 0.297623 0.702377 -0.0474351 -0.0539052
1.64934e-07 0.230534 0.769466 0.286098 0.713902 0.0379932 0.0934383
1.65291e-07 0.264991 0.735009 0.349818 0.650182 -0.0411455 0.206374
1.65648e-07 0.297418 0.702582 0.370156 0.629844 -0.0231328 0.0915727
1.66005e-07 0.358678 0.641322 0.427304 0.572696 -0.0776339 -0.0558311
1.66362e-07 0.331089 0.668911 0.366144 0.633856 0.109489 -0.0227249
1.66719e-07 0.395481 0.604519 0.492077 0.507923 -0.0830057 -0.118049
1.67076e-07 0.396232 0.603768 0.457857 0.542143 0.0452157 0.138431
1.67433e-07 0.399156 0.600844 0.488106 0.511894 0.0463684 0.00624935
1.6779e-07 0.43136 0.56864 0.547887 0.452113 -0.0125962 0.0794976
1.68147e-07 0.47657 0.52343 0.590246 0.409754 -0.0353936 -0.15022
1.68504e-07 0.498222 0.501778 0.600178 0.399822 0.00715987 -0.173388
1.68861e-07 0.512269 0.487731 0.626511 0.373489 0.0151762 -0.0295568
1.69218e-07 0.572343 0.427657 0.700036 0.299964 -0.0788171 -0.00413348
1.69575e-07 0.582486 0.417514 0.682662 0.317338 0.0208729 -0.0346692
1.69932e-07 0.5687 0.4313 0.689551 0.310449 0.0672163 0.0365496
1.70289e-07 0.543264 0.456736 0.707021 0.292979 0.0918847 -0.151787
1.70646e-07 0.572756 0.427244 0.785097 0.214903 -0.0267692 0.0273351
1.71003e-07 0.555753 0.444247 0.769461 0.230539 0.067992 0.215754
1.7136e-07 0.60764 0.39236 0.844628 0.155372 -0.0613061 -0.0657296
1.71717e-07 0.643538 0.356462 0.855641 0.144359 -0.0337262 0.136451
1.72074e-07 0.674064 0.325936 0.870532 0.129468 -0.0183188 0.100607
1.72431e-07 0.696594 0.303406 0.882436 0.117564 0.00105326 0.196303
1.72788e-07 0.731754 0.268246 0.907263 0.0927372 -0.0221236 0.0766258
1.73145e-07 0.783654 0.216346 0.931973 0.0680265 -0.0638434 0.296752
1.73502e-07 0.778248 0.221752 0.909339 0.0906606 0.0753467 0.0758032
1.73859e-07 0.87911 0.12089 0.981443 0.0185572 -0.207715 0.00479234
1.74216e-07 0.863797 0.136203 0.931249 0.068751 0.108474 -0.198368
1.74573e-07 0.87466 0.12534 0.960035 0.0399652 0.0283517 0.0877319
1.7493e-07 0.864754 0.135246 0.955456 0.0445435 0.0910325 0.172529
1.75287e-07 0.911584 0.0884157 0.989825 0.0101755 -0.0865915 -0.0949346
1.75644e-07 0.933183 0.0668168 0.985472 0.0145281 -0.0186753 0.0461093
1.76001e-07 0.942818 0.0571819 0.981521 0.0184792 0.0225013 0.134864
1.76358e-07 0.930695 0.0693053 0.968202 0.0317977 0.112645 0.0354323
1.76715e-07 0.961464 0.0385361 0.991891 0.00810866 -0.0749659 -0.00893868
1.77072e-07 0.974751 0.0252488 0.982208 0.0177917 -0.0133791 -0.0250436
1.77429e-07 0.97845 0.0215499 0.967401 0.0325989 0.0382149 0.155815
1.77786e-07 0.984981 0.0150192 0.964894 0.0351061 0.0119629 -0.0541133
1.78143e-07 0.991697 0.00830294 0.958152 0.0418476 -0.00249065 0.0491855
1.785e-07 0.997205 0.00279506 0.951083 0.0489165 -0.0194298 -0.00241537
1.78857e-07 0.998444 0.00155567 0.928024 0.0719762 0.0192887 0.187619
1.79214e-07 0.999481 0.000519034 0.928776 0.0712245 -0.0378914 -0.0145891
1.79571e-07 0.998394 0.00160621 0.905793 0.0942067 -0.0120051 0.0622976
1.79928e-07 0.994413 0.00558659 0.883631 0.116369 0.0094566 -0.201754
1.80285e-07 0.989889 0.0101113 0.869498 0.130502 -0.00696187 0.0592786
1.80642e-07 0.983047 0.0169534 0.848222 0.151778 -0.00168067 -0.11058
1.80999e-07 0.971345 0.0286554 0.818119 0.181881 0.0184824 0.0789959
1.81356e-07 0.975716 0.0242841 0.836372 0.163628 -0.0893542 0.000709446
1.81713e-07 0.968791 0.0312092 0.785587 0.214413 -0.0200624 0.0484956
1.8207e-07 0.959803 0.0401973 0.758608 0.241392 -0.0141512 -0.0793342
1.82427e-07 0.951137 0.0488634 0.734246 0.265754 -0.0202309 0.133629
1.82784e-07 0.944292 0.0557084 0.712811 0.287189 -0.0320364 -0.0354089
1.83141e-07 0.905665 0.0943351 0.629306 0.370694 0.0850316 0.0305097
1.83498e-07 0.910825 0.089175 0.678619 0.321381 -0.0806811 0.104478
1.83855e-07 0.916763 0.0832367 0.651888 0.348112 -0.0835973 -0.060846
1.84212e-07 0.883395 0.116605 0.556765 0.443235 0.0488813 0.142213
1.84569e-07 0.844169 0.155831 0.524368 0.475632 0.0527864 0.0237837
1.84926e-07 0.817238 0.182762 0.517505 0.482495 0.0101641 -0.201544
1.85283e-07 0.836503 0.163497 0.550975 0.449025 -0.113732 -0.188689
1.8564e-07 0.81914 0.18086 0.471362 0.528638 -0.0155378 0.0270756
1.85997e-07 0.789892 0.210108 0.426927 0.573073 0.0118422 0.089597
1.86354e-07 0.772871 0.227129 0.414952 0.585048 -0.0214658 -0.156892
1.86711e-07 0.743506 0.256494 0.371568 0.628432 0.00733048 -0.0386732
1.87068e-07 0.739266 0.260734 0.370795 0.629205 -0.0511471 -0.0329636
1.87425e-07 0.723658 0.276342 0.328832 0.671168 -0.0252093 0.114755
1.87782e-07 0.687293 0.312707 0.280438 0.719562 0.0177564 0.137148
1.88139e-07 0.638301 0.361699 0.245758 0.754242 0.0408945 -0.201146
1.88496e-07 0.590924 0.409076 0.221678 0.778322 0.0360249 0.111274
1.88853e-07 0.507906 0.492094 0.169752 0.830248 0.104568 0.21474
1.8921e-07 0.510999 0.489001 0.213481 0.786519 -0.0685885 0.131715
1.89567e-07 0.447313 0.552687 0.141138 0.858862 0.0666485 -0.179256
1.89924e-07 0.43714 0.56286 0.159395 0.840605 -0.0421837 -0.0578692
1.90281e-07 0.414184 0.585816 0.129046 0.870954 -0.0163727 0.1063
1.90638e-07 0.363907 0.636093 0.0916756 0.908324 0.0407938 0.280718
1.90995e-07 0.295909 0.704091 0.0657673 0.934233 0.0869823 -0.226833
1.91352e-07 0.281012 0.718988 0.0814792 0.918521 -0.0288961 -0.0157609
1.91709e-07 0.278475 0.721525 0.0757407 0.924259 -0.0562403 -0.166199
1.92066e-07 0.288567 0.711433 0.0679152 0.932085 -0.0851973 0.228182
1.92423e-07 0.251792 0.748208 0.0331446 0.966855 0.0218456 0.0868338
1.9278e-07 0.271379 0.728621 0.0480145 0.951986 -0.10386 0.0471788
1.93137e-07 0.313803 0.686197 0.0491928 0.950807 -0.151235 -0.0600974
1.93494e-07 0.306152 0.693848 0.0217995 0.978201 -0.0425015 0.0625241
1.93851e-07 0.258435 0.741565 0.00695331 0.993047 0.0487681 0.178676
1.94208e-07 0.212298 0.787702 0.00604328 0.993957 0.0576018 -0.0944382
1.94565e-07 0.202815 0.797185 0.0168117 0.983188 -0.0303546 -0.0786868
1.94922e-07 0.203903 0.796097 0.0242711 0.975729 -0.0581478 -0.0116179
1.95279e-07 0.159419 0.840581 0.0139255 0.986074 0.0604709 -0.138014
1.95636e-07 0.135508 0.864492 0.0276364 0.972364 0.0093002 -0.0571259
1.95993e-07 0.081368 0.918632 0.0192062 0.980794 0.116484 -0.0434151
1.9635e-07 0.0664661 0.933534 0.0498191 0.950181 -0.00221946 -0.00184529
1.96707e-07 0.0413632 0.958637 0.0491426 0.950857 0.0534488 0.0994764
1.97064e-07 0.0351614 0.964839 0.0825884 0.917412 -0.0216769 -0.175213
1.97421e-07 0.0386565 0.961343 0.115593 0.884407 -0.0754712 0.0321854
1.97778e-07 0.0330231 0.966977 0.117179 0.882821 -0.0233074 0.0624399
1.98135e-07 0.0319156 0.968084 0.143923 0.856077 -0.0414124 -0.129145
1.98492e-07 0.0210761 0.978924 0.14324 0.85676 0.0196332 0.0209665
1.98849e-07 0.00995499 0.990045 0.151859 0.848141 0.0504973 0.200894
1.99206e-07 0.0072197 0.99278 0.187413 0.812587 0.0131348 0.14316
1.99563e-07 0.0101846 0.989815 0.222639 0.777361 -0.0188112 0.241215
1.9992e-07 0.0106575 0.989343 0.223026 0.776974 0.0373025 0.20145
2.00277e-07 0.0219892 0.978011 0.281238 0.718762 -0.0349779 -0.0561771
2.00634e-07 0.0379277 0.962072 0.310593 0.689407 -0.0373312 -0.0512154
2.00991e-07 0.0972174 0.902783 0.410693 0.589307 -0.184753 -0.0073331
2.01348e-07 0.0935701 0.90643 0.318153 0.681847 0.0706941 -0.195996
2.01705e-07 0.108017 0.891983 0.377249 0.622751 0.00580252 0.130334
2.02062e-07 0.134317 0.865683 0.421729 0.578271 -0.0222961 -0.163336
2.02419e-07 0.154699 0.845301 0.443172 0.556828 -0.00320127 -0.0861708
2.02776e-07 0.16033 0.83967 0.454038 0.545962 0.0375618 -0.277093
2.03133e-07 0.166465 0.833535 0.490292 0.509708 0.0268236 -0.0316349
2.0349e-07 0.16086 0.83914 0.505362 0.494638 0.0589151 -0.0664056
2.03847e-07 0.143945 0.856055 0.521101 0.478899 0.0896299 -0.0632903
2.04204e-07 0.193127 0.806873 0.639925 0.360075 -0.0900826 -0.0161028
2.04561e-07 0.192455 0.807545 0.604914 0.395086 0.0444305 -0.0753809
2.04918e-07 0.208531 0.791469 0.65514 0.34486 0.00066832 0.0738978
2.05275e-07 0.223159 0.776841 0.679989 0.320011 0.0101097 -0.0739828
2.05632e-07 0.199973 0.800027 0.664224 0.335776 0.100473 0.22434
2.05989e-07 0.191083 0.808917 0.703086 0.296914 0.0759145 0.121795
2.06346e-07 0.278981 0.721019 0.824888 0.175112 -0.150483 -0.296158
2.06703e-07 0.328602 0.671398 0.811291 0.188709 -0.0593981 0.23794
2.0706e-07 0.305335 0.694665 0.769128 0.230872 0.10697 -0.196851
2.07417e-07 0.359975 0.640025 0.859696 0.140304 -0.0649516 -0.186269
2.07774e-07 0.357858 0.642142 0.840959 0.159041 0.0484657 -0.0134581
2.08131e-07 0.382581 0.617419 0.880946 0.119054 -0.00721653 0.012387
2.08488e-07 0.508472 0.491528 0.950679 0.0493209 -0.208979 0.189577
2.08845e-07 0.486735 0.513265 0.885085 0.114915 0.096081 -0.13468
2.09202e-07 0.494579 0.505421 0.920885 0.0791145 0.0317967 0.0454509
2.09559e-07 0.533399 0.466601 0.948754 0.0512458 -0.0283929 0.124398
2.09916e-07 0.519688 0.480312 0.93643 0.0635701 0.0811457 -0.0340912
2.10273e-07 0.52394 0.47606 0.956476 0.0435243 0.0439363 0.0437334
2.1063e-07 0.543238 0.456762 0.972306 0.0276942 0.015144 -0.189678
2.10987e-07 0.566494 0.433506 0.98257 0.0174297 -0.000183639 -0.174524
2.11344e-07 0.536548 0.463452 0.975597 0.0244027 0.0985132 -0.154015
2.11701e-07 0.58275 0.41725 0.996762 0.00323773 -0.0632551 -0.124478
2.12058e-07 0.564866 0.435134 0.985983 0.0140168 0.058469 0.223807
2.12415e-07 0.571471 0.428529 0.990429 0.00957092 0.0209605 -0.152697
2.12772e-07 0.587819 0.412181 0.990423 0.00957724 -0.0077143 0.0664268
2.13129e-07 0.627606 0.372394 0.989973 0.0100275 -0.0529059 0.239669
2.13486e-07 0.674169 0.325831 0.98518 0.01482 -0.0572535 -0.00768857
2.13842e-07 0.700386 0.299614 0.972427 0.027573 -0.017261 -0.112942
2.14199e-07 0.695831 0.304169 0.949936 0.0500639 0.0422714 0.0738033
2.14556e-07 0.661949 0.338051 0.919292 0.0807078 0.107582 0.0924271
2.14913e-07 0.69955 0.30045 0.942631 0.0573695 -0.0420505 -0.0479448
2.1527e-07 0.72265 0.27735 0.921576 0.0784243 -0.0158349 -0.0763981
2.15627e-07 0.75076 0.24924 0.910764 0.0892364 -0.0342264 -0.128397
2.15984e-07 0.768444 0.231556 0.888698 0.111302 -0.0209953 -0.0241775
2.16341e-07 0.752336 0.247664 0.842297 0.157703 0.0544481 -0.000414171
2.16698e-07 0.768901 0.231099 0.848493 0.151507 -0.0244529 0.0416098
2.17055e-07 0.768643 0.231357 0.810412 0.189588 0.0152062 0.028752
2.17412e-07 0.762446 0.237554 0.780906 0.219094 0.0285532 -0.103876
2.17769e-07 0.721924 0.278076 0.725342 0.274658 0.0977387 -0.116504
2.18126e-07 0.700379 0.299621 0.721711 0.278289 0.0430805 0.145095
2.18483e-07 0.734068 0.265932 0.744825 0.255175 -0.0720258 0.192077
2.1884e-07 0.753055 0.246945 0.698131 0.301869 -0.0306076 0.181844
2.19197e-07 0.755568 0.244432 0.649432 0.350568 0.0159416 -0.237372
2.19554e-07 0.776761 0.223239 0.649182 0.350818 -0.0450534 -0.0291409
2.19911e-07 0.795226 0.204774 0.619966 0.380034 -0.0443246 -0.133136
2.20268e-07 0.805858 0.194142 0.586395 0.413605 -0.0369433 -0.0577658
2.20625e-07 0.790111 0.209889 0.525897 0.474103 0.022556 0.0412112
2.20982e-07 0.790443 0.209557 0.515018 0.484982 -0.0176696 0.0023953
2.21339e-07 0.743014 0.256986 0.429629 0.570371 0.0930313 -0.104857
2.21696e-07 0.748965 0.251035 0.465493 0.534507 -0.0411279 0.00584507
2.22053e-07 0.719108 0.280892 0.395549 0.604451 0.0387391 -0.0366676
2.2241e-07 0.70668 0.29332 0.386609 0.613391 -0.00493596 0.0075063
2.22767e-07 0.700875 0.299125 0.363899 0.636101 -0.020589 0.0810648
2.23124e-07 0.645752 0.354248 0.284407 0.715593 0.0874629 0.0202078
2.23481e-07 0.604119 0.395881 0.271908 0.728092 0.0558951 -0.14699
2.23838e-07 0.557213 0.442787 0.244137 0.755863 0.0565823 0.164982
2.24195e-07 0.522404 0.477596 0.224782 0.775218 0.0395944 0.123226
2.24552e-07 0.537384 0.462616 0.238282 0.761718 -0.0534985 -0.0416923
2.24909e-07 0.546727 0.453273 0.209108 0.790892 -0.0448025 -0.0143148
2.25266e-07 0.522518 0.477482 0.159192 0.840808 0.0214403 0.191899
2.25623e-07 0.467477 0.532523 0.112981 0.887019 0.094143 0.114978
2.2598e-07 0.447364 0.552636 0.113337 0.886663 0.0315127 0.0177259
2.26337e-07 0.411179 0.588821 0.0852671 0.914733 0.0657087 -0.0640722
2.26694e-07 0.408069 0.591931 0.0879364 0.912064 -0.00450392 0.00802696
2.27051e-07 0.443466 0.556534 0.0925409 0.907459 -0.0812109 0.024559
2.27408e-07 0.428602 0.571398 0.0524315 0.947569 0.0224931 -0.251279
2.27765e-07 0.389703 0.610297 0.0333396 0.96666 0.0568611 0.109399
2.28122e-07 0.357534 0.642466 0.0238105 0.976189 0.051492 0.441878
2.28479e-07 0.389661 0.610339 0.0308858 0.969114 -0.0529306 0.173094
2.28836e-07 0.388675 0.611325 0.0114403 0.98856 0.0267536 0.14049
2.29193e-07 0.429373 0.570627 0.013887 0.986113 -0.0496033 0.0538664
2.2955e-07 0.392716 0.607284 0.000903919 0.999096 0.110993 -0.24401
2.29907e-07 0.36054 0.63946 0.00248891 0.997511 0.0899919 0.0560668
2.30264e-07 0.395466 0.604534 0.0193689 0.980631 -0.0444698 -0.0312523
2.30621e-07 0.416149 0.583851 0.0231737 0.976826 -0.0155591 -0.17492
2.30978e-07 0.369678 0.630322 0.0127299 0.98727 0.112084 0.184211
2.31335e-07 0.366384 0.633616 0.0326915 0.967308 0.0351931 -0.12845
2.31692e-07 0.403032 0.596968 0.0634522 0.936548 -0.0535169 0.0892629
2.32049e-07 0.406316 0.593684 0.0595623 0.940438 0.0210367 0.0813139
2.32406e-07 0.454794 0.545206 0.099016 0.900984 -0.065209 -0.0151174
2.32763e-07 0.429914 0.570086 0.074904 0.925096 0.0823823 -0.065639
2.3312e-07 0.489518 0.510482 0.145907 0.854093 -0.0906849 0.238904
2.33477e-07 0.51517 0.48483 0.138391 0.861609 -0.00979646 0.14038
2.33834e-07 0.559134 0.440866 0.171222 0.828778 -0.0405484 0.120537
2.34191e-07 0.57785 0.42215 0.173576 0.826424 0.014306 0.0770584
2.34548e-07 0.589536 0.410464 0.191469 0.808531 0.0307646 -0.165134
2.34905e-07 0.646972 0.353028 0.259656 0.740344 -0.0700006 -0.148811
2.35262e-07 0.696489 0.303511 0.283536 0.716464 -0.0642618 0.182847
2.35619e-07 0.712055 0.287945 0.275893 0.724107 0.0143972 0.0558192
2.35976e-07 0.715618 0.284382 0.291402 0.708598 0.0420758 0.0190364
2.36333e-07 0.745616 0.254384 0.348518 0.651482 -0.0176898 -0.115591
