Temps abs_alpha_bruit abs_beta_bruit abs_alpha_corrige abs_beta_corrige bruit_alpha bruit_beta
2.3669e-07 0.79666 0.20334 0.406946 0.593054 -0.0774613 0.123651
2.37047e-07 0.855261 0.144739 0.449971 0.550029 -0.106823 0.285433
2.37404e-07 0.858891 0.141109 0.405215 0.594785 0.0464646 -0.137184
2.37761e-07 0.896092 0.103908 0.490418 0.509582 -0.0623039 -0.129771
2.38118e-07 0.901211 0.0987888 0.476641 0.523359 0.0272399 0.0399851
2.38475e-07 0.883527 0.116473 0.469937 0.530063 0.100297 0.198291
2.38832e-07 0.879537 0.120463 0.520403 0.479597 0.0615349 0.0156996
2.39189e-07 0.868074 0.131926 0.540816 0.459184 0.0823638 0.0639333
2.39546e-07 0.890353 0.109647 0.622156 0.377844 -0.0199519 -0.09727
2.39903e-07 0.901285 0.0987149 0.639177 0.360823 0.00615214 -0.331388
2.4026e-07 0.90963 0.0903695 0.675548 0.324452 -0.00827763 0.0148455
2.40617e-07 0.92257 0.0774305 0.714706 0.285294 -0.0306775 -0.0686237
2.40974e-07 0.925393 0.0746068 0.730959 0.269041 -0.00468353 -0.000139774
2.41331e-07 0.961 0.0389995 0.819926 0.180074 -0.1561 -0.0876684
2.41688e-07 0.965107 0.0348925 0.797027 0.202973 -0.0352881 -0.201493
2.42045e-07 0.965715 0.0342848 0.82193 0.17807 -0.0364459 -0.00122755
2.42402e-07 0.967599 0.0324013 0.84956 0.15044 -0.0500143 0.0976105
2.42759e-07 0.952887 0.0471127 0.841225 0.158775 0.0350523 0.00938252
2.43116e-07 0.935656 0.0643444 0.864815 0.135185 0.0304392 -0.00515382
2.43473e-07 0.916947 0.0830534 0.887777 0.112223 0.0233619 -0.130434
2.4383e-07 0.914789 0.0852111 0.925507 0.0744927 -0.0471673 0.131371
2.44187e-07 0.876395 0.123605 0.90921 0.0907896 0.0739003 -0.024764
2.44544e-07 0.850942 0.149058 0.938314 0.0616856 0.0198894 0.233138
2.44901e-07 0.842954 0.157046 0.960158 0.0398419 -0.024982 0.208844
2.45258e-07 0.800956 0.199044 0.95218 0.0478197 0.0703439 0.110243
2.45615e-07 0.745783 0.254217 0.958926 0.0410735 0.0958766 -0.0197186
2.45972e-07 0.693636 0.306364 0.97278 0.0272202 0.0774801 -0.075138
2.46329e-07 0.64911 0.35089 0.983578 0.0164223 0.0514807 0.134262
2.46686e-07 0.614268 0.385732 0.991228 0.00877219 0.0345353 -0.121279
2.47043e-07 0.556447 0.443553 0.991486 0.00851408 0.0733781 -0.0481113
2.474e-07 0.555091 0.444909 0.999173 0.000826711 -0.0437175 -0.108394
2.47757e-07 0.578828 0.421172 0.998961 0.00103909 -0.0987882 0.0286604
2.48114e-07 0.573936 0.426064 0.991407 0.00859274 -0.0400597 -0.0945077
2.48471e-07 0.533199 0.466801 0.975112 0.0248883 0.0284896 0.111556
2.48828e-07 0.512919 0.487081 0.971205 0.0287947 -0.00898858 -0.188988
2.49185e-07 0.487858 0.512142 0.959152 0.0408478 -0.00584489 0.0244357
2.49542e-07 0.442428 0.557572 0.935992 0.0640084 0.0358739 -0.0440562
2.49899e-07 0.446628 0.553372 0.944953 0.0550473 -0.0648763 0.0150046
2.50256e-07 0.436433 0.563567 0.92207 0.0779299 -0.0353637 0.0765179
2.50613e-07 0.428501 0.571499 0.904993 0.0950072 -0.0373833 0.00257765
2.5097e-07 0.379004 0.620996 0.857406 0.142594 0.0478008 0.095992
2.51327e-07 0.296231 0.703769 0.804757 0.195243 0.125979 -0.0509381
2.51684e-07 0.316906 0.683094 0.863726 0.136274 -0.0956006 -0.113539
2.52041e-07 0.295169 0.704831 0.807849 0.192151 -0.00695653 -0.0734294
2.52398e-07 0.255884 0.744116 0.76688 0.23312 0.0320451 -0.237376
2.52755e-07 0.278941 0.721059 0.800837 0.199163 -0.113018 -0.120067
2.53112e-07 0.212531 0.787469 0.684539 0.315461 0.092318 0.118148
2.53469e-07 0.202894 0.797106 0.715225 0.284775 -0.0369502 0.116227
2.53826e-07 0.17128 0.82872 0.658397 0.341603 0.0230612 -0.0924049
2.54183e-07 0.10054 0.89946 0.567116 0.432884 0.148398 -0.134857
2.5454e-07 0.0680615 0.931938 0.582117 0.417883 0.0558636 -0.158417
2.54897e-07 0.0460222 0.953978 0.562701 0.437299 0.0327453 0.104027
2.55254e-07 0.042297 0.957703 0.570169 0.429831 -0.0437344 0.197974
2.55611e-07 0.0324784 0.967522 0.521093 0.478907 -0.00563085 -0.287038
2.55968e-07 0.0189974 0.981003 0.47501 0.52499 0.0240218 0.0785723
2.56325e-07 0.0147122 0.985288 0.468913 0.531087 -0.0265435 -0.0511312
2.56682e-07 0.0106203 0.98938 0.436075 0.563925 -0.0225069 0.151582
2.57039e-07 0.0146278 0.985372 0.436699 0.563301 -0.0863977 -0.0927195
2.57396e-07 0.0218953 0.978105 0.412738 0.587262 -0.10054 0.0639502
2.57753e-07 0.0138176 0.986182 0.321882 0.678118 0.0276861 0.248627
2.5811e-07 0.020203 0.979797 0.33138 0.66862 -0.0553114 -0.0691393
2.58467e-07 0.0442236 0.955776 0.338723 0.661277 -0.133529 -0.090564
2.58824e-07 0.0536281 0.946372 0.264116 0.735884 -0.0334766 -0.0241696
2.59181e-07 0.048263 0.951737 0.206366 0.793634 0.0408751 0.135617
2.59538e-07 0.0693351 0.930665 0.221546 0.778454 -0.0589537 -0.0408908
2.59895e-07 0.0785911 0.921409 0.174081 0.825919 -0.00133335 -0.206717
2.60252e-07 0.0932056 0.906794 0.159482 0.840518 -0.0247614 0.0648105
2.60609e-07 0.117037 0.882963 0.143447 0.856553 -0.0426163 0.0606364
2.60966e-07 0.160485 0.839515 0.136334 0.863666 -0.0847403 0.0489697
2.61323e-07 0.155094 0.844906 0.0738354 0.926165 0.060389 -0.267554
2.6168e-07 0.177705 0.822295 0.0805215 0.919479 -0.0258985 -0.221023
2.62037e-07 0.19715 0.80285 0.0639368 0.936063 -0.0245407 0.00868946
2.62394e-07 0.155062 0.844938 0.0201666 0.979833 0.138983 0.0513221
2.62751e-07 0.162036 0.837964 0.0297482 0.970252 0.0144894 0.0319279
2.63108e-07 0.173269 0.826731 0.0210624 0.978938 0.00757122 0.117258
2.63465e-07 0.20081 0.79919 0.0172136 0.982786 -0.0256064 0.177641
2.63822e-07 0.203074 0.796926 0.00404851 0.995951 0.0474686 -0.0281463
2.64179e-07 0.23998 0.76002 0.00546659 0.994533 -0.0359842 -0.10583
2.64536e-07 0.238733 0.761267 8.16428e-06 0.999992 0.0528883 -0.00261019
2.64893e-07 0.260123 0.739877 0.00296981 0.99703 0.0012377 -0.0328334
2.6525e-07 0.271773 0.728227 0.00528786 0.994712 0.0238474 -0.0695287
2.65607e-07 0.308032 0.691968 0.0171756 0.982824 -0.0316884 -0.0153473
2.65964e-07 0.286844 0.713156 0.00987482 0.990125 0.0947018 0.0452239
2.66321e-07 0.283219 0.716781 0.0219872 0.978013 0.0587347 0.0267573
2.66678e-07 0.28645 0.71355 0.0345829 0.965417 0.0450836 0.0783472
2.67035e-07 0.288622 0.711378 0.0454629 0.954537 0.0504449 -0.166487
2.67392e-07 0.360195 0.639805 0.100705 0.899295 -0.103003 -0.0135788
2.67749e-07 0.380996 0.619004 0.0868907 0.913109 0.00700841 -0.0335141
2.68106e-07 0.367324 0.632676 0.084723 0.915277 0.0774011 -0.0294699
2.68463e-07 0.363817 0.636183 0.109697 0.890303 0.055627 -0.02563
2.6882e-07 0.363603 0.636397 0.132594 0.867406 0.0481677 0.00953311
2.69177e-07 0.341827 0.658173 0.138366 0.861634 0.0941019 0.0347641
2.69534e-07 0.370157 0.629843 0.200306 0.799694 -0.00888452 0.0268804
2.69891e-07 0.41951 0.58049 0.243151 0.756849 -0.0493688 -0.00515886
2.70248e-07 0.437602 0.562398 0.242411 0.757589 0.0151395 0.0516548
2.70605e-07 0.402489 0.597511 0.222632 0.777368 0.124762 0.0468
2.70962e-07 0.480289 0.519711 0.351817 0.648183 -0.101646 -0.228025
2.71319e-07 0.498322 0.501678 0.32771 0.67229 0.0110403 0.207661
2.71676e-07 0.51871 0.48129 0.355902 0.644098 0.0138798 -0.0989875
2.72033e-07 0.52081 0.47919 0.370064 0.629936 0.0470812 -0.040936
2.7239e-07 0.507835 0.492165 0.38662 0.61338 0.0756235 -0.0348067
2.72747e-07 0.52916 0.47084 0.452142 0.547858 0.00552668 0.0353074
2.73104e-07 0.609188 0.390812 0.542203 0.457797 -0.112291 0.112774
2.73461e-07 0.651643 0.348357 0.534706 0.465294 -0.0346409 0.100403
2.73818e-07 0.673875 0.326125 0.543231 0.456769 0.00911564 -0.223693
2.74175e-07 0.648133 0.351867 0.527637 0.472363 0.102369 -0.134836
2.74532e-07 0.673668 0.326332 0.615393 0.384607 -0.012603 -0.0490475
2.74889e-07 0.658788 0.341212 0.605796 0.394204 0.0696561 -0.0549131
2.75246e-07 0.61512 0.38488 0.609354 0.390646 0.125145 0.00766689
2.75603e-07 0.609635 0.390365 0.677523 0.322477 0.0451108 -0.0762094
2.7596e-07 0.576336 0.423664 0.682237 0.317763 0.0967725 -0.148041
2.76317e-07 0.613458 0.386542 0.777468 0.222532 -0.0558933 0.118026
2.76674e-07 0.662941 0.337059 0.81134 0.18866 -0.0770884 -0.0226966
2.77031e-07 0.710021 0.289979 0.83553 0.16447 -0.0779231 0.097514
2.77388e-07 0.749854 0.250146 0.852289 0.147711 -0.0619318 -0.103165
2.77745e-07 0.733977 0.266023 0.832049 0.167951 0.0563336 0.077837
2.78102e-07 0.77327 0.22673 0.895932 0.104068 -0.0685879 -0.0221971
2.78459e-07 0.764176 0.235824 0.881206 0.118794 0.0407889 -0.0388674
2.78816e-07 0.828347 0.171653 0.949021 0.050979 -0.145276 0.171133
2.79173e-07 0.819649 0.180351 0.917244 0.0827557 0.0448766 -0.111707
2.7953e-07 0.842906 0.157094 0.955158 0.0448419 -0.0499931 -0.102142
2.79887e-07 0.845731 0.154269 0.958833 0.0411667 -0.00549556 0.00680225
2.80244e-07 0.841168 0.158832 0.967424 0.0325762 0.0115293 0.0390784
2.80601e-07 0.818844 0.181156 0.970256 0.029744 0.0571608 -0.0680842
2.80958e-07 0.837378 0.162622 0.992972 0.00702756 -0.0591158 0.0534556
2.81315e-07 0.854639 0.145361 0.997159 0.00284079 -0.0578203 0.148145
2.81672e-07 0.834828 0.165172 0.994206 0.005794 0.0502767 0.0309808
2.82029e-07 0.822743 0.177257 0.998902 0.00109752 0.025854 0.0329537
2.82386e-07 0.828448 0.171552 0.999444 0.000555813 -0.0225945 -0.119958
2.82743e-07 0.790967 0.209033 0.989 0.0110001 0.0774693 -0.280009
2.831e-07 0.761454 0.238546 0.986959 0.0130406 0.0345474 -0.0266251
2.83457e-07 0.666121 0.333879 0.954687 0.0453129 0.172336 -0.0582145
2.83814e-07 0.623637 0.376363 0.967002 0.0329975 0.0457734 -0.160732
2.84171e-07 0.604962 0.395038 0.966236 0.0337637 -0.0118889 0.0149267
2.84528e-07 0.583229 0.416771 0.952902 0.0470979 -0.00573048 0.057306
2.84885e-07 0.587299 0.412701 0.950629 0.0493708 -0.0562597 0.135095
2.85242e-07 0.564827 0.435173 0.920913 0.0790871 0.00306473 -0.00614342
2.85599e-07 0.574559 0.425441 0.921771 0.0782286 -0.0626328 0.0345539
2.85956e-07 0.517734 0.482266 0.861593 0.138407 0.0725671 -0.364382
2.86313e-07 0.472585 0.527415 0.852903 0.147097 0.0345824 -0.0640063
2.8667e-07 0.425732 0.574268 0.829143 0.170857 0.0367661 -0.0795195
2.87027e-07 0.406272 0.593728 0.827055 0.172945 -0.0197506 0.0799702
2.87384e-07 0.366138 0.633862 0.785136 0.214864 0.0252021 0.15851
2.87741e-07 0.423988 0.576012 0.837254 0.162746 -0.170597 0.0667845
2.88098e-07 0.376595 0.623405 0.721792 0.278208 0.0473758 0.00122319
2.88455e-07 0.332875 0.667125 0.695534 0.304466 0.0424238 -0.103791
2.88812e-07 0.273767 0.726233 0.650571 0.349429 0.0763292 0.109285
2.89169e-07 0.283762 0.716238 0.690166 0.309834 -0.0698754 0.119073
2.89526e-07 0.264386 0.735614 0.626299 0.373701 0.0021433 -0.00583135
2.89883e-07 0.303833 0.696167 0.658729 0.341271 -0.127885 -0.171909
2.9024e-07 0.251829 0.748171 0.532291 0.467709 0.0691505 -0.264071
2.90597e-07 0.225011 0.774989 0.532057 0.467943 0.00718675 0.0617363
2.90954e-07 0.162041 0.837959 0.45115 0.54885 0.106657 -0.143066
2.91311e-07 0.135704 0.864296 0.464562 0.535438 0.0172716 0.0573527
2.91668e-07 0.129677 0.870323 0.460091 0.539909 -0.0364365 0.0185723
2.92025e-07 0.138332 0.861668 0.45042 0.54958 -0.0777338 0.209489
2.92382e-07 0.123558 0.876442 0.380277 0.619723 0.00195331 -0.0185945
2.92739e-07 0.114005 0.885995 0.356049 0.643951 -0.0106262 -0.0507908
2.93096e-07 0.0879908 0.912009 0.300873 0.699127 0.0467632 0.235909
2.93453e-07 0.0598738 0.940126 0.255686 0.744314 0.0849397 -0.110373
2.9381e-07 0.0641731 0.935827 0.284088 0.715912 -0.0414838 0.0543814
2.94167e-07 0.0771905 0.922809 0.266945 0.733055 -0.0645789 0.145003
2.94524e-07 0.0583448 0.941655 0.182245 0.817755 0.0770395 0.0752093
2.94881e-07 0.0453614 0.954639 0.160976 0.839024 0.0718952 0.120782
2.95238e-07 0.041245 0.958755 0.147224 0.852776 0.0475597 0.0236876
2.95595e-07 0.0404485 0.959552 0.129171 0.870829 0.0390345 0.152324
2.95952e-07 0.0197748 0.980225 0.0715796 0.92842 0.169868 -0.151406
2.96309e-07 0.0332067 0.966793 0.113832 0.886168 -0.0387777 0.0499672
2.96666e-07 0.0671043 0.932896 0.115302 0.884698 -0.10569 0.0115084
2.97023e-07 0.0790899 0.92091 0.0651556 0.934844 0.00842305 -0.205673
2.9738e-07 0.0759068 0.924093 0.0396841 0.960316 0.0610815 -0.0141435
2.97737e-07 0.0759937 0.924006 0.030189 0.969811 0.0504727 -0.0255426
2.98094e-07 0.118485 0.881515 0.0456505 0.95435 -0.0923798 0.0498724
2.98451e-07 0.0983537 0.901646 0.00639369 0.993606 0.119752 0.150751
2.98808e-07 0.128104 0.871896 0.016507 0.983493 -0.0345693 0.108233
2.99165e-07 0.134691 0.865309 0.00394803 0.996052 0.0420766 0.0222386
2.99522e-07 0.152556 0.847444 0.00300159 0.996998 0.0109951 -0.00288781
2.99879e-07 0.150372 0.849628 0.000428866 0.999571 0.0681196 -0.181163
3.00236e-07 0.165082 0.834918 0.00539481 0.994605 0.0191457 0.219194
3.00593e-07 0.196924 0.803076 0.0148972 0.985103 -0.0202453 0.124132
3.0095e-07 0.20364 0.79636 0.0139569 0.986043 0.0459953 0.0168218
3.01307e-07 0.196432 0.803568 0.017034 0.982966 0.0807583 -0.0159306
3.01664e-07 0.224177 0.775823 0.0414271 0.958573 -0.00533372 0.0950183
3.02021e-07 0.275684 0.724316 0.0667822 0.933218 -0.0567519 0.0137762
3.02378e-07 0.309187 0.690813 0.0707844 0.929216 -0.0114044 -0.0301914
3.02735e-07 0.332425 0.667575 0.0805936 0.919406 0.0127225 -0.0495793
3.03092e-07 0.387443 0.612557 0.11763 0.88237 -0.0519633 -0.160779
3.03449e-07 0.412582 0.587418 0.117464 0.882536 0.0110722 0.0406655
3.03806e-07 0.526417 0.473583 0.20414 0.79586 -0.165956 -0.118769
3.04163e-07 0.479507 0.520493 0.110782 0.889218 0.155509 0.0150152
3.0452e-07 0.480796 0.519204 0.165371 0.834629 0.0592396 0.172287
3.04877e-07 0.500166 0.499834 0.202858 0.797142 0.0240577 -0.0810214
3.05234e-07 0.541154 0.458846 0.247021 0.752979 -0.0194976 -0.0195187
3.05591e-07 0.496744 0.503256 0.201739 0.798261 0.151366 -0.0414043
3.05948e-07 0.505095 0.494905 0.273364 0.726636 0.0454151 0.0676151
3.06305e-07 0.583441 0.416559 0.367914 0.632086 -0.0948756 0.0935966
3.06662e-07 0.625883 0.374117 0.363956 0.636044 -0.0240352 0.16821
3.07019e-07 0.669394 0.330606 0.397015 0.602985 -0.0293572 0.0765392
3.07376e-07 0.675075 0.324925 0.389555 0.610445 0.0485345 0.0188118
3.07733e-07 0.662933 0.337067 0.40164 0.59836 0.0859999 -0.0475145
3.0809e-07 0.681002 0.318998 0.464042 0.535958 0.0223899 -0.0177095
3.08447e-07 0.754371 0.245629 0.557538 0.442462 -0.102251 0.0281798
3.08804e-07 0.763319 0.236681 0.517675 0.482325 0.0395601 -0.0833785
3.09161e-07 0.821672 0.178328 0.609181 0.390819 -0.082655 0.00670073
3.09518e-07 0.839212 0.160788 0.592305 0.407695 0.0145882 0.107939
3.09875e-07 0.885777 0.114223 0.665815 0.334185 -0.0764556 -0.122928
3.10232e-07 0.932577 0.0674234 0.707266 0.292734 -0.103126 0.0545905
3.10589e-07 0.931325 0.0686749 0.658396 0.341604 0.0646068 0.0321354
3.10946e-07 0.956806 0.0431937 0.741002 0.258998 -0.0535347 -0.00178
3.11303e-07 0.977276 0.0227241 0.770446 0.229554 -0.059342 0.0711858
3.1166e-07 0.989148 0.0108524 0.789328 0.210672 -0.0424143 0.0124278
3.12017e-07 0.994811 0.00518862 0.805802 0.194198 -0.020861 0.0263744
3.12374e-07 0.992264 0.00773615 0.799701 0.200299 0.0566973 -0.018753
3.12731e-07 0.99025 0.00975004 0.836186 0.163814 0.0226206 -0.141135
3.13088e-07 0.992145 0.00785545 0.875576 0.124424 -0.0312218 -0.225317
3.13445e-07 0.992017 0.00798322 0.889401 0.110599 -0.0149378 -0.169472
3.13802e-07 0.995231 0.00476921 0.921884 0.078116 -0.0656083 -0.0567416
3.14159e-07 0.997099 0.00290065 0.9386 0.0613999 -0.0691241 0.0791341
3.14516e-07 0.991036 0.00896399 0.929134 0.0708661 0.0281712 -0.106397
3.14873e-07 0.978549 0.0214507 0.939173 0.0608274 0.0483878 0.00776873
3.1523e-07 0.967673 0.0323274 0.960338 0.0396615 0.0089736 -0.0886113
3.15587e-07 0.953882 0.0461176 0.969597 0.0304032 0.013303 -0.141877
3.15944e-07 0.938366 0.0616344 0.978492 0.0215083 0.01311 -0.0211186
3.16301e-07 0.945835 0.054165 0.995225 0.00477534 -0.0886525 0.0585707
3.16658e-07 0.923025 0.0769755 0.988102 0.0118978 0.0333882 -0.0667363
3.17015e-07 0.873777 0.126223 0.98507 0.0149299 0.105725 0.201493
3.17372e-07 0.847808 0.152192 0.995235 0.00476503 0.0130118 -0.104141
3.17729e-07 0.830775 0.169225 0.9966 0.00340001 -0.0145492 0.0709629
3.18086e-07 0.817207 0.182793 0.994899 0.0051014 -0.0263478 0.0120026
3.18443e-07 0.794137 0.205863 0.988156 0.0118438 -0.00384246 -0.0444243
3.188e-07 0.75124 0.24876 0.974709 0.025291 0.0406658 -0.0512924
3.19157e-07 0.654645 0.345355 0.942113 0.0578869 0.150774 0.0338111
3.19514e-07 0.570624 0.429376 0.938367 0.0616329 0.110984 0.120035
3.19871e-07 0.493854 0.506146 0.92874 0.0712599 0.0913294 0.0655498
3.20228e-07 0.486092 0.513908 0.947363 0.0526371 -0.0472788 -0.0447603
3.20585e-07 0.478133 0.521867 0.932511 0.0674891 -0.046826 -0.107033
3.20942e-07 0.428264 0.571736 0.891228 0.108772 0.0381117 -0.0435164
3.21299e-07 0.379105 0.620895 0.871289 0.128711 0.0386152 0.00846708
3.21656e-07 0.368709 0.631291 0.877696 0.122304 -0.0402075 0.127801
3.22013e-07 0.328242 0.671758 0.833785 0.166215 0.0222782 -0.165845
3.2237e-07 0.288678 0.711322 0.809146 0.190854 0.0245849 -0.0265213
3.22727e-07 0.199293 0.800707 0.731189 0.268811 0.148309 -0.32717
3.23084e-07 0.218799 0.781201 0.808786 0.191214 -0.099406 -0.126468
3.23441e-07 0.202535 0.797465 0.743683 0.256317 -0.00528826 -0.0708009
3.23798e-07 0.243564 0.756436 0.77493 0.22507 -0.13901 0.0966906
3.24155e-07 0.257599 0.742401 0.720542 0.279458 -0.0757321 -0.0113615
3.24512e-07 0.234284 0.765716 0.651311 0.348689 0.0126363 0.0845069
3.24869e-07 0.231065 0.768935 0.645598 0.354402 -0.0364744 0.0843389
3.25226e-07 0.225625 0.774375 0.614058 0.385942 -0.0335408 -0.032429
3.25583e-07 0.190366 0.809634 0.545344 0.454656 0.0431545 -0.0702406
3.2594e-07 0.154641 0.845359 0.507677 0.492323 0.0558961 -0.0890419
3.26297e-07 0.151969 0.848031 0.516421 0.483579 -0.0243009 -0.0854753
3.26654e-07 0.127479 0.872521 0.450598 0.549402 0.0469296 0.120566
3.27011e-07 0.143268 0.856732 0.481076 0.518924 -0.0733354 0.195476
3.27368e-07 0.169186 0.830814 0.466236 0.533764 -0.105999 -0.0305731
3.27725e-07 0.146159 0.853841 0.366925 0.633075 0.033161 -0.0768675
3.28082e-07 0.12708 0.87292 0.337573 0.662427 0.0330425 0.047781
3.28439e-07 0.108009 0.891991 0.307003 0.692997 0.0376625 0.0977379
3.28796e-07 0.103146 0.896854 0.299951 0.700049 -0.00730978 0.120964
3.29153e-07 0.0811856 0.918814 0.246844 0.753156 0.050322 0.0239535
3.2951e-07 0.0794153 0.920585 0.249275 0.750725 -0.0156903 0.102011
3.29867e-07 0.0967976 0.903202 0.251713 0.748287 -0.0841307 -0.190492
3.30224e-07 0.0784791 0.921521 0.168641 0.831359 0.0592358 0.023534
3.30581e-07 0.0737319 0.926268 0.162506 0.837494 0.0165898 0.141795
3.30938e-07 0.107592 0.892408 0.192151 0.807849 -0.122314 0.00971563
3.31295e-07 0.11049 0.88951 0.127849 0.872151 -0.00807172 -0.0625486
3.31652e-07 0.110604 0.889396 0.102844 0.897156 0.0096541 0.0212638
3.32009e-07 0.137552 0.862448 0.109572 0.890428 -0.0684705 0.192363
3.32366e-07 0.133358 0.866642 0.0678864 0.932114 0.0180631 -0.0581785
3.32723e-07 0.161484 0.838516 0.0739839 0.926016 -0.0659357 -0.0342824
3.3308e-07 0.167821 0.832179 0.0440403 0.95596 0.00209418 -0.0560618
3.33437e-07 0.181306 0.818694 0.0351676 0.964832 -0.0100154 0.00617652
3.33794e-07 0.215397 0.784603 0.0339077 0.966092 -0.057695 0.0508638
3.34151e-07 0.205096 0.794904 0.010176 0.989824 0.0526285 -0.158821
3.34508e-07 0.239412 0.760588 0.0164994 0.983501 -0.0447771 0.152912
3.34865e-07 0.264827 0.735173 0.00956352 0.990436 -0.0269705 -0.0732601
3.35222e-07 0.356116 0.643884 0.0221756 0.977824 -0.160834 -0.00174853
3.35579e-07 0.368824 0.631176 0.00396357 0.996036 0.0116075 0.166831
3.35936e-07 0.39133 0.60867 0.00758175 0.992418 -0.0163712 0.0688385
3.36293e-07 0.37515 0.62485 0.0046313 0.995369 0.0601558 -0.0136121
3.3665e-07 0.39992 0.60008 0.0169892 0.983011 -0.0224879 -0.223265
3.37007e-07 0.360086 0.639914 0.00763314 0.992367 0.122702 0.0638375
3.37364e-07 0.387037 0.612963 0.0345701 0.96543 -0.0176882 -0.0398417
3.37721e-07 0.401799 0.598201 0.040947 0.959053 0.0103587 0.0760318
3.38078e-07 0.45608 0.54392 0.0736843 0.926316 -0.0724382 -0.0826055
3.38435e-07 0.458083 0.541917 0.0613826 0.938617 0.0376095 -0.0298451
3.38792e-07 0.447598 0.552402 0.0693014 0.930699 0.0642192 -0.188351
3.39149e-07 0.483742 0.516258 0.11146 0.88854 -0.021431 0.0316717
3.39506e-07 0.466133 0.533867 0.0977171 0.902283 0.085186 -0.0504981
3.39863e-07 0.517111 0.482889 0.164047 0.835953 -0.0502001 0.157943
3.4022e-07 0.499211 0.500789 0.138913 0.861087 0.0813758 -0.086213
3.40577e-07 0.465799 0.534201 0.148813 0.851187 0.115933 0.150479
3.40934e-07 0.473843 0.526157 0.20648 0.79352 0.0265361 -0.0511373
3.41291e-07 0.554192 0.445808 0.294895 0.705105 -0.115902 -0.0197641
3.41648e-07 0.600955 0.399045 0.29298 0.70702 -0.0489117 0.0872554
3.42005e-07 0.627065 0.372935 0.303883 0.696117 -0.0121464 -0.162635
3.42362e-07 0.663895 0.336105 0.340523 0.659477 -0.0288816 -0.0904382
3.42719e-07 0.682339 0.317661 0.351032 0.648968 0.0118006 0.0712237
3.43076e-07 0.704883 0.295117 0.387509 0.612491 -0.00113173 0.0310098
3.43433e-07 0.698921 0.301079 0.388938 0.611062 0.0587244 0.109217
3.4379e-07 0.724404 0.275596 0.456885 0.543115 -0.0165768 -0.0249979
3.44147e-07 0.707242 0.292758 0.441112 0.558888 0.077796 0.158654
3.44504e-07 0.670109 0.329891 0.455799 0.544201 0.110371 -0.0550298
3.44861e-07 0.699156 0.300844 0.556929 0.443071 -0.0306518 -0.102017
3.45218e-07 0.738404 0.261596 0.598102 0.401898 -0.0512422 0.0898669
3.45575e-07 0.768301 0.231699 0.622955 0.377045 -0.0395318 0.036039
3.45932e-07 0.80483 0.19517 0.664113 0.335887 -0.0633269 -0.0442716
3.46289e-07 0.856225 0.143775 0.715063 0.284937 -0.111279 -0.0307465
3.46646e-07 0.821488 0.178512 0.635233 0.364767 0.119431 -0.198344
3.47003e-07 0.849151 0.150849 0.73873 0.26127 -0.0417392 0.059122
3.4736e-07 0.861297 0.138703 0.751176 0.248824 -0.00773477 0.189699
3.47717e-07 0.896207 0.103793 0.812972 0.187028 -0.0953622 -0.00329181
3.48074e-07 0.895676 0.104324 0.796362 0.203638 0.0092306 0.057155
3.48431e-07 0.835473 0.164527 0.752352 0.247648 0.176331 -0.0705504
3.48788e-07 0.838506 0.161494 0.850712 0.149288 -0.0093129 0.161615
3.49145e-07 0.800419 0.199581 0.839423 0.160577 0.0844987 0.0448162
3.49502e-07 0.797691 0.202309 0.893824 0.106176 -0.0135284 0.116942
3.49859e-07 0.792893 0.207107 0.913507 0.0864927 -0.0175845 0.0941827
3.50216e-07 0.804272 0.195728 0.941388 0.0586119 -0.0648862 -0.12245
3.50573e-07 0.808695 0.191305 0.950289 0.0497107 -0.0432553 0.373962
3.5093e-07 0.832277 0.167723 0.97493 0.0250695 -0.112323 0.0725656
3.51287e-07 0.798021 0.201979 0.960182 0.0398183 0.0340756 0.189771
3.51644e-07 0.765919 0.234081 0.973384 0.0266158 0.0181343 -0.232222
3.52001e-07 0.71312 0.28688 0.975548 0.0244521 0.0663734 0.0447168
3.52358e-07 0.679521 0.320479 0.989516 0.0104837 0.0171967 -0.0558023
3.52715e-07 0.676458 0.323542 0.998376 0.00162425 -0.0480236 0.0560275
3.53072e-07 0.633056 0.366944 0.996464 0.00353643 0.0348146 -0.153705
3.53429e-07 0.580964 0.419036 0.99685 0.00314978 0.0547398 -0.116628
3.53786e-07 0.524249 0.475751 0.996079 0.00392071 0.0663132 -0.0830105
3.54143e-07 0.450963 0.549037 0.991216 0.00878373 0.10233 -0.0722552
3.545e-07 0.477256 0.522744 0.999096 0.000904062 -0.0937195 0.0666798
3.54857e-07 0.482432 0.517568 0.993622 0.00637779 -0.0542335 -0.183446
3.55214e-07 0.444962 0.555038 0.975158 0.0248421 0.0403727 -0.134614
3.55571e-07 0.495532 0.504468 0.988988 0.0110118 -0.128532 0.134646
3.55928e-07 0.467668 0.532332 0.956014 0.043986 0.0214718 -0.0930803
3.56285e-07 0.434093 0.565907 0.938559 0.0614412 0.0383896 -0.19635
