Time abs_alpha2 abs_beta2
2.69891e-07 0.0314415 0.957757
2.70248e-07 0.043246 0.945939
2.70605e-07 0.0568299 0.932341
2.70962e-07 0.0721397 0.917017
2.71319e-07 0.0891149 0.900027
2.71676e-07 0.107689 0.881439
2.72033e-07 0.127787 0.861326
2.7239e-07 0.149332 0.839768
2.72747e-07 0.172237 0.816848
2.73104e-07 0.196412 0.792659
2.73461e-07 0.221763 0.767294
2.73818e-07 0.248188 0.740855
2.74175e-07 0.275584 0.713444
2.74532e-07 0.303842 0.685172
2.74889e-07 0.332852 0.656148
2.75246e-07 0.362498 0.626488
2.75603e-07 0.392664 0.596308
2.7596e-07 0.42323 0.565727
2.76317e-07 0.454077 0.534866
2.76674e-07 0.485082 0.503847
2.77031e-07 0.516123 0.472792
2.77388e-07 0.547078 0.441823
2.77745e-07 0.577824 0.411062
2.78102e-07 0.608241 0.380631
2.78459e-07 0.638208 0.35065
2.78816e-07 0.667607 0.321237
2.79173e-07 0.696322 0.292507
2.7953e-07 0.724241 0.264575
2.79887e-07 0.751252 0.237549
2.80244e-07 0.777249 0.211537
2.80601e-07 0.802131 0.186642
2.80958e-07 0.825798 0.162961
2.81315e-07 0.848158 0.140587
2.81672e-07 0.869121 0.119609
2.82029e-07 0.888607 0.100109
2.82386e-07 0.906537 0.082165
2.82743e-07 0.922841 0.0658466
2.831e-07 0.937455 0.0512185
2.83457e-07 0.950321 0.0383381
2.83814e-07 0.961389 0.0272563
2.84171e-07 0.970614 0.0180167
2.84528e-07 0.977961 0.0106555
2.84885e-07 0.983401 0.00520179
2.85242e-07 0.986911 0.00167697
2.85599e-07 0.988479 9.48318e-05
2.85956e-07 0.988098 0.000461545
2.86313e-07 0.98577 0.00277558
2.8667e-07 0.981504 0.00702772
2.87027e-07 0.975316 0.0132011
2.87384e-07 0.967232 0.0212713
2.87741e-07 0.957282 0.0312065
2.88098e-07 0.945507 0.0429673
2.88455e-07 0.931953 0.0565073
2.88812e-07 0.916673 0.0717731
2.89169e-07 0.899728 0.0887043
2.89526e-07 0.881184 0.107234
2.89883e-07 0.861114 0.127289
2.9024e-07 0.839598 0.148791
2.90597e-07 0.816721 0.171654
2.90954e-07 0.792573 0.195788
2.91311e-07 0.767248 0.221099
2.91668e-07 0.740848 0.247485
2.92025e-07 0.713475 0.274843
2.92382e-07 0.685238 0.303066
2.92739e-07 0.656249 0.332041
2.93096e-07 0.626621 0.361654
2.93453e-07 0.596472 0.39179
2.9381e-07 0.56592 0.422327
2.94167e-07 0.535086 0.453148
2.94524e-07 0.504091 0.484128
2.94881e-07 0.473057 0.515148
2.95238e-07 0.442108 0.546083
2.95595e-07 0.411364 0.576812
2.95952e-07 0.380947 0.607215
2.96309e-07 0.350978 0.63717
2.96666e-07 0.321573 0.66656
2.97023e-07 0.29285 0.69527
2.9738e-07 0.264921 0.723184
2.97737e-07 0.237896 0.750195
2.98094e-07 0.211882 0.776195
2.98451e-07 0.186982 0.801081
2.98808e-07 0.163293 0.824756
2.99165e-07 0.140909 0.847125
2.99522e-07 0.119918 0.868102
2.99879e-07 0.100403 0.887603
3.00236e-07 0.0824407 0.905551
3.00593e-07 0.0661018 0.921876
3.0095e-07 0.0514506 0.936513
3.01307e-07 0.038545 0.949404
3.01664e-07 0.0274357 0.960499
3.02021e-07 0.0181664 0.969755
3.02378e-07 0.0107736 0.977133
3.02735e-07 0.00528645 0.982606
3.03092e-07 0.00172643 0.986152
3.03449e-07 0.000107505 0.987757
3.03806e-07 0.000435983 0.987414
3.04163e-07 0.00271048 0.985125
3.0452e-07 0.00692195 0.9809
3.04877e-07 0.0130537 0.974754
3.05234e-07 0.0210815 0.966712
3.05591e-07 0.0309735 0.956805
3.05948e-07 0.0426907 0.945074
3.06305e-07 0.0561868 0.931564
3.06662e-07 0.0714086 0.916328
3.07019e-07 0.0882958 0.899426
3.07376e-07 0.106782 0.880926
3.07733e-07 0.126794 0.8609
3.0809e-07 0.148252 0.839427
3.08447e-07 0.171073 0.816592
3.08804e-07 0.195166 0.792485
3.09161e-07 0.220437 0.767201
3.09518e-07 0.246784 0.740839
3.09875e-07 0.274105 0.713504
3.10232e-07 0.302291 0.685303
3.10589e-07 0.331232 0.656348
3.10946e-07 0.360813 0.626753
3.11303e-07 0.390918 0.596634
3.1166e-07 0.421427 0.566111
3.12017e-07 0.45222 0.535303
3.12374e-07 0.483177 0.504332
3.12731e-07 0.514174 0.473321
3.13088e-07 0.54509 0.442391
3.13445e-07 0.575803 0.411664
3.13802e-07 0.606191 0.381262
3.14159e-07 0.636135 0.351304
3.14516e-07 0.665516 0.321909
3.14873e-07 0.694219 0.293191
3.1523e-07 0.72213 0.265266
3.15587e-07 0.74914 0.238242
3.15944e-07 0.775141 0.212226
3.16301e-07 0.800032 0.187321
3.16658e-07 0.823715 0.163625
3.17015e-07 0.846095 0.14123
3.17372e-07 0.867084 0.120227
3.17729e-07 0.886601 0.100696
3.18086e-07 0.904567 0.0827156
3.18443e-07 0.920912 0.0663561
3.188e-07 0.935572 0.0516821
3.19157e-07 0.948489 0.0387512
3.19514e-07 0.959611 0.0276144
3.19871e-07 0.968896 0.0183156
3.20228e-07 0.976306 0.0108912
3.20585e-07 0.981813 0.00537067
3.20942e-07 0.985394 0.0017755
3.21299e-07 0.987035 0.000119848
3.21656e-07 0.986731 0.000410145
3.22013e-07 0.984481 0.00264517
3.2237e-07 0.980296 0.00681602
3.22727e-07 0.974192 0.0129062
3.23084e-07 0.966192 0.0208915
3.23441e-07 0.956329 0.0307405
3.23798e-07 0.944641 0.0424141
3.24155e-07 0.931175 0.0558664
3.24512e-07 0.915983 0.0710441
3.24869e-07 0.899126 0.0878874
3.25226e-07 0.880669 0.10633
3.25583e-07 0.860686 0.126298
3.2594e-07 0.839256 0.147714
3.26297e-07 0.816463 0.170493
3.26654e-07 0.792397 0.194545
3.27011e-07 0.767153 0.219775
3.27368e-07 0.74083 0.246083
3.27725e-07 0.713533 0.273367
3.28082e-07 0.685368 0.301517
3.28439e-07 0.656448 0.330423
3.28796e-07 0.626885 0.359972
3.29153e-07 0.596797 0.390046
3.2951e-07 0.566303 0.420526
3.29867e-07 0.535521 0.451293
3.30224e-07 0.504575 0.482226
3.30581e-07 0.473585 0.513201
3.30938e-07 0.442675 0.544098
3.31295e-07 0.411965 0.574793
3.31652e-07 0.381577 0.605167
3.32009e-07 0.351631 0.635099
3.32366e-07 0.322244 0.664471
3.32723e-07 0.293534 0.693168
3.3308e-07 0.265612 0.721075
3.33437e-07 0.238588 0.748084
3.33794e-07 0.212571 0.774088
3.34151e-07 0.187661 0.798984
3.34508e-07 0.163957 0.822673
3.34865e-07 0.141553 0.845063
3.35222e-07 0.120536 0.866066
3.35579e-07 0.10099 0.885598
3.35936e-07 0.0829917 0.903582
3.36293e-07 0.0666118 0.919948
3.3665e-07 0.0519148 0.93463
3.37007e-07 0.0389588 0.947572
3.37364e-07 0.0277946 0.958722
3.37721e-07 0.0184663 0.968037
3.38078e-07 0.0110105 0.975478
3.38435e-07 0.00545654 0.981018
3.38792e-07 0.0018263 0.984634
3.39149e-07 0.000133963 0.986312
3.39506e-07 0.000386133 0.986046
3.39863e-07 0.00258173 0.983836
3.4022e-07 0.00671201 0.979692
3.40577e-07 0.0127606 0.973629
3.40934e-07 0.0207036 0.965672
3.41291e-07 0.0305095 0.955852
3.41648e-07 0.0421397 0.944207
3.42005e-07 0.0555481 0.930785
3.42362e-07 0.0706819 0.915637
3.42719e-07 0.0874812 0.898823
3.43076e-07 0.10588 0.88041
3.43433e-07 0.125805 0.860471
3.4379e-07 0.147178 0.839084
3.44147e-07 0.169915 0.816333
3.44504e-07 0.193926 0.792308
3.44861e-07 0.219115 0.767104
3.45218e-07 0.245385 0.74082
3.45575e-07 0.272631 0.71356
3.45932e-07 0.300745 0.685432
3.46289e-07 0.329617 0.656546
3.46646e-07 0.359133 0.627016
3.47003e-07 0.389176 0.596959
3.4736e-07 0.419628 0.566493
3.47717e-07 0.450368 0.535738
3.48074e-07 0.481276 0.504816
3.48431e-07 0.51223 0.473848
3.48788e-07 0.543107 0.442957
3.49145e-07 0.573786 0.412264
3.49502e-07 0.604145 0.38189
3.49859e-07 0.634065 0.351956
3.50216e-07 0.663428 0.322579
3.50573e-07 0.692118 0.293874
3.5093e-07 0.720023 0.265956
3.51287e-07 0.747031 0.238934
3.51644e-07 0.773036 0.212914
3.52001e-07 0.797937 0.188
3.52358e-07 0.821634 0.164288
3.52715e-07 0.844034 0.141874
3.53072e-07 0.865049 0.120845
3.53429e-07 0.884596 0.101283
3.53786e-07 0.902598 0.0832669
3.54143e-07 0.918985 0.0668666
3.545e-07 0.93369 0.0521468
3.54857e-07 0.946657 0.0391657
3.55214e-07 0.957834 0.0279742
3.55571e-07 0.967178 0.0186164
3.55928e-07 0.974651 0.0111292
3.56285e-07 0.980224 0.00554197
