Noise Level,Time,abs_alpha_bruit,abs_beta_bruit,abs_alpha_corrige,abs_beta_corrige
0.01,0,1,0,1,0
0.01,3.56999e-10,0.997561,0.00243853,0.998673,0.00132722
0.01,7.13998e-10,0.99446,0.00554001,0.998194,0.00180557
0.01,1.071e-09,0.987795,0.0122053,0.992771,0.00722917
0.01,1.428e-09,0.979729,0.0202705,0.987413,0.0125869
0.01,1.785e-09,0.966362,0.0336376,0.976694,0.0233057
0.01,2.14199e-09,0.955444,0.0445555,0.970929,0.0290709
0.01,2.49899e-09,0.937597,0.0624029,0.954769,0.045231
0.01,2.85599e-09,0.92614,0.0738596,0.948607,0.0513929
0.01,3.21299e-09,0.902383,0.097617,0.923722,0.0762784
0.01,3.56999e-09,0.886442,0.113558,0.915644,0.0843563
0.01,3.92699e-09,0.870726,0.129274,0.898501,0.101499
0.01,4.28399e-09,0.858186,0.141814,0.88248,0.11752
0.01,4.64099e-09,0.835352,0.164648,0.852167,0.147833
0.01,4.99799e-09,0.817698,0.182302,0.835418,0.164582
0.01,5.35499e-09,0.790652,0.209348,0.803009,0.196991
0.01,5.71199e-09,0.769597,0.230403,0.7846,0.2154
0.01,6.06899e-09,0.742133,0.257867,0.752611,0.247389
0.01,6.42598e-09,0.725291,0.274709,0.736476,0.263524
0.01,6.78298e-09,0.702362,0.297638,0.702612,0.297388
0.01,7.13998e-09,0.675169,0.324831,0.669727,0.330273
0.01,7.49698e-09,0.64481,0.35519,0.637281,0.362719
0.01,7.85398e-09,0.618782,0.381218,0.611809,0.388191
0.01,8.21098e-09,0.598211,0.401789,0.586813,0.413187
0.01,8.56798e-09,0.563477,0.436523,0.541744,0.458256
0.01,8.92498e-09,0.538688,0.461312,0.520653,0.479347
0.01,9.28198e-09,0.505444,0.494556,0.480878,0.519122
0.01,9.63898e-09,0.465275,0.534725,0.442684,0.557316
0.01,9.99598e-09,0.446196,0.553804,0.43244,0.56756
0.01,1.0353e-08,0.414889,0.585111,0.38929,0.61071
0.01,1.071e-08,0.390036,0.609964,0.36494,0.63506
0.01,1.1067e-08,0.360441,0.639559,0.330014,0.669986
0.01,1.1424e-08,0.323078,0.676922,0.292744,0.707256
0.01,1.1781e-08,0.301127,0.698873,0.278562,0.721438
0.01,1.2138e-08,0.283652,0.716348,0.254738,0.745262
0.01,1.2495e-08,0.256007,0.743993,0.21801,0.78199
0.01,1.2852e-08,0.234963,0.765037,0.197917,0.802083
0.01,1.3209e-08,0.199412,0.800588,0.159643,0.840357
0.01,1.3566e-08,0.177806,0.822194,0.148118,0.851882
0.01,1.3923e-08,0.157776,0.842224,0.127104,0.872896
0.01,1.428e-08,0.130883,0.869117,0.0998999,0.9001
0.01,1.4637e-08,0.110528,0.889472,0.0857206,0.914279
0.01,1.4994e-08,0.0912718,0.908728,0.0685765,0.931424
0.01,1.5351e-08,0.0799276,0.920072,0.0588118,0.941188
0.01,1.5708e-08,0.0644756,0.935524,0.0410345,0.958966
0.01,1.6065e-08,0.0551094,0.944891,0.0330099,0.96699
0.01,1.6422e-08,0.0464356,0.953564,0.0226454,0.977355
0.01,1.6779e-08,0.0308514,0.969149,0.00967231,0.990328
0.01,1.7136e-08,0.0202705,0.97973,0.00538156,0.994618
0.01,1.7493e-08,0.0145979,0.985402,0.00278225,0.997218
0.01,1.785e-08,0.0104273,0.989573,0.000521523,0.999478
0.01,1.8207e-08,0.00850478,0.991495,2.00377e-05,0.99998
0.01,1.8564e-08,0.00483527,0.995165,0.000311376,0.999689
0.01,1.8921e-08,0.00485529,0.995145,0.00338257,0.996617
0.01,1.9278e-08,0.00656966,0.99343,0.00777763,0.992222
0.01,1.9635e-08,0.00913498,0.990865,0.012848,0.987152
0.01,1.9992e-08,0.0167,0.9833,0.0251034,0.974897
0.01,2.0349e-08,0.0230185,0.976981,0.0309562,0.969044
0.01,2.0706e-08,0.028271,0.971729,0.0397426,0.960257
0.01,2.1063e-08,0.0345594,0.965441,0.0530715,0.946928
0.01,2.14199e-08,0.0476123,0.952388,0.0755336,0.924466
0.01,2.17769e-08,0.0623479,0.937652,0.0923656,0.907634
0.01,2.21339e-08,0.0759942,0.924006,0.107451,0.892549
0.01,2.24909e-08,0.0909509,0.909049,0.127815,0.872185
0.01,2.28479e-08,0.109028,0.890972,0.151543,0.848457
0.01,2.32049e-08,0.133316,0.866684,0.179913,0.820087
0.01,2.35619e-08,0.155222,0.844778,0.199654,0.800346
0.01,2.39189e-08,0.178067,0.821933,0.224761,0.775239
0.01,2.42759e-08,0.208719,0.791281,0.258607,0.741393
0.01,2.46329e-08,0.23753,0.76247,0.282712,0.717288
0.01,2.49899e-08,0.256951,0.743049,0.300327,0.699673
0.01,2.53469e-08,0.27811,0.72189,0.33076,0.66924
0.01,2.57039e-08,0.305335,0.694665,0.366396,0.633604
0.01,2.60609e-08,0.324635,0.675365,0.387803,0.612197
0.01,2.64179e-08,0.348851,0.651149,0.423451,0.576549
0.01,2.67749e-08,0.375314,0.624686,0.456463,0.543537
0.01,2.71319e-08,0.403528,0.596472,0.489349,0.510651
0.01,2.74889e-08,0.421555,0.578445,0.510383,0.489617
0.01,2.78459e-08,0.461951,0.538049,0.564012,0.435988
0.01,2.82029e-08,0.485537,0.514463,0.578074,0.421926
0.01,2.85599e-08,0.514939,0.485061,0.61449,0.38551
0.01,2.89169e-08,0.553821,0.446179,0.653882,0.346118
0.01,2.92739e-08,0.594809,0.405191,0.685551,0.314449
0.01,2.96309e-08,0.623403,0.376597,0.703275,0.296725
0.01,2.99879e-08,0.65165,0.34835,0.731553,0.268447
0.01,3.03449e-08,0.678717,0.321283,0.758241,0.241759
0.01,3.07019e-08,0.705817,0.294183,0.785053,0.214947
0.01,3.10589e-08,0.745005,0.254995,0.821496,0.178504
0.01,3.14159e-08,0.76412,0.23588,0.828835,0.171165
0.01,3.17729e-08,0.780643,0.219357,0.850088,0.149912
0.01,3.21299e-08,0.815755,0.184245,0.887598,0.112402
0.01,3.24869e-08,0.8408,0.1592,0.900329,0.0996706
0.01,3.28439e-08,0.861771,0.138229,0.916284,0.0837165
0.01,3.32009e-08,0.878438,0.121562,0.930338,0.0696624
0.01,3.35579e-08,0.897237,0.102763,0.947721,0.0522791
0.01,3.39149e-08,0.914823,0.0851773,0.961008,0.0389921
0.01,3.42719e-08,0.926824,0.0731761,0.969476,0.0305238
0.01,3.46289e-08,0.947976,0.0520239,0.985022,0.014978
0.01,3.49859e-08,0.963016,0.0369844,0.990347,0.0096534
0.01,3.53429e-08,0.973667,0.0263326,0.994671,0.00532935
0.01,3.56999e-08,0.979295,0.0207049,0.997101,0.00289865
0.01,3.60569e-08,0.987887,0.0121132,0.999915,8.47959e-05
0.01,3.64139e-08,0.991377,0.00862296,0.999373,0.000626642
0.01,3.67709e-08,0.996046,0.00395368,0.998544,0.0014564
0.01,3.71279e-08,0.998234,0.00176637,0.994977,0.00502276
0.01,3.74849e-08,0.997355,0.00264513,0.987705,0.0122945
0.01,3.78419e-08,0.993689,0.00631115,0.978994,0.021006
0.01,3.81989e-08,0.991296,0.00870424,0.975691,0.024309
0.01,3.85559e-08,0.985108,0.0148923,0.96008,0.0399198
0.01,3.89129e-08,0.978469,0.0215312,0.949124,0.0508756
0.01,3.92699e-08,0.96772,0.03228,0.930781,0.0692189
0.01,3.96269e-08,0.958189,0.0418109,0.919003,0.0809974
0.01,3.99839e-08,0.943726,0.0562743,0.89616,0.10384
0.01,4.03409e-08,0.930031,0.0699693,0.879903,0.120097
0.01,4.06979e-08,0.911063,0.0889369,0.853869,0.146131
0.01,4.10549e-08,0.900614,0.0993863,0.843558,0.156442
0.01,4.14119e-08,0.885115,0.114885,0.814615,0.185385
0.01,4.17689e-08,0.870207,0.129793,0.791603,0.208397
0.01,4.21259e-08,0.861433,0.138567,0.773944,0.226056
0.01,4.24829e-08,0.831627,0.168373,0.722185,0.277815
0.01,4.28399e-08,0.814611,0.185389,0.711191,0.288809
0.01,4.31969e-08,0.788721,0.211279,0.672884,0.327116
0.01,4.35539e-08,0.748342,0.251658,0.628368,0.371632
0.01,4.39109e-08,0.719712,0.280288,0.612944,0.387056
0.01,4.42679e-08,0.684962,0.315038,0.576618,0.423382
0.01,4.46249e-08,0.649802,0.350198,0.546263,0.453737
0.01,4.49819e-08,0.612468,0.387532,0.513402,0.486598
0.01,4.53389e-08,0.595042,0.404958,0.502968,0.497032
0.01,4.56959e-08,0.557006,0.442994,0.450923,0.549077
0.01,4.60529e-08,0.522878,0.477122,0.42392,0.57608
0.01,4.64099e-08,0.484891,0.515109,0.389426,0.610574
0.01,4.67669e-08,0.463278,0.536722,0.374859,0.625141
0.01,4.71239e-08,0.427151,0.572849,0.330816,0.669184
0.01,4.74809e-08,0.394804,0.605196,0.304708,0.695292
0.01,4.78379e-08,0.348404,0.651596,0.262812,0.737188
0.01,4.81949e-08,0.318712,0.681288,0.2499,0.7501
0.01,4.85519e-08,0.286243,0.713757,0.219837,0.780163
0.01,4.89089e-08,0.252985,0.747015,0.192669,0.807331
0.01,4.92659e-08,0.224288,0.775712,0.171351,0.828649
0.01,4.96229e-08,0.192967,0.807033,0.144901,0.855099
0.01,4.99799e-08,0.169326,0.830674,0.128686,0.871314
0.01,5.03369e-08,0.142482,0.857518,0.104328,0.895672
0.01,5.06939e-08,0.127984,0.872016,0.09496,0.90504
0.01,5.10509e-08,0.109928,0.890072,0.0736378,0.926362
0.01,5.14079e-08,0.0938916,0.906108,0.0588264,0.941174
0.01,5.17649e-08,0.0856016,0.914398,0.0500039,0.949996
0.01,5.21219e-08,0.0665528,0.933447,0.0294913,0.970509
0.01,5.24789e-08,0.0508004,0.9492,0.0204293,0.979571
0.01,5.28359e-08,0.036662,0.963338,0.012132,0.987868
0.01,5.31929e-08,0.0232886,0.976711,0.00544375,0.994556
0.01,5.35499e-08,0.0164695,0.983531,0.00316035,0.99684
0.01,5.39069e-08,0.00946503,0.990535,0.000339875,0.99966
0.01,5.42639e-08,0.00612349,0.993877,0.000184845,0.999815
0.01,5.46209e-08,0.00510021,0.9949,0.00196709,0.998033
0.01,5.49779e-08,0.00472968,0.99527,0.0042652,0.995735
0.01,5.53349e-08,0.00622186,0.993778,0.00928365,0.990716
0.01,5.56919e-08,0.0101738,0.989826,0.0171774,0.982823
0.01,5.60489e-08,0.0165821,0.983418,0.0268499,0.97315
0.01,5.64059e-08,0.0232884,0.976712,0.0357623,0.964238
0.01,5.67629e-08,0.0350999,0.9649,0.0528085,0.947192
0.01,5.71199e-08,0.0481562,0.951844,0.065997,0.934003
0.01,5.74769e-08,0.065574,0.934426,0.0849786,0.915021
0.01,5.78339e-08,0.0790689,0.920931,0.0959221,0.904078
0.01,5.81909e-08,0.0977704,0.90223,0.119485,0.880515
0.01,5.85479e-08,0.110907,0.889093,0.132845,0.867155
0.01,5.89049e-08,0.129479,0.870521,0.160031,0.839969
0.01,5.92619e-08,0.146645,0.853355,0.180469,0.819531
0.01,5.96189e-08,0.171439,0.828561,0.212909,0.787091
0.01,5.99759e-08,0.189446,0.810554,0.230086,0.769914
0.01,6.03329e-08,0.203637,0.796363,0.251733,0.748267
0.01,6.06899e-08,0.225021,0.774979,0.286764,0.713236
0.01,6.10469e-08,0.247145,0.752855,0.315382,0.684618
0.01,6.14039e-08,0.264125,0.735875,0.33863,0.66137
0.01,6.17609e-08,0.291711,0.708289,0.379638,0.620362
0.01,6.21179e-08,0.319415,0.680585,0.409568,0.590432
0.01,6.24749e-08,0.356535,0.643465,0.449705,0.550295
0.01,6.28319e-08,0.397107,0.602893,0.483593,0.516407
0.01,6.31889e-08,0.412652,0.587348,0.488969,0.511031
0.01,6.35459e-08,0.453784,0.546216,0.545846,0.454154
0.01,6.39029e-08,0.489176,0.510824,0.571065,0.428935
0.01,6.42598e-08,0.519171,0.480829,0.596593,0.403407
0.01,6.46168e-08,0.555243,0.444757,0.633124,0.366876
0.01,6.49738e-08,0.591767,0.408233,0.663856,0.336144
0.01,6.53308e-08,0.620967,0.379033,0.686653,0.313347
0.01,6.56878e-08,0.651381,0.348619,0.71689,0.28311
0.01,6.60448e-08,0.672236,0.327764,0.736253,0.263747
0.01,6.64018e-08,0.692204,0.307796,0.762906,0.237094
0.01,6.67588e-08,0.716508,0.283492,0.79341,0.20659
0.01,6.71158e-08,0.74744,0.25256,0.824641,0.175359
0.01,6.74728e-08,0.776712,0.223288,0.847544,0.152456
0.01,6.78298e-08,0.790208,0.209792,0.856891,0.143109
0.01,6.81868e-08,0.815717,0.184283,0.888156,0.111844
0.01,6.85438e-08,0.839267,0.160733,0.90672,0.0932795
0.01,6.89008e-08,0.861847,0.138153,0.924336,0.0756641
0.01,6.92578e-08,0.878376,0.121624,0.936723,0.0632773
0.01,6.96148e-08,0.898381,0.101619,0.954199,0.0458013
0.01,6.99718e-08,0.91807,0.0819303,0.967247,0.0327533
0.01,7.03288e-08,0.932177,0.0678228,0.975188,0.0248124
0.01,7.06858e-08,0.940387,0.059613,0.981399,0.018601
0.01,7.10428e-08,0.954193,0.0458071,0.991705,0.0082945
0.01,7.13998e-08,0.969814,0.0301858,0.997518,0.00248161
0.01,7.17568e-08,0.980204,0.019796,0.999263,0.000737294
0.01,7.21138e-08,0.987289,0.0127109,0.999849,0.000150922
0.01,7.24708e-08,0.993148,0.00685185,0.998836,0.00116399
0.01,7.28278e-08,0.996484,0.00351574,0.995229,0.00477058
0.01,7.31848e-08,0.997747,0.00225255,0.989052,0.0109484
0.01,7.35418e-08,0.996162,0.00383796,0.979072,0.0209284
0.01,7.38988e-08,0.994305,0.00569548,0.975085,0.0249154
0.01,7.42558e-08,0.988589,0.0114113,0.960607,0.0393929
0.01,7.46128e-08,0.984467,0.0155333,0.954801,0.0451994
0.01,7.49698e-08,0.973718,0.0262823,0.931938,0.068062
0.01,7.53268e-08,0.966371,0.0336287,0.924602,0.0753984
0.01,7.56838e-08,0.959203,0.0407975,0.908718,0.0912822
0.01,7.60408e-08,0.941321,0.0586785,0.876272,0.123728
0.01,7.63978e-08,0.925234,0.074766,0.861408,0.138592
0.01,7.67548e-08,0.906336,0.0936637,0.837878,0.162122
0.01,7.71118e-08,0.893002,0.106998,0.823256,0.176744
0.01,7.74688e-08,0.873051,0.126949,0.791551,0.208449
0.01,7.78258e-08,0.860227,0.139773,0.776168,0.223832
0.01,7.81828e-08,0.828971,0.171029,0.727991,0.272009
0.01,7.85398e-08,0.804777,0.195223,0.710364,0.289636
0.01,7.88968e-08,0.789721,0.210279,0.692891,0.307109
0.01,7.92538e-08,0.756495,0.243505,0.643744,0.356256
0.01,7.96108e-08,0.732473,0.267527,0.625218,0.374782
0.01,7.99678e-08,0.701476,0.298524,0.588207,0.411793
0.01,8.03248e-08,0.665165,0.334835,0.552495,0.447505
0.01,8.06818e-08,0.645474,0.354526,0.539382,0.460618
0.01,8.10388e-08,0.615987,0.384013,0.498339,0.501661
0.01,8.13958e-08,0.573915,0.426085,0.454857,0.545143
0.01,8.17528e-08,0.526955,0.473045,0.419385,0.580615
0.01,8.21098e-08,0.492828,0.507172,0.401295,0.598705
0.01,8.24668e-08,0.468041,0.531959,0.379631,0.620369
0.01,8.28238e-08,0.446221,0.553779,0.352337,0.647663
0.01,8.31808e-08,0.418343,0.581657,0.316262,0.683738
0.01,8.35378e-08,0.403135,0.596865,0.299047,0.700953
0.01,8.38948e-08,0.370251,0.629749,0.254755,0.745245
0.01,8.42518e-08,0.325637,0.674363,0.217048,0.782952
0.01,8.46088e-08,0.309471,0.690529,0.215548,0.784452
0.01,8.49658e-08,0.282072,0.717928,0.180331,0.819669
0.01,8.53228e-08,0.254343,0.745657,0.155748,0.844252
0.01,8.56798e-08,0.229725,0.770275,0.135528,0.864472
0.01,8.60368e-08,0.204831,0.795169,0.11384,0.88616
0.01,8.63938e-08,0.182911,0.817089,0.0962903,0.90371
0.01,8.67508e-08,0.155989,0.844011,0.0742525,0.925747
0.01,8.71078e-08,0.133338,0.866662,0.060306,0.939694
0.01,8.74648e-08,0.102675,0.897325,0.039641,0.960359
0.01,8.78218e-08,0.0808091,0.919191,0.0316106,0.968389
0.01,8.81788e-08,0.0576376,0.942362,0.0192442,0.980756
0.01,8.85358e-08,0.0443836,0.955616,0.015043,0.984957
0.01,8.88928e-08,0.035427,0.964573,0.00972973,0.99027
0.01,8.92498e-08,0.0264489,0.973551,0.00398288,0.996017
0.01,8.96068e-08,0.0238529,0.976147,0.00244119,0.997559
0.01,8.99638e-08,0.018836,0.981164,9.09892e-05,0.999909
0.01,9.03208e-08,0.0156138,0.984386,0.000586401,0.999414
0.01,9.06778e-08,0.0133789,0.986621,0.00282898,0.997171
0.01,9.10348e-08,0.0116504,0.98835,0.00626824,0.993732
0.01,9.13918e-08,0.0108722,0.989128,0.0114672,0.988533
0.01,9.17488e-08,0.0143821,0.985618,0.0219188,0.978081
0.01,9.21058e-08,0.0193056,0.980694,0.0307352,0.969265
0.01,9.24628e-08,0.0228657,0.977134,0.0373704,0.96263
0.01,9.28198e-08,0.0301371,0.969863,0.0536309,0.946369
0.01,9.31768e-08,0.0351786,0.964821,0.0636463,0.936354
0.01,9.35338e-08,0.0530366,0.946963,0.0947129,0.905287
0.01,9.38908e-08,0.0645188,0.935481,0.101146,0.898854
0.01,9.42478e-08,0.0686318,0.931368,0.11001,0.88999
0.01,9.46048e-08,0.0849281,0.915072,0.145952,0.854048
0.01,9.49618e-08,0.0986415,0.901359,0.163217,0.836783
0.01,9.53188e-08,0.1272,0.8728,0.203391,0.796609
0.01,9.56758e-08,0.149343,0.850657,0.217605,0.782395
0.01,9.60328e-08,0.161198,0.838802,0.230277,0.769723
0.01,9.63898e-08,0.189647,0.810353,0.276025,0.723975
0.01,9.67468e-08,0.208001,0.791999,0.291125,0.708875
0.01,9.71038e-08,0.226577,0.773423,0.319187,0.680813
0.01,9.74608e-08,0.244869,0.755131,0.34797,0.65203
0.01,9.78178e-08,0.272214,0.727786,0.38749,0.61251
0.01,9.81748e-08,0.300134,0.699866,0.41807,0.58193
0.01,9.85318e-08,0.320806,0.679194,0.440462,0.559538
0.01,9.88888e-08,0.3368,0.6632,0.466717,0.533283
0.01,9.92458e-08,0.374146,0.625854,0.520019,0.479981
0.01,9.96028e-08,0.421111,0.578889,0.560515,0.439485
0.01,9.99598e-08,0.458548,0.541452,0.581474,0.418526
0.01,1.00317e-07,0.48017,0.51983,0.59647,0.40353
0.01,1.00674e-07,0.512016,0.487984,0.636948,0.363052
0.01,1.01031e-07,0.540597,0.459403,0.663336,0.336664
0.01,1.01388e-07,0.565052,0.434948,0.688934,0.311066
0.01,1.01745e-07,0.602782,0.397218,0.729965,0.270035
0.01,1.02102e-07,0.62975,0.37025,0.748397,0.251603
0.01,1.02459e-07,0.671737,0.328263,0.788448,0.211552
0.01,1.02816e-07,0.69853,0.30147,0.80163,0.19837
0.01,1.03173e-07,0.733342,0.266658,0.833389,0.166611
0.01,1.0353e-07,0.760618,0.239382,0.851306,0.148694
0.01,1.03887e-07,0.790661,0.209339,0.875902,0.124098
0.01,1.04244e-07,0.808553,0.191447,0.887456,0.112544
0.01,1.04601e-07,0.820851,0.179149,0.902731,0.0972685
0.01,1.04958e-07,0.846309,0.153691,0.93027,0.0697302
0.01,1.05315e-07,0.871045,0.128955,0.94618,0.0538204
0.01,1.05672e-07,0.886219,0.113781,0.954358,0.0456416
0.01,1.06029e-07,0.914215,0.0857855,0.974676,0.0253237
0.01,1.06386e-07,0.928826,0.071174,0.978344,0.0216557
0.01,1.06743e-07,0.945209,0.0547909,0.988292,0.0117082
0.01,1.071e-07,0.95702,0.0429804,0.993051,0.00694938
0.01,1.07457e-07,0.967358,0.0326419,0.997452,0.00254781
0.01,1.07814e-07,0.975001,0.0249989,0.999507,0.000492899
0.01,1.08171e-07,0.979027,0.020973,0.999911,8.87829e-05
0.01,1.08528e-07,0.98079,0.0192104,0.998532,0.00146798
0.01,1.08885e-07,0.985435,0.0145655,0.997444,0.00255613
0.01,1.09242e-07,0.986396,0.0136042,0.991943,0.00805723
0.01,1.09599e-07,0.983473,0.0165275,0.983298,0.0167018
0.01,1.09956e-07,0.984793,0.0152073,0.981523,0.018477
0.01,1.10313e-07,0.979759,0.0202405,0.965499,0.0345011
0.01,1.1067e-07,0.967649,0.0323514,0.946994,0.0530059
0.01,1.11027e-07,0.957706,0.0422943,0.938739,0.0612606
0.01,1.11384e-07,0.944651,0.055349,0.921313,0.0786868
0.01,1.11741e-07,0.925452,0.0745477,0.89906,0.10094
0.01,1.12098e-07,0.911563,0.088437,0.888726,0.111274
0.01,1.12455e-07,0.896116,0.103884,0.868168,0.131832
0.01,1.12812e-07,0.871946,0.128054,0.838201,0.161799
0.01,1.13169e-07,0.854885,0.145115,0.824599,0.175401
0.01,1.13526e-07,0.837463,0.162537,0.80086,0.19914
0.01,1.13883e-07,0.806753,0.193247,0.761845,0.238155
0.01,1.1424e-07,0.772337,0.227663,0.733347,0.266653
0.01,1.14597e-07,0.733574,0.266426,0.702837,0.297163
0.01,1.14954e-07,0.712706,0.287294,0.693907,0.306093
0.01,1.15311e-07,0.702329,0.297671,0.675698,0.324302
0.01,1.15668e-07,0.686863,0.313137,0.640977,0.359023
0.01,1.16025e-07,0.662615,0.337385,0.601788,0.398212
0.01,1.16382e-07,0.638148,0.361852,0.571192,0.428808
0.01,1.16739e-07,0.604735,0.395265,0.531377,0.468623
0.01,1.17096e-07,0.564967,0.435033,0.494257,0.505743
0.01,1.17453e-07,0.526594,0.473406,0.464755,0.535245
0.01,1.1781e-07,0.49523,0.50477,0.440686,0.559314
0.01,1.18167e-07,0.462564,0.537436,0.408002,0.591998
0.01,1.18524e-07,0.433486,0.566514,0.380784,0.619216
0.01,1.18881e-07,0.403373,0.596627,0.349328,0.650672
0.01,1.19238e-07,0.374387,0.625613,0.320674,0.679326
0.01,1.19595e-07,0.341249,0.658751,0.287524,0.712476
0.01,1.19952e-07,0.315872,0.684128,0.266129,0.733871
0.01,1.20309e-07,0.273809,0.726191,0.222759,0.777241
0.01,1.20666e-07,0.252128,0.747872,0.214654,0.785346
0.01,1.21023e-07,0.221435,0.778565,0.180535,0.819465
0.01,1.2138e-07,0.196382,0.803618,0.160877,0.839123
0.01,1.21737e-07,0.171334,0.828666,0.137405,0.862595
0.01,1.22094e-07,0.150855,0.849145,0.119406,0.880594
0.01,1.22451e-07,0.142843,0.857157,0.110001,0.889999
0.01,1.22808e-07,0.124623,0.875377,0.0824879,0.917512
0.01,1.23165e-07,0.0965556,0.903444,0.0573615,0.942639
0.01,1.23522e-07,0.0767198,0.92328,0.0476293,0.952371
0.01,1.23879e-07,0.0574584,0.942542,0.0339623,0.966038
0.01,1.24236e-07,0.0388944,0.961106,0.0220471,0.977953
0.01,1.24593e-07,0.0263333,0.973667,0.0157115,0.984288
0.01,1.2495e-07,0.0205076,0.979492,0.0121642,0.987836
0.01,1.25307e-07,0.0110117,0.988988,0.00359151,0.996408
0.01,1.25664e-07,0.00503279,0.994967,0.00110134,0.998899
0.01,1.26021e-07,0.000515301,0.999485,0.000174615,0.999825
0.01,1.26378e-07,0.000213607,0.999786,0.00443359,0.995566
0.01,1.26735e-07,0.00186331,0.998137,0.00792749,0.992073
0.01,1.27092e-07,0.00487612,0.995124,0.0139959,0.986004
0.01,1.27449e-07,0.0117552,0.988245,0.0259909,0.974009
0.01,1.27806e-07,0.0178814,0.982119,0.0320586,0.967941
0.01,1.28163e-07,0.0349837,0.965016,0.0564839,0.943516
0.01,1.2852e-07,0.0450116,0.954988,0.057863,0.942137
0.01,1.28877e-07,0.0618187,0.938181,0.0796791,0.920321
0.01,1.29234e-07,0.0825858,0.917414,0.0991567,0.900843
0.01,1.29591e-07,0.0998041,0.900196,0.112149,0.887851
0.01,1.29948e-07,0.12145,0.87855,0.135817,0.864183
0.01,1.30305e-07,0.147429,0.852571,0.160711,0.839289
0.01,1.30662e-07,0.167224,0.832776,0.176359,0.823641
0.01,1.31019e-07,0.18886,0.81114,0.201837,0.798163
0.01,1.31376e-07,0.219217,0.780783,0.235389,0.764611
0.01,1.31733e-07,0.234097,0.765903,0.245368,0.754632
0.01,1.3209e-07,0.252503,0.747497,0.275998,0.724002
0.01,1.32447e-07,0.285321,0.714679,0.318916,0.681084
0.01,1.32804e-07,0.305573,0.694427,0.334363,0.665637
0.01,1.33161e-07,0.348329,0.651671,0.386624,0.613376
0.01,1.33518e-07,0.385676,0.614324,0.410694,0.589306
0.01,1.33875e-07,0.420031,0.579969,0.438106,0.561894
0.01,1.34232e-07,0.452738,0.547262,0.467492,0.532508
0.01,1.34589e-07,0.490553,0.509447,0.503853,0.496147
0.01,1.34946e-07,0.53346,0.46654,0.540739,0.459261
0.01,1.35303e-07,0.564804,0.435196,0.560228,0.439772
0.01,1.3566e-07,0.587083,0.412917,0.582629,0.417371
0.01,1.36017e-07,0.613597,0.386403,0.617541,0.382459
0.01,1.36374e-07,0.628908,0.371092,0.637718,0.362282
0.01,1.36731e-07,0.656641,0.343359,0.679872,0.320128
0.01,1.37088e-07,0.693247,0.306753,0.717871,0.282129
0.01,1.37445e-07,0.71879,0.28121,0.736141,0.263859
0.01,1.37802e-07,0.750878,0.249122,0.770066,0.229934
0.01,1.38159e-07,0.771641,0.228359,0.7865,0.2135
0.01,1.38516e-07,0.798727,0.201273,0.818828,0.181172
0.01,1.38873e-07,0.81201,0.18799,0.830798,0.169202
0.01,1.3923e-07,0.826683,0.173317,0.855073,0.144927
0.01,1.39587e-07,0.843169,0.156831,0.87848,0.12152
0.01,1.39944e-07,0.872214,0.127786,0.909512,0.0904884
0.01,1.40301e-07,0.888651,0.111349,0.918186,0.0818142
0.01,1.40658e-07,0.90698,0.09302,0.93724,0.0627598
0.01,1.41015e-07,0.922909,0.0770911,0.951261,0.0487389
0.01,1.41372e-07,0.932104,0.0678965,0.959775,0.0402251
0.01,1.41729e-07,0.946879,0.0531206,0.975985,0.0240147
0.01,1.42086e-07,0.958651,0.041349,0.984308,0.0156921
0.01,1.42443e-07,0.966868,0.0331319,0.990274,0.00972624
0.01,1.428e-07,0.975545,0.0244548,0.996334,0.00366603
0.01,1.43157e-07,0.979691,0.0203091,0.998619,0.00138146
0.01,1.43514e-07,0.982025,0.0179751,0.999746,0.000254366
0.01,1.43871e-07,0.985993,0.0140069,0.99904,0.000960117
0.01,1.44228e-07,0.984288,0.0157121,0.993827,0.00617346
0.01,1.44585e-07,0.980458,0.0195416,0.987823,0.0121771
0.01,1.44942e-07,0.973494,0.0265062,0.978893,0.0211068
0.01,1.45299e-07,0.965765,0.0342352,0.970497,0.0295034
0.01,1.45656e-07,0.950627,0.0493733,0.953133,0.046867
0.01,1.46013e-07,0.933867,0.0661329,0.940651,0.0593488
0.01,1.4637e-07,0.920327,0.0796729,0.930602,0.0693979
0.01,1.46727e-07,0.895228,0.104772,0.904791,0.0952086
0.01,1.47084e-07,0.873374,0.126626,0.891743,0.108257
0.01,1.47441e-07,0.85327,0.14673,0.87497,0.12503
0.01,1.47798e-07,0.829885,0.170115,0.851512,0.148488
0.01,1.48155e-07,0.815232,0.184768,0.838141,0.161859
0.01,1.48512e-07,0.787459,0.212541,0.802666,0.197334
0.01,1.48869e-07,0.764646,0.235354,0.783145,0.216855
0.01,1.49226e-07,0.737001,0.262999,0.752811,0.247189
0.01,1.49583e-07,0.702695,0.297305,0.719875,0.280125
0.01,1.4994e-07,0.672476,0.327524,0.696532,0.303468
0.01,1.50297e-07,0.64645,0.35355,0.671898,0.328102
0.01,1.50654e-07,0.608142,0.391858,0.630425,0.369575
0.01,1.51011e-07,0.59342,0.40658,0.624119,0.375881
0.01,1.51368e-07,0.57574,0.42426,0.590931,0.409069
0.01,1.51725e-07,0.54002,0.45998,0.542474,0.457526
