Noise Level,Repetition,Time,abs_alpha_bruit,abs_beta_bruit,abs_alpha_corrige,abs_beta_corrige
0.01,3,2.98451e-07,0.357973,0.642027,0.110557,0.889443
0.01,3,2.98808e-07,0.337369,0.662631,0.0922396,0.90776
0.01,3,2.99165e-07,0.311751,0.688249,0.071775,0.928225
0.01,3,2.99522e-07,0.290348,0.709652,0.0581739,0.941826
0.01,3,2.99879e-07,0.270705,0.729295,0.0447342,0.955266
0.01,3,3.00236e-07,0.244579,0.755421,0.0293702,0.97063
0.01,3,3.00593e-07,0.227866,0.772134,0.0226396,0.97736
0.01,3,3.0095e-07,0.202693,0.797307,0.0116642,0.988336
0.01,3,3.01307e-07,0.192798,0.807202,0.00875599,0.991244
0.01,3,3.01664e-07,0.176325,0.823675,0.00275891,0.997241
0.01,3,3.02021e-07,0.170409,0.829591,0.0011101,0.99889
0.01,3,3.02378e-07,0.150196,0.849804,0.000387031,0.999613
0.01,3,3.02735e-07,0.140504,0.859496,0.00411173,0.995888
0.01,3,3.03092e-07,0.12189,0.87811,0.00641913,0.993581
0.01,3,3.03449e-07,0.117071,0.882929,0.016941,0.983059
0.01,3,3.03806e-07,0.104944,0.895056,0.021692,0.978308
0.01,3,3.04163e-07,0.0941258,0.905874,0.0317092,0.968291
0.01,3,3.0452e-07,0.0952902,0.90471,0.0506315,0.949368
0.01,3,3.04877e-07,0.0849748,0.915025,0.055345,0.944655
0.01,3,3.05234e-07,0.0872029,0.912797,0.0804759,0.919524
0.01,3,3.05591e-07,0.0905744,0.909426,0.0977443,0.902256
0.01,3,3.05948e-07,0.0922607,0.907739,0.113216,0.886784
0.01,3,3.06305e-07,0.100869,0.899131,0.140359,0.859641
0.01,3,3.06662e-07,0.109089,0.890911,0.160525,0.839475
0.01,3,3.07019e-07,0.111415,0.888585,0.174664,0.825336
0.01,3,3.07376e-07,0.120484,0.879516,0.204622,0.795378
0.01,3,3.07733e-07,0.132549,0.867451,0.232846,0.767154
0.01,3,3.0809e-07,0.139233,0.860767,0.251662,0.748338
0.01,3,3.08447e-07,0.150817,0.849183,0.284023,0.715977
0.01,3,3.08804e-07,0.174122,0.825878,0.32524,0.67476
0.01,3,3.09161e-07,0.192603,0.807397,0.346164,0.653836
0.01,3,3.09518e-07,0.203963,0.796037,0.366643,0.633357
0.01,3,3.09875e-07,0.22675,0.77325,0.409279,0.590721
0.01,3,3.10232e-07,0.236575,0.763425,0.424021,0.575979
0.01,3,3.10589e-07,0.260216,0.739784,0.470625,0.529375
0.01,3,3.10946e-07,0.281462,0.718538,0.497759,0.502241
0.01,3,3.11303e-07,0.300435,0.699565,0.525679,0.474321
0.01,3,3.1166e-07,0.334016,0.665984,0.572098,0.427902
0.01,3,3.12017e-07,0.358287,0.641713,0.592606,0.407394
0.01,3,3.12374e-07,0.376903,0.623097,0.618283,0.381717
0.01,3,3.12731e-07,0.397076,0.602924,0.649356,0.350644
0.01,3,3.13088e-07,0.425693,0.574307,0.686007,0.313993
0.01,3,3.13445e-07,0.451407,0.548593,0.71262,0.28738
0.01,3,3.13802e-07,0.479606,0.520394,0.741747,0.258253
0.01,3,3.14159e-07,0.508162,0.491838,0.768637,0.231363
0.01,3,3.14516e-07,0.537867,0.462133,0.795879,0.204121
0.01,3,3.14873e-07,0.5544,0.4456,0.810723,0.189277
0.01,3,3.1523e-07,0.580459,0.419541,0.842249,0.157751
0.01,3,3.15587e-07,0.604114,0.395886,0.862113,0.137887
0.01,3,3.15944e-07,0.622016,0.377984,0.879246,0.120754
0.01,3,3.16301e-07,0.647619,0.352381,0.903965,0.0960353
0.01,3,3.16658e-07,0.678659,0.321341,0.925243,0.0747571
0.01,3,3.17015e-07,0.705065,0.294935,0.938831,0.0611687
0.01,3,3.17372e-07,0.732106,0.267894,0.953568,0.0464322
0.01,3,3.17729e-07,0.745135,0.254865,0.96047,0.0395301
0.01,3,3.18086e-07,0.765001,0.234999,0.974192,0.0258084
0.01,3,3.18443e-07,0.787326,0.212674,0.984246,0.0157544
0.01,3,3.188e-07,0.807369,0.192631,0.990718,0.00928166
0.01,3,3.19157e-07,0.819429,0.180571,0.994611,0.00538868
0.01,3,3.19514e-07,0.828388,0.171612,0.998026,0.00197358
0.01,3,3.19871e-07,0.853956,0.146044,0.999899,0.000100793
0.01,3,3.20228e-07,0.876827,0.123173,0.998186,0.0018138
0.01,3,3.20585e-07,0.885043,0.114957,0.991235,0.00876537
0.01,3,3.20942e-07,0.891011,0.108989,0.983714,0.0162857
0.01,3,3.21299e-07,0.905161,0.0948393,0.979556,0.0204439
0.01,3,3.21656e-07,0.910773,0.089227,0.965751,0.0342492
0.01,3,3.22013e-07,0.919169,0.0808312,0.956175,0.0438254
0.01,3,3.2237e-07,0.921355,0.0786448,0.938503,0.061497
0.01,3,3.22727e-07,0.92865,0.0713502,0.92884,0.07116
0.01,3,3.23084e-07,0.929031,0.070969,0.905685,0.0943147
0.01,3,3.23441e-07,0.928029,0.0719708,0.887492,0.112508
0.01,3,3.23798e-07,0.926915,0.073085,0.870021,0.129979
0.01,3,3.24155e-07,0.923192,0.0768076,0.847916,0.152084
0.01,3,3.24512e-07,0.9187,0.0813002,0.82549,0.17451
0.01,3,3.24869e-07,0.91411,0.0858896,0.804087,0.195913
0.01,3,3.25226e-07,0.902496,0.0975041,0.771172,0.228828
0.01,3,3.25583e-07,0.886564,0.113436,0.741141,0.258859
0.01,3,3.2594e-07,0.872482,0.127518,0.71934,0.28066
0.01,3,3.26297e-07,0.850875,0.149125,0.682892,0.317108
0.01,3,3.26654e-07,0.831326,0.168674,0.659434,0.340566
0.01,3,3.27011e-07,0.811007,0.188993,0.62938,0.37062
0.01,3,3.27368e-07,0.789499,0.210501,0.599045,0.400955
0.01,3,3.27725e-07,0.76844,0.23156,0.569039,0.430961
0.01,3,3.28082e-07,0.743885,0.256115,0.534998,0.465002
0.01,3,3.28439e-07,0.729916,0.270084,0.516872,0.483128
0.01,3,3.28796e-07,0.703161,0.296839,0.472208,0.527792
0.01,3,3.29153e-07,0.686074,0.313926,0.451989,0.548011
0.01,3,3.2951e-07,0.662959,0.337041,0.415168,0.584832
0.01,3,3.29867e-07,0.633187,0.366813,0.377559,0.622441
0.01,3,3.30224e-07,0.622314,0.377686,0.366285,0.633715
0.01,3,3.30581e-07,0.585447,0.414553,0.311256,0.688744
0.01,3,3.30938e-07,0.559943,0.440057,0.292296,0.707704
0.01,3,3.31295e-07,0.541056,0.458944,0.270723,0.729277
0.01,3,3.31652e-07,0.514765,0.485235,0.237268,0.762732
0.01,3,3.32009e-07,0.505517,0.494483,0.224412,0.775588
0.01,3,3.32366e-07,0.481385,0.518615,0.18663,0.81337
0.01,3,3.32723e-07,0.453573,0.546427,0.16052,0.83948
0.01,3,3.3308e-07,0.430212,0.569788,0.141144,0.858856
0.01,3,3.33437e-07,0.413001,0.586999,0.124515,0.875485
0.01,3,3.33794e-07,0.388775,0.611225,0.100076,0.899924
0.01,3,3.34151e-07,0.343987,0.656013,0.0705956,0.929404
0.01,3,3.34508e-07,0.323133,0.676867,0.0672881,0.932712
0.01,3,3.34865e-07,0.311472,0.688528,0.0565593,0.943441
0.01,3,3.35222e-07,0.28697,0.71303,0.037219,0.962781
0.01,3,3.35579e-07,0.278883,0.721117,0.0320029,0.967997
0.01,3,3.35936e-07,0.252071,0.747929,0.0158932,0.984107
0.01,3,3.36293e-07,0.234394,0.765606,0.0107098,0.98929
0.01,3,3.3665e-07,0.217489,0.782511,0.00504734,0.994953
0.01,3,3.37007e-07,0.200664,0.799336,0.00150658,0.998493
0.01,3,3.37364e-07,0.180597,0.819403,2.87705e-05,0.999971
0.01,3,3.37721e-07,0.164051,0.835949,0.00106492,0.998935
0.01,3,3.38078e-07,0.157524,0.842476,0.00551423,0.994486
0.01,3,3.38435e-07,0.149557,0.850443,0.0103741,0.989626
0.01,3,3.38792e-07,0.143642,0.856358,0.017618,0.982382
0.01,3,3.39149e-07,0.131902,0.868098,0.0233766,0.976623
0.01,3,3.39506e-07,0.127999,0.872001,0.0374385,0.962561
0.01,3,3.39863e-07,0.126852,0.873148,0.0510913,0.948909
0.01,3,3.4022e-07,0.116865,0.883135,0.0574561,0.942544
0.01,3,3.40577e-07,0.123606,0.876394,0.0852621,0.914738
0.01,3,3.40934e-07,0.126908,0.873092,0.0992355,0.900764
0.01,3,3.41291e-07,0.121278,0.878722,0.108475,0.891525
0.01,3,3.41648e-07,0.125127,0.874873,0.136907,0.863093
0.01,3,3.42005e-07,0.13181,0.86819,0.160604,0.839396
0.01,3,3.42362e-07,0.143461,0.856539,0.187947,0.812053
0.01,3,3.42719e-07,0.15219,0.84781,0.208655,0.791345
0.01,3,3.43076e-07,0.166623,0.833377,0.239844,0.760156
0.01,3,3.43433e-07,0.176914,0.823086,0.259764,0.740236
0.01,3,3.4379e-07,0.185881,0.814119,0.286357,0.713643
0.01,3,3.44147e-07,0.198656,0.801344,0.317871,0.682129
0.01,3,3.44504e-07,0.205174,0.794826,0.340068,0.659932
0.01,3,3.44861e-07,0.225885,0.774115,0.385155,0.614845
0.01,3,3.45218e-07,0.251117,0.748883,0.420727,0.579273
0.01,3,3.45575e-07,0.27266,0.72734,0.445999,0.554001
0.01,3,3.45932e-07,0.285347,0.714653,0.466025,0.533975
0.01,3,3.46289e-07,0.289628,0.710372,0.487004,0.512996
0.01,3,3.46646e-07,0.308788,0.691212,0.533108,0.466892
0.01,3,3.47003e-07,0.330301,0.669699,0.566134,0.433866
0.01,3,3.4736e-07,0.360707,0.639293,0.605262,0.394738
0.01,3,3.47717e-07,0.385501,0.614499,0.629307,0.370693
0.01,3,3.48074e-07,0.3988,0.6012,0.64936,0.35064
0.01,3,3.48431e-07,0.408124,0.591876,0.675119,0.324881
0.01,3,3.48788e-07,0.435608,0.564392,0.721004,0.278996
0.01,3,3.49145e-07,0.454842,0.545158,0.741248,0.258752
0.01,3,3.49502e-07,0.491454,0.508546,0.782484,0.217516
0.01,3,3.49859e-07,0.505713,0.494287,0.789999,0.210001
0.01,3,3.50216e-07,0.541232,0.458768,0.830268,0.169732
0.01,3,3.50573e-07,0.574505,0.425495,0.852523,0.147477
0.01,3,3.5093e-07,0.607448,0.392552,0.874673,0.125327
0.01,3,3.51287e-07,0.633215,0.366785,0.890727,0.109273
0.01,3,3.51644e-07,0.656124,0.343876,0.907787,0.0922126
0.01,3,3.52001e-07,0.672725,0.327275,0.922496,0.0775042
0.01,3,3.52358e-07,0.695992,0.304008,0.942017,0.0579833
0.01,3,3.52715e-07,0.705762,0.294238,0.95002,0.0499802
0.01,3,3.53072e-07,0.73213,0.26787,0.969769,0.0302308
0.01,3,3.53429e-07,0.745391,0.254609,0.975188,0.0248123
0.01,3,3.53786e-07,0.76352,0.23648,0.985819,0.0141808
0.01,3,3.54143e-07,0.773503,0.226497,0.990619,0.00938076
0.01,3,3.545e-07,0.787013,0.212987,0.996268,0.00373175
0.01,3,3.54857e-07,0.800215,0.199785,0.999021,0.000979471
0.01,3,3.55214e-07,0.812043,0.187957,0.999718,0.00028161
0.01,3,3.55571e-07,0.814782,0.185218,0.997893,0.00210695
0.01,3,3.55928e-07,0.829024,0.170976,0.996627,0.00337312
0.01,3,3.56285e-07,0.846905,0.153095,0.9931,0.00690013
0.01,4,0,1,0,1,0
0.01,4,3.56999e-10,0.998983,0.00101742,0.999015,0.000985455
0.01,4,7.13998e-10,0.996034,0.00396625,0.996116,0.00388393
0.01,4,1.071e-09,0.988924,0.0110763,0.988977,0.0110232
0.01,4,1.428e-09,0.982399,0.0176013,0.985204,0.0147959
0.01,4,1.785e-09,0.981899,0.0181007,0.9838,0.0161997
0.01,4,2.14199e-09,0.970804,0.0291965,0.962867,0.0371332
0.01,4,2.49899e-09,0.958968,0.0410317,0.95202,0.0479797
0.01,4,2.85599e-09,0.946471,0.0535285,0.939025,0.0609746
0.01,4,3.21299e-09,0.924634,0.0753659,0.91487,0.0851302
0.01,4,3.56999e-09,0.906687,0.0933128,0.903881,0.0961194
0.01,4,3.92699e-09,0.891096,0.108904,0.888636,0.111364
0.01,4,4.28399e-09,0.873297,0.126703,0.866962,0.133038
0.01,4,4.64099e-09,0.853188,0.146812,0.843729,0.156271
0.01,4,4.99799e-09,0.823538,0.176462,0.811632,0.188368
0.01,4,5.35499e-09,0.797599,0.202401,0.792306,0.207694
0.01,4,5.71199e-09,0.770601,0.229399,0.766338,0.233662
0.01,4,6.06899e-09,0.747087,0.252913,0.744016,0.255984
0.01,4,6.42598e-09,0.721812,0.278188,0.715047,0.284953
0.01,4,6.78298e-09,0.679542,0.320458,0.670118,0.329882
0.01,4,7.13998e-09,0.638226,0.361774,0.642527,0.357473
0.01,4,7.49698e-09,0.606036,0.393964,0.622281,0.377719
0.01,4,7.85398e-09,0.570409,0.429591,0.588605,0.411395
0.01,4,8.21098e-09,0.549369,0.450631,0.572349,0.427651
0.01,4,8.56798e-09,0.528789,0.471211,0.541653,0.458347
0.01,4,8.92498e-09,0.49414,0.50586,0.495921,0.504079
0.01,4,9.28198e-09,0.457489,0.542511,0.462967,0.537033
0.01,4,9.63898e-09,0.421565,0.578435,0.432169,0.567831
0.01,4,9.99598e-09,0.391489,0.608511,0.406659,0.593341
0.01,4,1.0353e-08,0.361315,0.638685,0.37575,0.62425
0.01,4,1.071e-08,0.3146,0.6854,0.328036,0.671964
0.01,4,1.1067e-08,0.283723,0.716277,0.313296,0.686704
0.01,4,1.1424e-08,0.267514,0.732486,0.298936,0.701064
0.01,4,1.1781e-08,0.244582,0.755418,0.263666,0.736334
0.01,4,1.2138e-08,0.218014,0.781986,0.231846,0.768154
0.01,4,1.2495e-08,0.193924,0.806076,0.207185,0.792815
0.01,4,1.2852e-08,0.176391,0.823609,0.187922,0.812078
0.01,4,1.3209e-08,0.148933,0.851067,0.152887,0.847113
0.01,4,1.3566e-08,0.135445,0.864555,0.14345,0.85655
0.01,4,1.3923e-08,0.116555,0.883445,0.116077,0.883923
0.01,4,1.428e-08,0.0908772,0.909123,0.088662,0.911338
0.01,4,1.4637e-08,0.0775001,0.9225,0.080925,0.919075
0.01,4,1.4994e-08,0.0610181,0.938982,0.0602736,0.939726
0.01,4,1.5351e-08,0.054569,0.945431,0.054253,0.945747
0.01,4,1.5708e-08,0.0483593,0.951641,0.0405681,0.959432
0.01,4,1.6065e-08,0.0325597,0.96744,0.0208522,0.979148
0.01,4,1.6422e-08,0.023071,0.976929,0.0151913,0.984809
0.01,4,1.6779e-08,0.0164359,0.983564,0.00901046,0.99099
0.01,4,1.7136e-08,0.00877403,0.991226,0.0024668,0.997533
0.01,4,1.7493e-08,0.0061584,0.993842,0.000991348,0.999009
0.01,4,1.785e-08,0.00665407,0.993346,0.000122439,0.999878
0.01,4,1.8207e-08,0.00945331,0.990547,0.000684365,0.999316
0.01,4,1.8564e-08,0.0126685,0.987332,0.00228092,0.997719
0.01,4,1.8921e-08,0.0196462,0.980354,0.00726669,0.992733
0.01,4,1.9278e-08,0.0288946,0.971105,0.0133319,0.986668
0.01,4,1.9635e-08,0.0378885,0.962111,0.0194991,0.980501
0.01,4,1.9992e-08,0.0463493,0.953651,0.0273214,0.972679
0.01,4,2.0349e-08,0.0568421,0.943158,0.0392759,0.960724
0.01,4,2.0706e-08,0.0782714,0.921729,0.0609772,0.939023
0.01,4,2.1063e-08,0.100752,0.899248,0.0745387,0.925461
0.01,4,2.14199e-08,0.121615,0.878385,0.0881989,0.911801
0.01,4,2.17769e-08,0.142831,0.857169,0.105652,0.894348
0.01,4,2.21339e-08,0.171718,0.828282,0.131254,0.868746
0.01,4,2.24909e-08,0.199401,0.800599,0.150178,0.849822
0.01,4,2.28479e-08,0.232984,0.767016,0.177047,0.822953
0.01,4,2.32049e-08,0.266736,0.733264,0.200305,0.799695
0.01,4,2.35619e-08,0.291,0.709,0.21598,0.78402
0.01,4,2.39189e-08,0.310031,0.689969,0.236877,0.763123
0.01,4,2.42759e-08,0.339001,0.660999,0.273155,0.726845
0.01,4,2.46329e-08,0.386925,0.613075,0.318936,0.681064
0.01,4,2.49899e-08,0.421898,0.578102,0.335023,0.664977
0.01,4,2.53469e-08,0.439455,0.560545,0.347767,0.652233
0.01,4,2.57039e-08,0.474226,0.525774,0.394725,0.605275
0.01,4,2.60609e-08,0.501256,0.498744,0.417802,0.582198
0.01,4,2.64179e-08,0.541895,0.458105,0.462473,0.537527
0.01,4,2.67749e-08,0.582538,0.417462,0.494071,0.505929
0.01,4,2.71319e-08,0.618721,0.381279,0.521443,0.478557
0.01,4,2.74889e-08,0.646083,0.353917,0.544215,0.455785
0.01,4,2.78459e-08,0.680719,0.319281,0.583551,0.416449
0.01,4,2.82029e-08,0.714709,0.285291,0.614657,0.385343
0.01,4,2.85599e-08,0.743114,0.256886,0.640122,0.359878
0.01,4,2.89169e-08,0.775161,0.224839,0.674992,0.325008
0.01,4,2.92739e-08,0.7908,0.2092,0.687101,0.312899
0.01,4,2.96309e-08,0.804647,0.195353,0.71442,0.28558
0.01,4,2.99879e-08,0.827754,0.172246,0.753382,0.246618
0.01,4,3.03449e-08,0.854137,0.145863,0.78506,0.21494
0.01,4,3.07019e-08,0.883228,0.116772,0.815795,0.184205
0.01,4,3.10589e-08,0.892678,0.107322,0.818633,0.181367
0.01,4,3.14159e-08,0.907714,0.0922864,0.849862,0.150138
0.01,4,3.17729e-08,0.922692,0.0773083,0.872903,0.127097
0.01,4,3.21299e-08,0.932078,0.0679216,0.887528,0.112472
0.01,4,3.24869e-08,0.940557,0.0594433,0.905921,0.0940788
0.01,4,3.28439e-08,0.954252,0.0457479,0.930977,0.0690228
0.01,4,3.32009e-08,0.964885,0.0351147,0.944817,0.0551827
0.01,4,3.35579e-08,0.972611,0.0273889,0.956881,0.0431185
0.01,4,3.39149e-08,0.977726,0.0222738,0.967433,0.0325669
0.01,4,3.42719e-08,0.984157,0.0158431,0.980971,0.0190291
0.01,4,3.46289e-08,0.989891,0.0101093,0.990222,0.00977789
0.01,4,3.49859e-08,0.990689,0.00931059,0.993613,0.00638722
0.01,4,3.53429e-08,0.989976,0.010024,0.997805,0.00219492
0.01,4,3.56999e-08,0.989989,0.0100107,0.999969,3.13192e-05
0.01,4,3.60569e-08,0.983876,0.0161243,0.99923,0.000769589
0.01,4,3.64139e-08,0.978652,0.0213481,0.998205,0.00179536
0.01,4,3.67709e-08,0.969573,0.0304272,0.993715,0.00628461
0.01,4,3.71279e-08,0.955029,0.0449708,0.985928,0.0140717
0.01,4,3.74849e-08,0.944618,0.0553822,0.981887,0.0181132
0.01,4,3.78419e-08,0.931426,0.0685738,0.971764,0.0282357
0.01,4,3.81989e-08,0.91482,0.0851799,0.959121,0.0408793
0.01,4,3.85559e-08,0.884868,0.115132,0.937012,0.0629878
0.01,4,3.89129e-08,0.84853,0.15147,0.919055,0.0809446
0.01,4,3.92699e-08,0.828441,0.171559,0.916292,0.0837078
0.01,4,3.96269e-08,0.811704,0.188296,0.901704,0.0982962
0.01,4,3.99839e-08,0.784746,0.215254,0.874484,0.125516
0.01,4,4.03409e-08,0.760964,0.239036,0.856626,0.143374
0.01,4,4.06979e-08,0.742371,0.257629,0.839252,0.160748
0.01,4,4.10549e-08,0.707504,0.292496,0.801566,0.198434
0.01,4,4.14119e-08,0.682312,0.317688,0.78558,0.21442
0.01,4,4.17689e-08,0.652076,0.347924,0.755159,0.244841
0.01,4,4.21259e-08,0.626425,0.373575,0.732506,0.267494
0.01,4,4.24829e-08,0.611042,0.388958,0.714467,0.285533
0.01,4,4.28399e-08,0.584631,0.415369,0.675001,0.324999
0.01,4,4.31969e-08,0.565945,0.434055,0.653282,0.346718
0.01,4,4.35539e-08,0.539409,0.460591,0.615072,0.384928
0.01,4,4.39109e-08,0.509111,0.490889,0.580765,0.419235
0.01,4,4.42679e-08,0.475102,0.524898,0.545967,0.454033
0.01,4,4.46249e-08,0.445703,0.554297,0.51934,0.48066
0.01,4,4.49819e-08,0.428637,0.571363,0.500245,0.499755
0.01,4,4.53389e-08,0.390221,0.609779,0.447178,0.552822
0.01,4,4.56959e-08,0.350297,0.649703,0.413728,0.586272
0.01,4,4.60529e-08,0.323517,0.676483,0.395291,0.604709
0.01,4,4.64099e-08,0.3059,0.6941,0.373953,0.626047
0.01,4,4.67669e-08,0.278267,0.721733,0.333437,0.666563
0.01,4,4.71239e-08,0.252324,0.747676,0.30487,0.69513
0.01,4,4.74809e-08,0.229547,0.770453,0.278301,0.721699
0.01,4,4.78379e-08,0.201507,0.798493,0.244025,0.755975
0.01,4,4.81949e-08,0.172478,0.827522,0.215112,0.784888
0.01,4,4.85519e-08,0.156616,0.843384,0.201764,0.798236
0.01,4,4.89089e-08,0.13548,0.86452,0.170747,0.829253
0.01,4,4.92659e-08,0.115734,0.884266,0.147236,0.852764
0.01,4,4.96229e-08,0.0951988,0.904801,0.123072,0.876928
0.01,4,4.99799e-08,0.0732025,0.926798,0.0992936,0.900706
0.01,4,5.03369e-08,0.0591102,0.94089,0.0870907,0.912909
0.01,4,5.06939e-08,0.044882,0.955118,0.0671531,0.932847
0.01,4,5.10509e-08,0.0331478,0.966852,0.0525888,0.947411
0.01,4,5.14079e-08,0.0258695,0.974131,0.0423027,0.957697
0.01,4,5.17649e-08,0.0205006,0.979499,0.0301793,0.969821
0.01,4,5.21219e-08,0.0176578,0.982342,0.0213192,0.978681
0.01,4,5.24789e-08,0.0155255,0.984475,0.0120705,0.98793
0.01,4,5.28359e-08,0.0168244,0.983176,0.00720244,0.992798
0.01,4,5.31929e-08,0.0180277,0.981972,0.00226208,0.997738
0.01,4,5.35499e-08,0.0213306,0.978669,0.000468072,0.999532
0.01,4,5.39069e-08,0.0259501,0.97405,0.000381552,0.999618
0.01,4,5.42639e-08,0.0363002,0.9637,0.00347902,0.996521
0.01,4,5.46209e-08,0.0450165,0.954984,0.0062714,0.993729
0.01,4,5.49779e-08,0.0659141,0.934086,0.017385,0.982615
0.01,4,5.53349e-08,0.0843626,0.915637,0.0228652,0.977135
0.01,4,5.56919e-08,0.0992999,0.9007,0.0294101,0.97059
0.01,4,5.60489e-08,0.114665,0.885335,0.0403627,0.959637
0.01,4,5.64059e-08,0.132054,0.867946,0.0543308,0.945669
0.01,4,5.67629e-08,0.150473,0.849527,0.069167,0.930833
0.01,4,5.71199e-08,0.166178,0.833822,0.0830807,0.916919
0.01,4,5.74769e-08,0.180471,0.819529,0.0993372,0.900663
0.01,4,5.78339e-08,0.202655,0.797345,0.124447,0.875553
0.01,4,5.81909e-08,0.220692,0.779308,0.141606,0.858394
0.01,4,5.85479e-08,0.26053,0.73947,0.182517,0.817483
0.01,4,5.89049e-08,0.287631,0.712369,0.194352,0.805648
0.01,4,5.92619e-08,0.312433,0.687567,0.217448,0.782552
0.01,4,5.96189e-08,0.338953,0.661047,0.244849,0.755151
0.01,4,5.99759e-08,0.362401,0.637599,0.269213,0.730787
0.01,4,6.03329e-08,0.383285,0.616715,0.294946,0.705054
0.01,4,6.06899e-08,0.419411,0.580589,0.338333,0.661667
0.01,4,6.10469e-08,0.440878,0.559122,0.353974,0.646026
0.01,4,6.14039e-08,0.468699,0.531301,0.390062,0.609938
0.01,4,6.17609e-08,0.499318,0.500682,0.42395,0.57605
0.01,4,6.21179e-08,0.532568,0.467432,0.457651,0.542349
0.01,4,6.24749e-08,0.553755,0.446245,0.478028,0.521972
0.01,4,6.28319e-08,0.576103,0.423897,0.511308,0.488692
0.01,4,6.31889e-08,0.614992,0.385008,0.559882,0.440118
0.01,4,6.35459e-08,0.631769,0.368231,0.568643,0.431357
0.01,4,6.39029e-08,0.657579,0.342421,0.609277,0.390723
0.01,4,6.42598e-08,0.675969,0.324031,0.6326,0.3674
0.01,4,6.46168e-08,0.689142,0.310858,0.658856,0.341144
0.01,4,6.49738e-08,0.698693,0.301307,0.684994,0.315006
0.01,4,6.53308e-08,0.713646,0.286354,0.71856,0.28144
0.01,4,6.56878e-08,0.738813,0.261187,0.757001,0.242999
0.01,4,6.60448e-08,0.76301,0.23699,0.784199,0.215801
0.01,4,6.64018e-08,0.774079,0.225921,0.797644,0.202356
0.01,4,6.67588e-08,0.798862,0.201138,0.835032,0.164968
0.01,4,6.71158e-08,0.814273,0.185727,0.85072,0.14928
0.01,4,6.74728e-08,0.821602,0.178398,0.86647,0.13353
0.01,4,6.78298e-08,0.84057,0.15943,0.897579,0.102421
0.01,4,6.81868e-08,0.860371,0.139629,0.918713,0.0812871
0.01,4,6.85438e-08,0.870716,0.129284,0.929582,0.0704175
0.01,4,6.89008e-08,0.878707,0.121293,0.944212,0.0557877
0.01,4,6.92578e-08,0.884722,0.115278,0.956964,0.0430355
0.01,4,6.96148e-08,0.893235,0.106765,0.970876,0.0291243
0.01,4,6.99718e-08,0.898108,0.101892,0.980017,0.0199828
0.01,4,7.03288e-08,0.905184,0.0948157,0.988942,0.0110581
0.01,4,7.06858e-08,0.905618,0.094382,0.993212,0.00678839
0.01,4,7.10428e-08,0.90655,0.09345,0.997552,0.00244824
0.01,4,7.13998e-08,0.909911,0.0900889,0.999744,0.000255589
0.01,4,7.17568e-08,0.911032,0.0889682,0.999428,0.000572385
0.01,4,7.21138e-08,0.904744,0.0952563,0.996261,0.00373878
0.01,4,7.24708e-08,0.907502,0.0924982,0.994476,0.00552352
0.01,4,7.28278e-08,0.904907,0.0950926,0.987742,0.0122575
0.01,4,7.31848e-08,0.896235,0.103765,0.977488,0.0225117
0.01,4,7.35418e-08,0.894016,0.105984,0.971228,0.0287719
0.01,4,7.38988e-08,0.883165,0.116835,0.955291,0.0447085
0.01,4,7.42558e-08,0.868238,0.131762,0.939697,0.0603031
0.01,4,7.46128e-08,0.853243,0.146757,0.924983,0.0750166
0.01,4,7.49698e-08,0.84046,0.15954,0.910436,0.0895639
0.01,4,7.53268e-08,0.825431,0.174569,0.890428,0.109572
0.01,4,7.56838e-08,0.801155,0.198845,0.863078,0.136922
0.01,4,7.60408e-08,0.775263,0.224737,0.84087,0.15913
0.01,4,7.63978e-08,0.763762,0.236238,0.83226,0.16774
0.01,4,7.67548e-08,0.744433,0.255567,0.801141,0.198859
0.01,4,7.71118e-08,0.735584,0.264416,0.786246,0.213754
0.01,4,7.74688e-08,0.707646,0.292354,0.742593,0.257407
0.01,4,7.78258e-08,0.690071,0.309929,0.725393,0.274607
0.01,4,7.81828e-08,0.66328,0.33672,0.688456,0.311544
0.01,4,7.85398e-08,0.639615,0.360385,0.662467,0.337533
0.01,4,7.88968e-08,0.609497,0.390503,0.626651,0.373349
0.01,4,7.92538e-08,0.579954,0.420046,0.597132,0.402868
0.01,4,7.96108e-08,0.545603,0.454397,0.561294,0.438706
0.01,4,7.99678e-08,0.531581,0.468419,0.5507,0.4493
0.01,4,8.03248e-08,0.493335,0.506665,0.495575,0.504425
0.01,4,8.06818e-08,0.468462,0.531538,0.476342,0.523658
0.01,4,8.10388e-08,0.440398,0.559602,0.441715,0.558285
0.01,4,8.13958e-08,0.408724,0.591276,0.408124,0.591876
0.01,4,8.17528e-08,0.391566,0.608434,0.391868,0.608132
0.01,4,8.21098e-08,0.366733,0.633267,0.352797,0.647203
0.01,4,8.24668e-08,0.350202,0.649798,0.331492,0.668508
0.01,4,8.28238e-08,0.335845,0.664155,0.304124,0.695876
0.01,4,8.31808e-08,0.308081,0.691919,0.26176,0.73824
0.01,4,8.35378e-08,0.295614,0.704386,0.248174,0.751826
0.01,4,8.38948e-08,0.279571,0.720429,0.217651,0.782349
0.01,4,8.42518e-08,0.253514,0.746486,0.183544,0.816456
0.01,4,8.46088e-08,0.23759,0.76241,0.167453,0.832547
0.01,4,8.49658e-08,0.235658,0.764342,0.155342,0.844658
0.01,4,8.53228e-08,0.217242,0.782758,0.119264,0.880736
